,Unnamed: 0,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
14500,14500,['FT7'],work readiness for vocational education graduation in lampung province,vocational education provides productive competence to students but on the other hand students are not ready to face the world of work the purpose of this study is to analyze the factors that influence the work readiness of vocational education graduates the study used a descriptive correlation method a sample of 20 students was determined by random sampling technique data was collected by a closed questionnaire instrument with a likert scale the work readiness indicator includes four aspects with the collaboration aspect value 0.82 being critical 0.78 accepting responsibility 0.81 ambition to progress 0.79 and adjusting 0.77 data were analyzed by correlation the work readiness of vocational education graduates is more influenced by aspects of being critical and collaborating thus the aspect of being critical with 0.878 coefficients and collaborating 0.74 thus proven aspects that are able to form work readiness for vocational education graduates not aspects of accepting responsibility ambition to move forward and adjust,['TA'],,http://www.iosrjournals.org,,,,en,vocational education provides productive competence to students but on the other hand students are not ready to face the world of work the purpose of this study is to analyze the factors that influence the work readiness of vocational education graduates the study used a descriptive correlation method a sample of 20 students was determined by random sampling technique data was collected by a closed questionnaire instrument with a likert scale the work readiness indicator includes four aspects with the collaboration aspect value 0.82 being critical 0.78 accepting responsibility 0.81 ambition to progress 0.79 and adjusting 0.77 data were analyzed by correlation the work readiness of vocational education graduates is more influenced by aspects of being critical and collaborating thus the aspect of being critical with 0.878 coefficients and collaborating 0.74 thus proven aspects that are able to form work readiness for vocational education graduates not aspects of accepting responsibility ambition to move forward and adjust
14501,14501,['FKIP11'],work readiness for vocational education graduation in lampung province,abstract vocational education provides productive competence to students but on the other hand students are not ready to face the world of work the purpose of this study is to analyze the factors that influence the work readiness of vocational education graduates the study used a descriptive correlation method a sample of 20 students was determined by random sampling technique data was collected by a closed questionnaire instrument with a likert scale the work readiness indicator includes four aspects with the collaboration aspect value 0.82 being critical 0.78 accepting responsibility 0.81 ambition to progress 0.79 and adjusting 0.77 data were analyzed by correlation the work readiness of vocational education graduates is more influenced by aspects of being critical and collaborating thus the aspect of being critical with 0.878 coefficients and collaborating 0.74 thus proven aspects that are able to form work readiness for vocational education graduates not aspects of accepting responsibility ambition to move forward and adjust key words work readiness graduates vocational education,['L1'],http://www.iosrjournals.org/iosr-jrme/pages/vol9-issue4.Series-2.html,IOSR-JRME,,,,en,abstract vocational education provides productive competence to students but on the other hand students are not ready to face the world of work the purpose of this study is to analyze the factors that influence the work readiness of vocational education graduates the study used a descriptive correlation method a sample of 20 students was determined by random sampling technique data was collected by a closed questionnaire instrument with a likert scale the work readiness indicator includes four aspects with the collaboration aspect value 0.82 being critical 0.78 accepting responsibility 0.81 ambition to progress 0.79 and adjusting 0.77 data were analyzed by correlation the work readiness of vocational education graduates is more influenced by aspects of being critical and collaborating thus the aspect of being critical with 0.878 coefficients and collaborating 0.74 thus proven aspects that are able to form work readiness for vocational education graduates not aspects of accepting responsibility ambition to move forward and adjust key words work readiness graduates vocational education
14502,14502,['FT7'],work readiness for vocational education graduation in lampung province,vocational education provides productive competence to students but on the other hand students are not ready to face the world of work the purpose of this study is to analyze the factors that influence the work readiness of vocational education graduates the study used a descriptive correlation method a sample of 20 students was determined by random sampling technique data was collected by a closed questionnaire instrument with a likert scale the work readiness indicator includes four aspects with the collaboration aspect value 0.82 being critical 0.78 accepting responsibility 0.81 ambition to progress 0.79 and adjusting 0.77 data were analyzed by correlation the work readiness of vocational education graduates is more influenced by aspects of being critical and collaborating thus the aspect of being critical with 0.878 coefficients and collaborating 0.74 thus proven aspects that are able to form work readiness for vocational education graduates not aspects of accepting responsibility ambition to move forward and adjust,['TA'],,http://www.iosrjournals.org,,,,en,vocational education provides productive competence to students but on the other hand students are not ready to face the world of work the purpose of this study is to analyze the factors that influence the work readiness of vocational education graduates the study used a descriptive correlation method a sample of 20 students was determined by random sampling technique data was collected by a closed questionnaire instrument with a likert scale the work readiness indicator includes four aspects with the collaboration aspect value 0.82 being critical 0.78 accepting responsibility 0.81 ambition to progress 0.79 and adjusting 0.77 data were analyzed by correlation the work readiness of vocational education graduates is more influenced by aspects of being critical and collaborating thus the aspect of being critical with 0.878 coefficients and collaborating 0.74 thus proven aspects that are able to form work readiness for vocational education graduates not aspects of accepting responsibility ambition to move forward and adjust
14503,14503,['FKIP11'],the implementation of inclusive education at elementary school in lampung province,this evaluation of the inclusive program is conducted with the intention to determine the antecedent transaction and outcomes of the program stake s countenance model of program evaluation is applied to the elementary school x at lampung province during the year 2005 2006 the subjects of the research were taken purposively i e 23 students with special needs and handicaps 6 homeroom teachers 2 subjects teachers 1 guide counselor 1 principal headmaster 6 parents of students with special needs and 2 members of school council the result are follows 1 antecedent a the inclusive education is administered in reguler classes using pull out system b student recruitment is conducted without assessment c there is no special training for the teachers of special needs d learning program is not oriented to individualized education e general facilities and infrastructures are used for the programs and f the school financial support from the goverment 2 transaction a learning activities are conducted conventionally without special enrichment for the students with special needs remedial programs are carried out in the inclusion room by a guide teacher accompanied by the classroom teachers and the principal b in order to keep interpersonal relationship teachers tend to be openminded tolerant patient and emphatic to students and c evaluation is conducted in the form of written tests at the end of the learning process a follow up activity is performed as remedial for all students with special needs the criterion used to measure the learning outcomes are the maximum achievement 3 outcomes changes are observed in the cognitiv affective as well as in the psychomotor domain even if it is not very significant the most important thing is that the handicapped children are able to read write and do simple arithmetic however it is difficult for them to attend a higher level of education,['L1'],,,,,,en,this evaluation of the inclusive program is conducted with the intention to determine the antecedent transaction and outcomes of the program stake s countenance model of program evaluation is applied to the elementary school x at lampung province during the year 2005 2006 the subjects of the research were taken purposively i e 23 students with special needs and handicaps 6 homeroom teachers 2 subjects teachers 1 guide counselor 1 principal headmaster 6 parents of students with special needs and 2 members of school council the result are follows 1 antecedent a the inclusive education is administered in reguler classes using pull out system b student recruitment is conducted without assessment c there is no special training for the teachers of special needs d learning program is not oriented to individualized education e general facilities and infrastructures are used for the programs and f the school financial support from the goverment 2 transaction a learning activities are conducted conventionally without special enrichment for the students with special needs remedial programs are carried out in the inclusion room by a guide teacher accompanied by the classroom teachers and the principal b in order to keep interpersonal relationship teachers tend to be openminded tolerant patient and emphatic to students and c evaluation is conducted in the form of written tests at the end of the learning process a follow up activity is performed as remedial for all students with special needs the criterion used to measure the learning outcomes are the maximum achievement 3 outcomes changes are observed in the cognitiv affective as well as in the psychomotor domain even if it is not very significant the most important thing is that the handicapped children are able to read write and do simple arithmetic however it is difficult for them to attend a higher level of education
14504,14504,['FKIP11'],pengembangan instrumen arah nilai karakter peserta didik di sekolah dasar,this study aims to arrange the instrument of character value direction assessment technique used was in the form of observation technique the method used in this study was quantitative descriptive data were collected by focus group disscussion by three steps preliminary investigation design and realization construction involving 8 experts and 4 practitioners the construct validation was in the form for expert judgement the expert judgement and practitioners were analyzed descriptively while the instrument reliability was analyzed by cronbach s alpha the results showed that there were 15 character values each was developed into 4 rubric assessments with score 1 2 3 and 4 the score processing were converted using percentage formula reliability of religious character value was 0.83h omest was 0.86 tolerance was 0.84 discipline was 0.89 hardwork was 0.91 creative was 0.82 stand alone was 0.84 democratic was 0.90 curiosity was 0.93 national spirit was 0.82 love peace was 0.91 love to read was 0.93 ecocare was 0.90 social care was 0.89 and responsibility was 0.86 based on the reliability test of all aspects the cronbach s alpha value of 0.87 therefore all items contained in the observation guide and all indicators were internally consistent because they have strong reliability,['L1'],,,,,,en,this study aims to arrange the instrument of character value direction assessment technique used was in the form of observation technique the method used in this study was quantitative descriptive data were collected by focus group disscussion by three steps preliminary investigation design and realization construction involving 8 experts and 4 practitioners the construct validation was in the form for expert judgement the expert judgement and practitioners were analyzed descriptively while the instrument reliability was analyzed by cronbach s alpha the results showed that there were 15 character values each was developed into 4 rubric assessments with score 1 2 3 and 4 the score processing were converted using percentage formula reliability of religious character value was 0.83h omest was 0.86 tolerance was 0.84 discipline was 0.89 hardwork was 0.91 creative was 0.82 stand alone was 0.84 democratic was 0.90 curiosity was 0.93 national spirit was 0.82 love peace was 0.91 love to read was 0.93 ecocare was 0.90 social care was 0.89 and responsibility was 0.86 based on the reliability test of all aspects the cronbach s alpha value of 0.87 therefore all items contained in the observation guide and all indicators were internally consistent because they have strong reliability
14505,14505,['FKIP11'],indicator development of learning model evaluation instrument,"professional educators are required to develop a learning model that was based on a constructivist understanding this study aimed to obtain the indicators needed to measure a learning model develop by educators in all type and levels of education indicator is intended to evaluate the components of a learning model the method used in this research is quantitative descriptive data was collected by the focus group discussion fgd with three steps a preliminary investigation design and realization construction it was involving six experts and four practitioners validation of the construct is in the form of expert judgement the opinions of experts and practitioners were analyzed descriptively while the realibility of the instrument was analyzed by cronbach s alpha the result showed that there were 7 indicators of learning model developed from five aspects rational theoretical 2 indicators and 11item criteria syntax 1 indicator and three item criteria the principle of interaction 1 indicator and 7 item criteria social system 1 indicator and three item criteria and the impact of learning 2 indicators and criteria item 7 the measurement results were using 3scale models of learning 1 if the indicator is less good less logical 2 if the indicators is good enough illogical and 3 if the indicator is good logical assessment categories were grouped into there no good tb good b and very good sb reliability value questionnaires are rational theoretical aspects of 0.89 the syntax of 0.81 0.93 interaction principle the social system and the impact of learning 0,86 0,84 based on reliability testing all aspects of the value of cronbach s alpha of 0,94 thus all items contained in the questionnaire are reliable and all indicators internally consistent because they have a strong reliability",['L1'],International Conference on Education Research and Evaluation,Yogyakarta State University,,,,en,"professional educators are required to develop a learning model that was based on a constructivist understanding this study aimed to obtain the indicators needed to measure a learning model develop by educators in all type and levels of education indicator is intended to evaluate the components of a learning model the method used in this research is quantitative descriptive data was collected by the focus group discussion fgd with three steps a preliminary investigation design and realization construction it was involving six experts and four practitioners validation of the construct is in the form of expert judgement the opinions of experts and practitioners were analyzed descriptively while the realibility of the instrument was analyzed by cronbach s alpha the result showed that there were 7 indicators of learning model developed from five aspects rational theoretical 2 indicators and 11item criteria syntax 1 indicator and three item criteria the principle of interaction 1 indicator and 7 item criteria social system 1 indicator and three item criteria and the impact of learning 2 indicators and criteria item 7 the measurement results were using 3scale models of learning 1 if the indicator is less good less logical 2 if the indicators is good enough illogical and 3 if the indicator is good logical assessment categories were grouped into there no good tb good b and very good sb reliability value questionnaires are rational theoretical aspects of 0.89 the syntax of 0.81 0.93 interaction principle the social system and the impact of learning 0,86 0,84 based on reliability testing all aspects of the value of cronbach s alpha of 0,94 thus all items contained in the questionnaire are reliable and all indicators internally consistent because they have a strong reliability"
14506,14506,['FKIP11'],media literacy rate of certified elementary school teachers in bandar lampung city,the objective of the research is to investigate the rate of medialiteracy of certified elementary school teachers in bandar lampung city the method of the research is quantitative the data were collected by means of questionnaire and test based on individual competence framework the sample was 230 teachers selected by means of random sampling technique that is 10% out of 2300 teachers the rate of medialiteracy of certified elementary school teachers in bandar lampung city was found to be at the basic level because the score was under 70 the teachers ability to operate media was not high enough their ability to analyze the content of the media was not high and their ability to communicate by means of media was also very limited literacy certified elementary school teachers,['L1'],,,,,['media'],en,the objective of the research is to investigate the rate of medialiteracy of certified elementary school teachers in bandar lampung city the method of the research is quantitative the data were collected by means of questionnaire and test based on individual competence framework the sample was 230 teachers selected by means of random sampling technique that is 10% out of 2300 teachers the rate of medialiteracy of certified elementary school teachers in bandar lampung city was found to be at the basic level because the score was under 70 the teachers ability to operate media was not high enough their ability to analyze the content of the media was not high and their ability to communicate by means of media was also very limited literacy certified elementary school teachers
14507,14507,['FH3'],harmonization of village development planning law in lampung coastal in the village and local government regime,lampung province is very strategic in coastal village development because it has a long coastline the development of villages on the coast of lampung is a realization of maritime axis and village development programs as a development approach undertaken by the government however the development of villages in lampung coast is currently not yet optimal from various aspects one of which is related to the aspects of village legal regimes and local governments this paper aims to describe the harmonization of village development law on the coast of lampung within the village and local government regimes using the doctrinal approach it is found that the harmonization of law of village development in lampung coastal area in village regime and local government shows that in the regulation of village and local government regulation the content of village development in the coastal of lampung formulated is quite consistent between the hierarchy of legislation because of the provincial regulation and regencies governing the village have seen elaboration in the context of coastal development planning in lampung but there is still incoherent incoherence from the content of the development of the village territory that is not related to the existing regulations especially with regard to relational central and local regulations,['K1'],Public Policy and Administration Research,,,,"['harmonization', 'development', 'village', 'coastal', 'lampung']",en,lampung province is very strategic in coastal village development because it has a long coastline the development of villages on the coast of lampung is a realization of maritime axis and village development programs as a development approach undertaken by the government however the development of villages in lampung coast is currently not yet optimal from various aspects one of which is related to the aspects of village legal regimes and local governments this paper aims to describe the harmonization of village development law on the coast of lampung within the village and local government regimes using the doctrinal approach it is found that the harmonization of law of village development in lampung coastal area in village regime and local government shows that in the regulation of village and local government regulation the content of village development in the coastal of lampung formulated is quite consistent between the hierarchy of legislation because of the provincial regulation and regencies governing the village have seen elaboration in the context of coastal development planning in lampung but there is still incoherent incoherence from the content of the development of the village territory that is not related to the existing regulations especially with regard to relational central and local regulations
14508,14508,['FH3'],harmonization of village development planning law in lampung coastal in the spatial planning regime,the development of villages on the coast of lampung is a realization of maritime axis and village development programs as a development approach undertaken by the government lampung is very strategic in coastal village development because it has long coastline the existing village development in lampung coastal area is not optimal yet from various aspects one of them is related to spatial planning aspect this paper aims to describe the harmonization of the law of village development in the coast of lampung in the spatial regime using doctrinal approach resulted that finding harmonization of law of village development in lampung coast in spatial regime regulation shows that in regulation of spatial arrangement content material of rural development in coastal lampung that formulated have enough consistency between hierarchy of legislation because regulation that regulate rtrw at the district level has detailed well the allocation of regional planning in the context of coastal development planning but there is apparent incoherence from the content of coastal village development that is unrelated linked between the above rules and the existing regulations below,['K1'],"Journal of Law, Policy and Globalization",,,,"['harmonization', 'development', 'village', 'coastal', 'spatial planning']",en,the development of villages on the coast of lampung is a realization of maritime axis and village development programs as a development approach undertaken by the government lampung is very strategic in coastal village development because it has long coastline the existing village development in lampung coastal area is not optimal yet from various aspects one of them is related to spatial planning aspect this paper aims to describe the harmonization of the law of village development in the coast of lampung in the spatial regime using doctrinal approach resulted that finding harmonization of law of village development in lampung coast in spatial regime regulation shows that in regulation of spatial arrangement content material of rural development in coastal lampung that formulated have enough consistency between hierarchy of legislation because regulation that regulate rtrw at the district level has detailed well the allocation of regional planning in the context of coastal development planning but there is apparent incoherence from the content of coastal village development that is unrelated linked between the above rules and the existing regulations below
14509,14509,['FKIP22'],the effectiveness of problem based learning model in term of students mathematical communication skills,this study aimed to determine the effectiveness of problem based learning model in terms of students mathematical communication skills the population of this study was all students of grade viii of smp negeri 2 pugung tanggamus in the academic year of 2018 2019 as many as 135 students which were distributed into five classes the sample of this study were students in viiia and viiib class selected by cluster random sampling technique the design which was used was a pretestposttest group design data analysis used the mannwhitney u test and proportion test the results of data analysis showed that the mathematical communication skills of students who followed the pbl model were higher than the mathematical communication skills of students who followed conventional learning and the proportion of students who had good categorized of mathematical communication skills was more than 60% of the number of students who followed the pbl model thus the pbl model was effective in terms of students mathematical communication skills,['L1'],Jurnal Pendidikan Matematika Unila,,,,,en,this study aimed to determine the effectiveness of problem based learning model in terms of students mathematical communication skills the population of this study was all students of grade viii of smp negeri 2 pugung tanggamus in the academic year of 2018 2019 as many as 135 students which were distributed into five classes the sample of this study were students in viiia and viiib class selected by cluster random sampling technique the design which was used was a pretestposttest group design data analysis used the mannwhitney u test and proportion test the results of data analysis showed that the mathematical communication skills of students who followed the pbl model were higher than the mathematical communication skills of students who followed conventional learning and the proportion of students who had good categorized of mathematical communication skills was more than 60% of the number of students who followed the pbl model thus the pbl model was effective in terms of students mathematical communication skills
