,Unnamed: 0,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
10500,10500,['FP5'],uji coba beberapa kombinasi komposisi pakan trenggiling manis javanica desmarest 1822 di penangkaran,captive breeding is one of the alternative solution to reduce the extinction of pangolin manis javanica desmarest 1822 this research was aimed to determine the feeding intake and the growth of the pangolin body through the provision of alternative feeding from agricultural wastes and rotten woods the research was conducted at multi jaya abadi captive breeding located in medan north sumatra four pangolins were used as material for this study and the observation was done for 14 days the pangolins were treated with four types of feeding treatments i e a mixture of rice bran corn flour and kroto b mixture of rice bran cornflour and worm c mixture of rice bran corn flour and cricket and d mixture of rice bran cornflour and termites of the four treatments feeding alternative of d was the most preferred by pangolin followed by alternatives a b and c this result showed that pangolin in the captive breeding in medan prefer feeding termites 24.24% then followed by kroto 20.97% worms 10.56% and crickets 9.17%,"['SD', 'SF']",Jurnal Penelitian HUtan dan Konservasi Alam,Kementerian Lingkungan Hidup dan Kehutanan,2017-12,,"['agricultural waste', 'captive breeding', 'feeding alternative', 'pangolin']",en,captive breeding is one of the alternative solution to reduce the extinction of pangolin manis javanica desmarest 1822 this research was aimed to determine the feeding intake and the growth of the pangolin body through the provision of alternative feeding from agricultural wastes and rotten woods the research was conducted at multi jaya abadi captive breeding located in medan north sumatra four pangolins were used as material for this study and the observation was done for 14 days the pangolins were treated with four types of feeding treatments i e a mixture of rice bran corn flour and kroto b mixture of rice bran cornflour and worm c mixture of rice bran corn flour and cricket and d mixture of rice bran cornflour and termites of the four treatments feeding alternative of d was the most preferred by pangolin followed by alternatives a b and c this result showed that pangolin in the captive breeding in medan prefer feeding termites 24.24% then followed by kroto 20.97% worms 10.56% and crickets 9.17%
10501,10501,['FMIPA5'],ethogram of mating and male matelocating strategy of papilio peranthus lepidoptera papilionidae at gita persada butterfly park lampung indonesia,abstract research report on the ecological and behavioral aspects of swallowtail butterfly papilio peranthus is very limited this study was aimed to deepen understanding on the reproductive behavior of p peranthus observation of mating behavior was made by releasing virgin males and females into a flight cage behavioral activities of the insects were observed visually aided by video cameras three experimental trials were applied namely one male met one female three males met one female and one male met three females the results depicted in an ethogram that involves male behavioral acts such as flying for searching female pursuing hovering and touching female for courting mounting and grasping the female flying in tandem to seek a safe perch relaxed bellow the female upon manage to insert his clasper and withdrew from pairs and flew away upon finishing copulation the male matelocating strategy developed by butterfly p peranthus is patrolling locating strategy courtship behavior behavioral ethogram,['QL'],Journal of Entomology and Zoology Studies,Akhil Gupta,2017-01-01,,"['swallowtail butterfly', 'papilio peranthus', 'mating behavior', 'mate']",en,abstract research report on the ecological and behavioral aspects of swallowtail butterfly papilio peranthus is very limited this study was aimed to deepen understanding on the reproductive behavior of p peranthus observation of mating behavior was made by releasing virgin males and females into a flight cage behavioral activities of the insects were observed visually aided by video cameras three experimental trials were applied namely one male met one female three males met one female and one male met three females the results depicted in an ethogram that involves male behavioral acts such as flying for searching female pursuing hovering and touching female for courting mounting and grasping the female flying in tandem to seek a safe perch relaxed bellow the female upon manage to insert his clasper and withdrew from pairs and flew away upon finishing copulation the male matelocating strategy developed by butterfly p peranthus is patrolling locating strategy courtship behavior behavioral ethogram
10502,10502,['FMIPA5'],insecticidal effects of the flavonoidrich fraction of leaves extract of gamal gliricidia sepium on the coffee mealybugs planococcus citri risso,aims to find out whether flavonoidrich fractions of aqueous and methanolic extracts of gamal plant leaves gliricidia sepium jacq kunth ex walp can be used for eradicating coffee mealybugs planococcus citri risso study design completely randomized design using five concentration levels repeated three times place and duration of study department of biology faculty of mathematics and sciences university of lampung bandar lampung indonesia between december 2015 and may 2016 methodology mealybugs that found to infest coffee berries coffea robusta l were reared and grouped into two both groups were fed consecutively with flavonoid fractions of aqueous and methanolic extracts of gamal plant leaves with the concentration of 0% as control 0.01% 0.02% 0.03% and 0.04% the percent mortality of insects was examined at the 12th 24th 48th and 72th,['Q1'],Annual Research & Review in Biology,SCIENCEDOMAIN international. All rights reserved,2017-09-11,,,en,aims to find out whether flavonoidrich fractions of aqueous and methanolic extracts of gamal plant leaves gliricidia sepium jacq kunth ex walp can be used for eradicating coffee mealybugs planococcus citri risso study design completely randomized design using five concentration levels repeated three times place and duration of study department of biology faculty of mathematics and sciences university of lampung bandar lampung indonesia between december 2015 and may 2016 methodology mealybugs that found to infest coffee berries coffea robusta l were reared and grouped into two both groups were fed consecutively with flavonoid fractions of aqueous and methanolic extracts of gamal plant leaves with the concentration of 0% as control 0.01% 0.02% 0.03% and 0.04% the percent mortality of insects was examined at the 12th 24th 48th and 72th
10503,10503,['FMIPA2'],hairgrowth promoting activity of plant extracts of suruhan peperomia pellucida in rabbits,efforts in seeking effective medicine for preventing hair loss and promoting hair growth are still continues worldwide this study investigate effects of ethanolic plant extract of suruhan indonesian name for peperomia pellucida l kunth on rabbit hairs growth four healty male rabbits aged 4-5 months weighing 1.5 kg 2 kg were used for the study six areas 2 cm x 2 cm each on the dorsal aspects of animals were shaved and marked c c s1 s2 s3 and s4 area c and c are the shaved skin treated consecutively with cmc gel without suruhan extract as negative control and 2% minoxidil as positive control area s1 s2 s3 and s4 are the shaved skin treated with gel containing suruhan extracts of 25% v v 50% v v 75% v v and 100% v v respectively all treatments were given twice daily for 21 days the length of hairs were assessed on day 7 14 and 21 while the hair mass was measured on day 22 the results showed topical cmc gel containing ethanolic plant extracts of suruhan significantly increase the animal hairs length in a concentrationrelated manner however in comparison to both negative and positive controls suruhan plant extracts show no significant effect on hair mass of the animals it suggests that ethanolic plant extract of peperomia pellucida is potent to be used as the topical formulations for hair growth keywords suruhan peperomia pellucida hair loss hair growth promotion androgenetic alopecia,['QL'],IOSR Journal of Pharmacy and Biological Sciences (IOSR-JPBS),-,2017,,,en,efforts in seeking effective medicine for preventing hair loss and promoting hair growth are still continues worldwide this study investigate effects of ethanolic plant extract of suruhan indonesian name for peperomia pellucida l kunth on rabbit hairs growth four healty male rabbits aged 4-5 months weighing 1.5 kg 2 kg were used for the study six areas 2 cm x 2 cm each on the dorsal aspects of animals were shaved and marked c c s1 s2 s3 and s4 area c and c are the shaved skin treated consecutively with cmc gel without suruhan extract as negative control and 2% minoxidil as positive control area s1 s2 s3 and s4 are the shaved skin treated with gel containing suruhan extracts of 25% v v 50% v v 75% v v and 100% v v respectively all treatments were given twice daily for 21 days the length of hairs were assessed on day 7 14 and 21 while the hair mass was measured on day 22 the results showed topical cmc gel containing ethanolic plant extracts of suruhan significantly increase the animal hairs length in a concentrationrelated manner however in comparison to both negative and positive controls suruhan plant extracts show no significant effect on hair mass of the animals it suggests that ethanolic plant extract of peperomia pellucida is potent to be used as the topical formulations for hair growth keywords suruhan peperomia pellucida hair loss hair growth promotion androgenetic alopecia
10504,10504,['FMIPA2'],methanol plant extract of rumput teki cyperus rotundus l causing fetal skeleton retardment in mice,rumput teki cyperus rotundus l is a weed plant possesses biological and pharmacological activities and commonly used in treatment of various disease in many folk remedy systems however scientific studies on the safety and biological side effects of this plant use is still limited this study aimed to investigate the possible effects of crude extract of nut grass cyperus rotundus l on the skeletal development of mice mus musculus l during organogenesis period pregnant females n 24 divided into four groups consisted of six mice each group 1 treated orally with distilled water as control whereas group 2 3 and 4 were consecutively given extract at the dose of 45 mg 40g bw 90 mg 40g bw and 135 mg 40g bw after being treated for 12 days day 6 to day 17 on the day 18 the fetuses were taken by caecarean section the fetus count fetal weight and length and fetal tibial epiphyseal cartilage zones thickness namely the zone of reserve proliferation maturation and calcification were assessed as the study parameters the results showed the number weight and length of fetus the thickness of reserve proliferation and maturation zones significantly lower by the higher dose of extract in contrast the thickness of calcified cartilage zone was increased by the increase of the dosage thus it can be concluded that methanolic plant extract of rumput teki causing fetal skeleton retardation in mice,['QL'],European Journal of Biomedical and Pharmaceutical Sciences,European Journal of Biomedical and Pharmaceutical Sciences,2017,,,en,rumput teki cyperus rotundus l is a weed plant possesses biological and pharmacological activities and commonly used in treatment of various disease in many folk remedy systems however scientific studies on the safety and biological side effects of this plant use is still limited this study aimed to investigate the possible effects of crude extract of nut grass cyperus rotundus l on the skeletal development of mice mus musculus l during organogenesis period pregnant females n 24 divided into four groups consisted of six mice each group 1 treated orally with distilled water as control whereas group 2 3 and 4 were consecutively given extract at the dose of 45 mg 40g bw 90 mg 40g bw and 135 mg 40g bw after being treated for 12 days day 6 to day 17 on the day 18 the fetuses were taken by caecarean section the fetus count fetal weight and length and fetal tibial epiphyseal cartilage zones thickness namely the zone of reserve proliferation maturation and calcification were assessed as the study parameters the results showed the number weight and length of fetus the thickness of reserve proliferation and maturation zones significantly lower by the higher dose of extract in contrast the thickness of calcified cartilage zone was increased by the increase of the dosage thus it can be concluded that methanolic plant extract of rumput teki causing fetal skeleton retardation in mice
10505,10505,['FMIPA2'],potensi ekstrak etanol daun pare momordica charantia l sebagai alternatif obat penyembuh luka pada punggung mencit jantan mus musculus l,"the leaves of bitter melon momordica charantia l contains flavonoid tannin and saponin which plays a role in wound healing the purpose of this study was to determine the effect of bitter melon leaves m charantia l ethanolic extract on wound healing the back injury on male mice the parameters of this study were the length of wound closure and histopathological observations by looking at the level of epithelialization the number of new blood vessels and the number of inflammatory cells this study was conducted in a complete randomized design the mice were divided into five groups k k p1 p2 p3 each group consist four mice all of mice was wounded by cut on the back skin about 1,5 cm in length the wound were treated every two times a day for 9 days k is given povidone iodine as a positive control k is given 95% ethanol as a negative control p1 is given 50% ethanolic extract of bitter melon p2 is given 75% ethanolic extract of bitter melon and p3 is given 100% ethanolic extract of bitter melon on the 10th day one of the mice from all of groups was taken to observe the histopathology of their skin the results showed that the leaf extract of bitter melon has wound healing potential by accelerate the healing process of back skin s wound in mice and has best histopathology picture compared to controls",['QL'],Jurnal Penelitian Pertanian Terapan,Politeknik Negeri Lampung,2017,,,en,"the leaves of bitter melon momordica charantia l contains flavonoid tannin and saponin which plays a role in wound healing the purpose of this study was to determine the effect of bitter melon leaves m charantia l ethanolic extract on wound healing the back injury on male mice the parameters of this study were the length of wound closure and histopathological observations by looking at the level of epithelialization the number of new blood vessels and the number of inflammatory cells this study was conducted in a complete randomized design the mice were divided into five groups k k p1 p2 p3 each group consist four mice all of mice was wounded by cut on the back skin about 1,5 cm in length the wound were treated every two times a day for 9 days k is given povidone iodine as a positive control k is given 95% ethanol as a negative control p1 is given 50% ethanolic extract of bitter melon p2 is given 75% ethanolic extract of bitter melon and p3 is given 100% ethanolic extract of bitter melon on the 10th day one of the mice from all of groups was taken to observe the histopathology of their skin the results showed that the leaf extract of bitter melon has wound healing potential by accelerate the healing process of back skin s wound in mice and has best histopathology picture compared to controls"
10506,10506,['FH3'],sharia governance on islamic banking spiritual rights perspective on consumer protection in indonesia,governance is a trait that should be attached to the institutions that perform public services in islamic banking known as sharia governance so that the principles of sharia could be optimized but in reality the islamic banking practices do not meet the basic principles of the sharia governance based on these problems this paper aims to examine in depth about the urgency of sharia governance further it also explore the intersection between the sharia governance with the concept of spiritual rights for consumers this paper using a philosophical approach juridical and practical the result of this study as a right that right of spiritual need to get the guaranteed protection of the implementation of sharia governance attention to these spiritual rights protections needed to build the islamic banking industry has high credibility in order to gain public confidence credibility is meant is that if customers have confidence that islamic banking upholds islamic principles in operation,['K1'],,,2017-04,"sharia, governance, islamic-banking, spiritual-rights, consumer protection",,en,governance is a trait that should be attached to the institutions that perform public services in islamic banking known as sharia governance so that the principles of sharia could be optimized but in reality the islamic banking practices do not meet the basic principles of the sharia governance based on these problems this paper aims to examine in depth about the urgency of sharia governance further it also explore the intersection between the sharia governance with the concept of spiritual rights for consumers this paper using a philosophical approach juridical and practical the result of this study as a right that right of spiritual need to get the guaranteed protection of the implementation of sharia governance attention to these spiritual rights protections needed to build the islamic banking industry has high credibility in order to gain public confidence credibility is meant is that if customers have confidence that islamic banking upholds islamic principles in operation
10507,10507,['FP5'],analisis kelembagaan gabungan kelompok tani di wilayah kesatuan pengelolaan hutan lindung kota agung utara kabupaten tanggamus propinsi lampung,the forest management unit fmu i the area unit of forest management which its area has been set up with clear boundaries most of them are covered by forests managed for the long term and has a clear amount of objectives set forth in the forest management plan most of fmu ix areas of south kota agung have obtained processing permits the area through community forestry program community forest management is managed by gapoktan association of farmers groups that have obtained management area license good or bad of the community forest management depends on the farmers who are incorporated in gapoktan so it takes research to see the role of institution in a gapoktan this study aimed to analyze the institutional system in gapoktan beringin jaya and sinar mulya in the environment of cfm land in fmu ix areas of south kota agung and see the level of organizational effectiveness gapoktan appeal data via data that have been developed by the method of ssbp approach that is situation structure behavior and performance the results showed the same performance of the two different gapoktan gapoktan beringin jaya has good institutional situation organizational structure is running well good member behavior is always active in every activity this is causing the performance of gentle banyan hill to be very good while in gapoktan sinar mulya organizational structure is not going well and the lack of activities in this gapoktan it is not a gapoktan performance has not been satisfactory the effectiveness level at gempoktan beringin jaya resulted in a score of 556 on the scale indicating that gapoktan beringin jaya has been effective the calculation level of effectiveness for gapoktan sinar mulya obtained score 468 which indicates the effectiveness level gapoktan sinar mulya quite effective key words forest management unit fmu community forest institutional ssbp performance gapokta,['SD'],Jurnal Sylva Indonesiana,,2017-12,,,en,the forest management unit fmu i the area unit of forest management which its area has been set up with clear boundaries most of them are covered by forests managed for the long term and has a clear amount of objectives set forth in the forest management plan most of fmu ix areas of south kota agung have obtained processing permits the area through community forestry program community forest management is managed by gapoktan association of farmers groups that have obtained management area license good or bad of the community forest management depends on the farmers who are incorporated in gapoktan so it takes research to see the role of institution in a gapoktan this study aimed to analyze the institutional system in gapoktan beringin jaya and sinar mulya in the environment of cfm land in fmu ix areas of south kota agung and see the level of organizational effectiveness gapoktan appeal data via data that have been developed by the method of ssbp approach that is situation structure behavior and performance the results showed the same performance of the two different gapoktan gapoktan beringin jaya has good institutional situation organizational structure is running well good member behavior is always active in every activity this is causing the performance of gentle banyan hill to be very good while in gapoktan sinar mulya organizational structure is not going well and the lack of activities in this gapoktan it is not a gapoktan performance has not been satisfactory the effectiveness level at gempoktan beringin jaya resulted in a score of 556 on the scale indicating that gapoktan beringin jaya has been effective the calculation level of effectiveness for gapoktan sinar mulya obtained score 468 which indicates the effectiveness level gapoktan sinar mulya quite effective key words forest management unit fmu community forest institutional ssbp performance gapokta
10508,10508,['FP16'],alginate addition on geblek,the objective of this research was to obtain the appropriate alginate addition to the best physical chemical and sensory characteristics of geblek the experiment was arranged in a nonfactorial random complete block design rcbd in four replications the treatment given on each replication was the alginate addition that consisted of six different levels they were 0% a0 1% a1 2% a2 3% a3 4% a4 dan 5% a5 w w the data were evaluated by using the smallest real difference test srd of 5% the results showed that the appropriate concentration of alginate addition was 1% with the following criteria texture was not tough preferred by panelists based on texture colour and taste attributes has a hardness value of 0.475 mm g dt water content of 39.864% oil absorption of 5.567% fat contentof 3.905% protein of 5.849% ash of 2.039% and carbohydrate of 40.776%,['S1'],,Research Institute and Community Services University of lampung,2017-12,,"['alginate', 'geblek', 'and quality of geblek']",en,the objective of this research was to obtain the appropriate alginate addition to the best physical chemical and sensory characteristics of geblek the experiment was arranged in a nonfactorial random complete block design rcbd in four replications the treatment given on each replication was the alginate addition that consisted of six different levels they were 0% a0 1% a1 2% a2 3% a3 4% a4 dan 5% a5 w w the data were evaluated by using the smallest real difference test srd of 5% the results showed that the appropriate concentration of alginate addition was 1% with the following criteria texture was not tough preferred by panelists based on texture colour and taste attributes has a hardness value of 0.475 mm g dt water content of 39.864% oil absorption of 5.567% fat contentof 3.905% protein of 5.849% ash of 2.039% and carbohydrate of 40.776%
10509,10509,['FP19'],alginate addition on geblek,hasil simalarity prosisidng international icstar,['S1'],,Research Institute and Community Srvices University of Lampung,2017-09-20,,,en,hasil simalarity prosisidng international icstar
