,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
4000,['FMIPA2'],histopathological observation of the qurban goat s capra aegagrus hircus lung organs in tulus rejo village pekalongan district east lampung 2019 suspected of being infected with pneumonia,placement of goats of various ages and the numb of animals that exceed the maximum limit in one cage can cause the spread of diseases caused by viruses bacteria etc one of them can cause pneumonia dirt and extreme temperatures in east lampung are feared to increase the growth of bacteria that cause pneumonia the purpose of this research was to determine the type of pneumonia that infects and the differences between the histopathological organs of the healthy qurban goats and those infected with pneumonia this research was conducted in octobernovember 2019 at the pathology laboratory of the veterinary institute of lampung about 13 samples of lung organ of goat qurban capra aegagrus hircus were taken from the baburahman mosque of tulus rejo village pekalongan district east lampung the results of the study found 6 samples of positive qurban goat lungs infected with pneumonia with the characteristics of inflammatory cells accompanied by thickening of the septa alveoli edema and the presence of hemorrhage based on observations the most infecting types of pneumonia are pulmonary edema and peribronchial edema goats hypatological of pneumonia,"['QL', 'QP']",IJIS Edu : Indonesian Journal of Integrated Science Education,IAIN Bengkulu,2020-07-21,,['pneumonia in goats'],en,Penempatan kambing dari berbagai usia dan mati rasa hewan yang melebihi batas maksimum dalam satu kandang dapat menyebabkan penyebaran penyakit yang disebabkan oleh virus bakteri dll. Salah satunya dapat menyebabkan kotoran pneumonia dan suhu ekstrem di Lampung timur dikhawatirkan untuk meningkatkan pertumbuhan daridisertai dengan penebalan edema septa alveoli dan adanya perdarahan berdasarkan pengamatan jenis pneumonia yang paling menginfeksi adalah edema paru dan kambing edema peribronkial hipatologis pneumonia
4001,,pola konumsi pangan dan non pangan mahasiswa indekost fakultas pertanian universitas lampung,"this study aims to 1 the magnitude of the cost of life cost of life of students for food and nonfood consumption 2 the types of food and nonfood consumed by students 3 patterns of food and nonfood consumption the number of research samples are 77 people chosen using accidental sampling the analytical method used was descriptive qualitative method the results showed that the average cost of living per month was rp 994.042,21 used for food consumption of rp 579.701,30 per month while nonfood consumption was rp 414.340,91 per month student food consumption patterns consist of energy sources side dishes vegetables fruits and drinks purchased at the nearest food stalls food stalls and outlets with a frequency of buying 0-25 times month while nonfood consumption patterns consist of transportation entertainment college needs communication clothing and accessories cosmetics purchased at gas stations theaters nature tours bookstores photocopies cellphone counters and supermarkets with a purchase frequency of 0-40 times month keywords consumption patterns food and nonfood indecost students",['AC'],Suluh Pembangunan: Journal of Extension and Development,"Magister Penyuluhan dan Komunikasi Pertanian, Fakultas Pertanian Universitas Lampung",2020-12,,,en,"Penelitian ini bertujuan untuk 1 besarnya biaya biaya hidup siswa untuk konsumsi makanan dan non -makanan 2 jenis makanan dan non -makanan yang dikonsumsi oleh siswa 3 pola konsumsi makanan dan non -makanan. Jumlah sampel penelitian adalah 77 orang yang dipilih menggunakan kecelakaanSampling Metode analitik yang digunakan adalah metode kualitatif deskriptif Hasilnya menunjukkan bahwa biaya rata -rata hidup per bulan adalah Rp 994,042,21 yang digunakan untuk konsumsi makanan sebesar Rp 579,701,30 per bulan sementara konsumsi non -makanan adalah Rp 414,340,91 per bulan pola konsumsi makanan siswa Pola Makanan Siswa Students Pola Konsumsi Siswa Siswa SahenTerdiri dari sumber energi lauk buah-buahan dan minuman sayuran yang dibeli di warung makanan terdekat dengan kios dan gerai makanan dengan frekuensi membeli 0-25 kali bulan sementara pola konsumsi non-makanan terdiri dari hiburan transportasi perguruan tinggi membutuhkan pakaian komunikasi dan aksesori yang dibeli di bioskop pompa bensin teater gasTur Alam Toko Buku Fotokopi Penghitung ponsel dan supermarket dengan frekuensi pembelian 0-40 kali bulan Kata kunci Pola Konsumsi Pola Makanan dan Nonfood Incost Siswa"
4002,['FEB4'],finance sustainability to the environmental investment,the aim of this research is to find the correlation between financial performance firm size foreign ownership as independent variables and environmental investment as dependent variable the measurement of environmental investment is environmental investment total per assets total this research is using quantitative approach that examined the correlation between variables through hypothesis testing the sample of this research is 46 public listed mining companies in the period of 2014-2018 by purposive sampling method the data and hypothesis analysis used correlation analysis the results indicated that financial performance have positive correlation on environmental investment whereas firm size and foreign ownership do not have any correlation on environmental investment great environmental investment can lead to higher profit reputation and legitimacy of the company,['H1'],,,2020-05-19,,,en,Tujuan dari penelitian ini adalah untuk menemukan korelasi antara kinerja keuangan perusahaan ukuran kepemilikan asing sebagai variabel independen dan investasi lingkungan sebagai variabel dependen pengukuran investasi lingkungan adalah investasi lingkungan total per aset total penelitian ini menggunakan pendekatan kuantitatif yang meneliti korelasi antara variabelMelalui pengujian hipotesis sampel penelitian ini adalah 46 perusahaan pertambangan publik yang terdaftar pada periode 2014-2018 dengan metode pengambilan sampel purposive Data dan analisis hipotesis menggunakan analisis korelasi hasil menunjukkan bahwa kinerja keuangan memiliki korelasi positif pada investasi lingkungan sedangkan ukuran perusahaan dan asingKepemilikan tidak memiliki korelasi tentang investasi lingkungan investasi lingkungan yang hebat dapat menyebabkan reputasi laba yang lebih tinggi dan legitimasi perusahaan
4003,,improving the quality of learning in identifying the intrinsic elements of the short story by implementing jigsaw technique for the ninth grade students of junior high school in indonesia,background the necessity of understanding the theory of language and literature is expected to achieve the growth of producing some valuable works of language literary in this millennium era particularly in indonesia the need of learning indonesian literature is not only aimed at improving the quality of the language competences but also constructing meaning in more critical way this purpose may open the window of knowledge on how people may have different perspectives in maintaining their quality of behavior and the sense of critical thinking thus there must be some techniques implemented to maintain this purpose as the learning objective one of some beneficial technique that can be used is jigsaw technique this technique is claimed as cooperative learning that can advocate the students with the materials being learnt by working cooperatively with another student to achieve the teaching goal therefore this present study was conducted to research on improving the students quality of learning in identifying the intrinsic elements of the short story by using jigsaw technique materials and methods in this present study the researcher used a classroom action research as the research design the researcher conducted the research in three cycles the participants of the study were the ninth grade students of junior high school in further the treatments were conducted by asking the students to analyze the intrinsic elements of a short story the data was collected by employingobservation and students performance to analyze the data the researcher used descriptive analysis on the students improvement result from the three cycles results the result of this present study showed that there was a significant improvement on the students learning quality in two learning domains cognitive and psychomotor the quality of learning indicated that the students were able to identify the intrinsic elements of the stories the result of each cycle can be described as follows 74.4 80.36 and 95.9 conclusion it can be concluded that the students were able to identify the intrinsic elements of a short story when they were actively involved in critical thinking activity the jigsaw technique is highly contributed to help the students think more critically and creatively,['L1'],IOSR Journal of Research & Method in Education (IOSR-JRME),International Organization of Scientific Research (IOSR),2020-08,,,en,"Latar Belakang Perlunya Memahami Teori Bahasa dan Sastra diharapkan untuk mencapai pertumbuhan menghasilkan beberapa karya sastra bahasa yang berharga di era milenium ini terutama di Indonesia kebutuhan belajar literatur Indonesia tidak hanya ditujukan untuk meningkatkan kualitas kompetensi bahasatetapi juga membangun makna dengan cara yang lebih kritis, tujuan ini dapat membuka jendela pengetahuan tentang bagaimana orang mungkin memiliki perspektif yang berbeda dalam mempertahankan kualitas perilaku mereka dan rasa pemikiran kritis sehingga harus ada beberapa teknik yang diterapkan untuk mempertahankan tujuan ini sebagai tujuan pembelajaranSalah satu teknik menguntungkan yang dapat digunakan adalah teknik jigsaw teknik ini diklaim sebagai pembelajaran kooperatif yang dapat menganjurkan siswa dengan materi yang dipelajari dengan bekerja secara kooperatif dengan siswa lain untuk mencapai tujuan pengajaran oleh karena itu penelitian ini dilakukan untuk penelitian tentang peningkatan tentang peningkatanKualitas pembelajaran siswa dalam mengidentifikasi elemen intrinsik dari cerita pendek dengan menggunakan bahan dan metode teknik jigsaw dalam penelitian ini peneliti menggunakan penelitian tindakan kelas sebagai desain penelitian peneliti melakukan penelitian dalam tiga siklus, para peserta penelitian ini adalahSiswa kelas sembilan sekolah menengah pertama dalam perawatan lebih lanjut dilakukan dengan meminta para siswa untuk menganalisis elemen intrinsik dari sebuah cerita pendek data dikumpulkan dengan menggunakan pelestarian dan kinerja siswa untuk menganalisis data yang para peneliti menggunakan analisis deskriptif siswa pada hasil peningkatan siswa pada siswa peningkatan siswa pada siswa peningkatan siswa pada siswa peningkatan siswa siswa peningkatan siswa siswa peningkatan siswa untuk siswa peningkatan siswa siswa peningkatan siswa siswa peningkatan siswa untuk siswa peningkatan siswa siswa peningkatan siswa siswa peningkatan siswa untuk siswa peningkatan siswa siswa siswa peningkatan siswa untuk siswa peningkatan siswa siswa siswa peningkatan siswa untuk siswa peningkatan siswa siswa Siswa Peningkatan Siswa menggunakan siswa peningkatan siswa siswaDari tiga siklus hasil hasil penelitian ini menunjukkan bahwa ada peningkatan yang signifikan pada siswa belajar kualitas dalam dua domain pembelajaran kognitif dan psikomotorik kualitas pembelajaran menunjukkan bahwa siswa dapat mengidentifikasi elemen intrinsik dari cerita hasilnyadari setiap siklus dapat digambarkan sebagai berikut 74.4 80.36 dan 95.9 Kesimpulan Dapat disimpulkan bahwa para siswa dapat mengidentifikasi elemen intrinsik dari sebuah cerita pendek ketika mereka secara aktif terlibat dalam kegiatan berpikir kritis, teknik jigsaw sangat berkontribusi untuk membantu para siswaberpikir lebih kritis dan kreatif"
4004,['FP1'],analysis of the effect of mind mapping learning model on student learning results in civic education pkn learning in smp n 10 palembang,indonesia s national education aims to form smart participatory and characterless citizens to realize the citizens who have character then in the national education curriculum system civic education subjects are applied in the learning process as subjects that aim to shape the nation s character developing and realizing character citizens through civic education learning requires a specific learning strategy or approach that is in accordance with the civic education paradigm the learning process can be successful if there is continuity between teachers and students who are actively participating in learning continuity of the learning process will have an impact on changing students from not knowing to knowing and from not understanding to understanding based on preliminary observations conducted by researchers it is known that in the civic education learning process for grade vii students of smpn 10 palembang in the 2018 2019 academic year there are still many students who are not focused on when the teacher explains the student material looks sleepy and tells stories with their peers if the teacher asks most students can t answer questions from the teacher and if there is material that is less clear passive students do not want to ask the teacher causing student learning results are less than optimal this is indicated by the student learning results that are still low it seems there are still many students whose learning results have not yet reached the minimum mastery criteria kkm benyamin s bloom sudjana 2010 in his learning theory states that there are two main factors that are dominant to learning results namely the students internal characteristics which include abilities interests previous learning results and motivation as well as the external characteristics of teaching quality that includes teachers learning models and learning facilities so that one way of active and fun learning must be applied by the teacher to make students active and not bored following learning in class the learning model is an external factor in influencing learning results the appropriate learning model is the mind mapping learning model according to buzan 2007 mind mapping is the easiest way to put information into the brain and take information out of the brain mind mapping is a creative effective and literally literate way to map thoughts this study will discuss the effect of applying the mind mapping learning model to student learning results in civic education vii subjects of smp negeri 10 palembang,"['L1', 'LB', 'LB1501', 'LB1603']",IOSR Journal of Research & Method in Education (IOSR-JRME),www.iosrjournals.org,2020-04,,,en,"Pendidikan Nasional Indonesia bertujuan untuk membentuk partisipatif yang cerdas dan warga negara yang tidak berkarakter untuk mewujudkan warga negara yang memiliki karakter dalam sistem pendidikan Nasional Sistem Pendidikan Sipil.Melalui pendidikan sipil, pembelajaran memerlukan strategi pembelajaran atau pendekatan khusus yang sesuai dengan paradigma pendidikan sipil proses pembelajaran dapat berhasil jika ada kesinambungan antara guru dan siswa yang secara aktif berpartisipasi dalam kesinambungan pembelajaran dari proses pembelajaran akan berdampak padaMengubah siswa dari tidak tahu untuk mengetahui dan dari tidak memahami ke pemahaman berdasarkan pengamatan awal yang dilakukan oleh para peneliti diketahui bahwa dalam proses pembelajaran pendidikan sipil untuk siswa kelas VII dari SMPN 10 Palembang pada tahun akademik 2018 2019 masih banyak siswa yang ada banyak siswa yang ada banyak siswa yang ada banyak siswatidak fokus pada ketika guru menjelaskan materi siswa terlihat mengantuk dan menceritakan kisah -kisah dengan teman -teman mereka jika guru meminta sebagian besar siswa tidak dapat menjawab pertanyaan dari guru dan jika ada materi yang kurang jelas siswa pasif tidak ingin bertanyaMenyebabkan hasil pembelajaran siswa kurang optimal ini ditunjukkan oleh hasil pembelajaran siswa yang masih rendah tampaknya masih banyak siswa yang hasil pembelajarannya belum mencapai kriteria penguasaan minimum KKM Benyamin S Bloom Sudjana 2010 dalam teori pembelajarannya menyatakan bahwaAda dua faktor utama yang dominan untuk hasil pembelajaran yaitu karakteristik internal siswa yang mencakup minat kemampuan hasil pembelajaran sebelumnya dan motivasi serta karakteristik eksternal dari kualitas pengajaran yang mencakup model pembelajaran guru dan fasilitas pembelajaran sehingga salah satu cara aktif dan menyenangkanPembelajaran harus diterapkan oleh guru untuk membuat siswa aktif dan tidak bosan mengikuti pembelajaran di kelas, model pembelajaran adalah faktor eksternal dalam mempengaruhi hasil pembelajaran model pembelajaran yang tepat adalah model pembelajaran pemetaan pikiran menurut pemetaan pikiran Buzan 2007 adalah cara termudah untukMasukkan informasi ke dalam otak dan keluarkan informasi dari pemetaan pikiran otak adalah cara yang efektif dan literasi secara kreatif untuk memetakan pemikiran studi ini akan membahas efek dari penerapan model pembelajaran pemetaan pikiran untuk hasil pembelajaran siswa dalam pendidikan kewarganegaraan vii mata pelajaran SMP Negeri10 Palembang"
4005,['FP1'],analysis of the effect of mind mapping learning model on student learning results in civic education pkn learning in smp n 10 palembang,indonesia s national education aims to form smart participatory and characterless citizens to realize the citizens who have character then in the national education curriculum system civic education subjects are applied in the learning process as subjects that aim to shape the nation s character developing and realizing character citizens through civic education learning requires a specific learning strategy or approach that is in accordance with the civic education paradigm the learning process can be successful if there is continuity between teachers and students who are actively participating in learning continuity of the learning process will have an impact on changing students from not knowing to knowing and from not understanding to understanding based on preliminary observations conducted by researchers it is known that in the civic education learning process for grade vii students of smpn 10 palembang in the 2018 2019 academic year there are still many students who are not focused on when the teacher explains the student material looks sleepy and tells stories with their peers if the teacher asks most students can t answer questions from the teacher and if there is material that is less clear passive students do not want to ask the teacher causing student learning results are less than optimal this is indicated by the student learning results that are still low it seems there are still many students whose learning results have not yet reached the minimum mastery criteria kkm benyamin s bloom sudjana 2010 in his learning theory states that there are two main factors that are dominant to learning results namely the students internal characteristics which include abilities interests previous learning results and motivation as well as the external characteristics of teaching quality that includes teachers learning models and learning facilities so that one way of active and fun learning must be applied by the teacher to make students active and not bored following learning in class the learning model is an external factor in influencing learning results the appropriate learning model is the mind mapping learning model according to buzan 2007 mind mapping is the easiest way to put information into the brain and take information out of the brain mind mapping is a creative effective and literally literate way to map thoughts this study will discuss the effect of applying the mind mapping learning model to student learning results in civic education vii subjects of smp negeri 10 palembang,['L1'],,IOSR Journal of Research & Method in Education (IOSR-JRME),2020,,,en,"Pendidikan Nasional Indonesia bertujuan untuk membentuk partisipatif yang cerdas dan warga negara yang tidak berkarakter untuk mewujudkan warga negara yang memiliki karakter dalam sistem pendidikan Nasional Sistem Pendidikan Sipil.Melalui pendidikan sipil, pembelajaran memerlukan strategi pembelajaran atau pendekatan khusus yang sesuai dengan paradigma pendidikan sipil proses pembelajaran dapat berhasil jika ada kesinambungan antara guru dan siswa yang secara aktif berpartisipasi dalam kesinambungan pembelajaran dari proses pembelajaran akan berdampak padaMengubah siswa dari tidak tahu untuk mengetahui dan dari tidak memahami ke pemahaman berdasarkan pengamatan awal yang dilakukan oleh para peneliti diketahui bahwa dalam proses pembelajaran pendidikan sipil untuk siswa kelas VII dari SMPN 10 Palembang pada tahun akademik 2018 2019 masih banyak siswa yang ada banyak siswa yang ada banyak siswa yang ada banyak siswatidak fokus pada ketika guru menjelaskan materi siswa terlihat mengantuk dan menceritakan kisah -kisah dengan teman -teman mereka jika guru meminta sebagian besar siswa tidak dapat menjawab pertanyaan dari guru dan jika ada materi yang kurang jelas siswa pasif tidak ingin bertanyaMenyebabkan hasil pembelajaran siswa kurang optimal ini ditunjukkan oleh hasil pembelajaran siswa yang masih rendah tampaknya masih banyak siswa yang hasil pembelajarannya belum mencapai kriteria penguasaan minimum KKM Benyamin S Bloom Sudjana 2010 dalam teori pembelajarannya menyatakan bahwaAda dua faktor utama yang dominan untuk hasil pembelajaran yaitu karakteristik internal siswa yang mencakup minat kemampuan hasil pembelajaran sebelumnya dan motivasi serta karakteristik eksternal dari kualitas pengajaran yang mencakup model pembelajaran guru dan fasilitas pembelajaran sehingga salah satu cara aktif dan menyenangkanPembelajaran harus diterapkan oleh guru untuk membuat siswa aktif dan tidak bosan mengikuti pembelajaran di kelas, model pembelajaran adalah faktor eksternal dalam mempengaruhi hasil pembelajaran model pembelajaran yang tepat adalah model pembelajaran pemetaan pikiran menurut pemetaan pikiran Buzan 2007 adalah cara termudah untukMasukkan informasi ke dalam otak dan keluarkan informasi dari pemetaan pikiran otak adalah cara yang efektif dan literasi secara kreatif untuk memetakan pemikiran studi ini akan membahas efek dari penerapan model pembelajaran pemetaan pikiran untuk hasil pembelajaran siswa dalam pendidikan kewarganegaraan vii mata pelajaran SMP Negeri10 Palembang"
4006,,pengaruh model problem based learning terhadap kemampuan komunikasi matematis siswa,this study aims to determine the effect of a problembased learning model on student s mathematical communication skills the population was all students of grade viii smp negeri 19 bandarlampung odd semester in the academic year 2019 2020 that were distributed into ten classes the research samples were all students of grade viii e and viii f which were selected through a purposive sampling technique the posttest only controls group design was used as the design of this research the research data analysis using utest at a significant level α 0.05 students communication skills with the problembased learning model are significantly higher than students communication skills with conventional learning conclusions are obtained that the problembased learning model was an effect on student s mathematical communication skills,['L1'],Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,2020-09-30,,,en,"Penelitian ini bertujuan untuk menentukan efek dari model pembelajaran berbasis masalah pada keterampilan komunikasi matematika siswa populasi adalah semua siswa VIII SMP Negeri 19 Bandarlampung Semester Ganjil di tahun akademik 2019 2020 yang didistribusikan ke dalam sepuluh kelas, sampel penelitian adalah semua siswagrade VIII E dan VIII F yang dipilih melalui teknik pengambilan sampel purposive.secara signifikan lebih tinggi dari keterampilan komunikasi siswa dengan kesimpulan pembelajaran konvensional diperoleh bahwa model pembelajaran berbasis masalah adalah efek pada keterampilan komunikasi matematika siswa"
4007,['FEB6'],effectiveness of pop up youtube advertising towards purchase intention through characteristics of millennial attitudes,nowadays youtube provides space for business people who want to advertise their products on youtube ads displayed on youtube are popup ads popup ads are advertisements that appear suddenly on the screen in front of the website s opening page this study aims to examine the effectiveness of popup advertisements on the youtube site against purchase intention the data used in this study are primary data the data was collected through a questionnaire the population in this study are people who have accessed the youtube site while the sampling technique uses purposive sampling with 200 respondents to see the relationship between variables used through statistical tests and data processing is done using partial least square smart pls 3.0 the results showed that advertising is significantly related to attitude attitude is not significantly related to purchase intention and advertising is significantly related to purchase intention this proves that the higher the intensity of seeing the ad the higher the consumer s purchase intention,['AC'],Effectiveness of Pop - Up Youtube Advertising Towards Purchase Intention Through Characteristics of Millennial Attitudes,Seventh sense research group,2020,,,en,"Saat ini YouTube menyediakan ruang bagi para pebisnis yang ingin mengiklankan produk mereka di iklan YouTube yang ditampilkan di YouTube adalah iklan iklan popup iklan adalah iklan yang tiba -tiba muncul di layar di depan halaman pembukaan situs web studi ini bertujuan untuk memeriksa efektivitas iklan popup popup iniDi situs YouTube terhadap niat pembelian data yang digunakan dalam penelitian ini adalah data primer data dikumpulkan melalui kuesioner populasi dalam penelitian ini adalah orang -orang yang telah mengakses situs YouTube sementara teknik pengambilan sampel menggunakan pengambilan sampel purposive dengan 200 responden untuk melihat hubungan tersebutAntara variabel yang digunakan melalui tes statistik dan pemrosesan data dilakukan dengan menggunakan parsial kuadrat terkecil, PLS 3.0 hasilnya menunjukkan bahwa iklan secara signifikan terkait dengan sikap sikap tidak secara signifikan terkait dengan niat pembelian dan iklan secara signifikan terkait dengan niat pembelian, ini membuktikan bahwa semakin tinggi.intensitas melihat iklan semakin tinggi niat pembelian konsumen"
4008,['FMIPA9'],counting the number of vertex labeled connected graphs of order five with minimum five edges and maximum ten parallel edges,if given a graph g v e with n vertices and m edges many graphs can be constructed the graphs constructed maybe connected graphs there exists at least one path connecting every pair of vertices in the graph or disconnected either simple a contains loop or parallel edges or not simple in this paper we will discuss the formula for counting the number of connected vertex labelled graph of order five n 5 without loops witof h minimum five edges and maa y contaiof n maximum ten parallel edges,['QA'],Journal of Physics: Conference Series,IOP Publishing,2020-06,,,en,"Jika diberi grafik G V E dengan N simpul dan tepi M banyak grafik dapat dibangun, grafik yang dibangun mungkin terhubung grafik ada setidaknya satu jalur yang menghubungkan setiap pasangan simpul dalam grafik atau terputus baik Sederhana A berisi loop atau tepi paralel atau tidak sederhana di dalamMakalah ini kita akan membahas rumus untuk menghitung jumlah grafik berlabel yang terhubung dari pesanan lima n 5 tanpa loop dengan h minimum lima tepi dan maa y contaiof n maksimum sepuluh tepi paralel"
4009,['FP1'],pendapatan dan biaya pokok produksi padi di daerah aliran sungai das way seputih provinsi lampung,"abstract the objectives of this study are to analyze the revenue and the standard cost of the rice farm in way seputih watershed the province of lampung the respondents were randomly chosen the data of the rice farm were collected by interviewing rice farmers respondents in the rainy season rs 2016 2017 and the dry season ds 2017 data were analyzed by using the economic and financial analysis the average productivities were 5.90 ton ha in rs 2016 2017 and 5.93 ton ha in ds 2017 the average net revenues over the cash cost were idr18.63 million ha in rs 2016 2017 and idr18.64 million ha in ds 2017 the average net revenues over the total cost were idr12.05 million ha in rs 2016 2017 and idr12.54 million ha in ds 2017 the average standard cost for producing rice was idr4,970 kg and its 95% confidence interval was",['S1'],Jurnal Ilmu-Ilmu Agribisnis,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,2020-08,,,en,"Abstrak Tujuan dari penelitian ini adalah untuk menganalisis pendapatan dan biaya standar pertanian padi seperti daerah aliran sungai seputih provinsi Lampung, responden secara acak memilih data peternakan padi dikumpulkan dengan mewawancarai responden petani padi di musim hujan Rs Rs Rs Rs hujanData DS 2017 Musim Kering 2017 dianalisis dengan menggunakan analisis ekonomi dan keuangan produktivitas rata -rata adalah 5,90 ton ha dalam Rs 2016 2017 dan 5,93 ton ha di DS 2017 Pendapatan bersih rata -rata atas biaya tunai adalah IDR18,63 juta ha haDalam Rs 2016 2017 dan IDR18,64 juta ha di DS 2017 Pendapatan bersih rata -rata atas total biaya adalah IDR12,05 juta ha di Rs 2016 2017 dan IDR12,54 juta ha di DS 2017 biaya standar rata -rata untuk memproduksi beras adalah IDR4,970 kg dan interval kepercayaan 95% adalah"
