,Unnamed: 0,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
8500,8500,['FP3'],antibacterial activity of extract mangrove avicennia sp rhizophora sp and bruguiera sp against vibrio harveyi and vibrio parahaemolyticus,"exploration of new bioactive compounds from nature has been conducted avicennia sp rhizophora sp and bruguiera sp are of mangrove species which has potent as a source of antibacterial compounds the aim of this research is to investigate the potency of leaves fruit and calyx from mangroves as a source of anti bacterial vibrio harveyi and vibrio parahaemolyticus substances leaves of avicennia sp rhizophora sp and bruguiera sp were collected from sari ringgung and pasaran coastal lampung experimental laboratories method was used in this research while data was analyzed descriptively sample was extracted by using methanol etil asetat and hexan agar diffusion method was utilized on anti bacterial test against vibrio harveyi and vibrio parahaemolyticus with concentration 50 100 200 400 dan 650 mg disk the result of the test showed that avicennia sp rhizophora sp and bruguiera sp methanol extract inhibit the growth of the vibrio harveyi with inhibtion zone between 0,34-5,01 mm avicennia sp rhizophora sp and bruguiera sp methanol extract inhibit the growth of the v parahaemolyticus with inhibtion zone between 0,49-6,36 mm",['SH'],,,2018-06-04,,,en,"Eksplorasi senyawa bioaktif baru dari alam telah dilakukan avicennia sp rhizophora sp dan bruguiera sp adalah dari spesies bakau yang memiliki kuat sebagai sumber senyawa antibakteri. Tujuan penelitian ini adalah untuk menyelidiki potensi buah dan kelopak dari bakau sebagai sumberanti bakteri vibrio harveyi dan vibrio parahaemolyticus zat daun avicennia sp rhizophora sp dan bruguiera SP dikumpulkan dari sari ringgung dan pasar laboratorium pesisir pastare laboratorium yang digunakan dalam penelitian ini saat data dianalisis sampel deskriptif diekstremasi dengan menggunakan metanol dengan metanol saat ini dianalisis sampel yang diekstribusikan dengan menggunakan metak.Metode difusi agar -agar digunakan pada uji anti bakteri terhadap Vibrio Harveyi dan Vibrio parahaemolyticus dengan konsentrasi 50 100 200 400 dan 650 mg disk hasil dari tes menunjukkan bahwa avicennia sp rhizophora sp dan bruguiera sphanol menghambat pertumbuhan vibrio harvey dengan vibrio harvey dengan inhibrio dengan inhibribit vibrio dengan vibrio harvey dengan vibrio hambiaZona antara 0,34-5,01 mm Avicennia SP Rhizophora SP dan Bruguiera SP Ekstrak metanol menghambat pertumbuhan V parahaemolyticus dengan zona inhibtion antara 0,49-6,36 mm"
8501,8501,['FP1'],efektivitas program peningkatan penghidupan masyarakat berbasis komunitas ppmk dalam meningkatkan pendapatan di lembaga keswadayaan masyarakat lkm margodadi jaya kota metro indah ayu dianti tubagus hasanuddin begem viantimala,abstract this study aims to find out the implementation of ppmk programme in margodadi subdistrict metro city to find out whether the ppmk programme has been effective in improving the income of ksm members in metro city and to find out the factors related to the effectiveness of ppmk programme in metro city the location of this study was chosen purposively in nongovernmental organization ngo margodadi sub district south metro district metro city the respondents of this research are 25 members of kelompok swadaya masyarakat ksm who got capital loans in ppmk programme data of this research was collected in augustseptember 2016 the research method used case method in which data was analyzed by descriptive and tabulation analysis to test the hypothesists the results of the research showed that the implementation of ppmk programme had been running well ppmk program was effective on improving the income of ksm members and the factors that related to the effectiveness of ppmk programme were human resource quality sosial capital condition and finance resource quality key words effectiveness lkm ppmk programme,['S1'],Jurnal Ilmu-Ilmu Agribisnis (JIIA),"Jurusan Agribisnis, Fakultas Pertanian, Universitas Lampung",2018-02,,,en,Abstrak Penelitian ini bertujuan untuk mengetahui implementasi program PPMK di Metro Metro City Margodadi untuk mengetahui apakah program PPMK telah efektif dalam meningkatkan pendapatan anggota KSM di Metro City dan untuk mengetahui faktor -faktor yang terkait dengan efektivitas program PPMKAugustseptember 2016 Metode penelitian menggunakan metode kasus di mana data dianalisis dengan analisis deskriptif dan tabulasi untuk menguji hipotesis hasil penelitian menunjukkan bahwa implementasi program PPMK telah menjalankan program PPMK dengan baik efektif untuk meningkatkan pendapatan anggota KSM danFaktor -faktor yang terkait dengan efektivitas program PPMK adalah kondisi modal sumber daya sumber daya manusia dan Kata Kata Kualitas Sumber Daya Keuangan Efektivitas Program LKM PPMK
8502,8502,['FP26'],efektivitas program peningkatan penghidupan masyarakat berbasis komunitas ppmk dalam meningkatkan pendapatan di lembaga keswadayaan masyarakat lkm margodadi jaya kota metro indah ayu dianti tubagus hasanuddin begem viantimala,abstract this study aims to find out the implementation of ppmk programme in margodadi subdistrict metro city to find out whether the ppmk programme has been effective in improving the income of ksm members in metro city and to find out the factors related to the effectiveness of ppmk programme in metro city the location of this study was chosen purposively in nongovernmental organization ngo margodadi sub district south metro district metro city the respondents of this research are 25 members of kelompok swadaya masyarakat ksm who got capital loans in ppmk programme data of this research was collected in augustseptember 2016 the research method used case method in which data was analyzed by descriptive and tabulation analysis to test the hypothesists the results of the research showed that the implementation of ppmk programme had been running well ppmk program was effective on improving the income of ksm members and the factors that related to the effectiveness of ppmk programme were human resource quality sosial capital condition and finance resource quality key words effectiveness lkm ppmk programme,['S1'],Jurnal Ilmu-Ilmu Agribisnis,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,2018-02,,,en,Abstrak Penelitian ini bertujuan untuk mengetahui implementasi program PPMK di Metro Metro City Margodadi untuk mengetahui apakah program PPMK telah efektif dalam meningkatkan pendapatan anggota KSM di Metro City dan untuk mengetahui faktor -faktor yang terkait dengan efektivitas program PPMKAugustseptember 2016 Metode penelitian menggunakan metode kasus di mana data dianalisis dengan analisis deskriptif dan tabulasi untuk menguji hipotesis hasil penelitian menunjukkan bahwa implementasi program PPMK telah menjalankan program PPMK dengan baik efektif untuk meningkatkan pendapatan anggota KSM danFaktor -faktor yang terkait dengan efektivitas program PPMK adalah kondisi modal sumber daya sumber daya manusia dan Kata Kata Kualitas Sumber Daya Keuangan Efektivitas Program LKM PPMK
8503,8503,['FKIP21'],using projectbased learning to design build and test studentmade photometer by measuring the unknown concentration of colored substances,students learned the principles and practice of photometry through projectbased learning they addressed the challenge of measuring the unknown concentration of a colored substance using a photometer they were required to design build and test then they used that instrument to carry out the experiment and fulfill the challenge a photometer was designed and built by students consisting of a green laser pointer as the light source and a lux meter as the detector and readout using this photometer students have determined the concentration of the unknown sample of kmno4 solutions the concentration of this sample solution was calculated to be 4.62 0.06 10 4 m this value agrees within 6% of the expected value from the measurement using the commercial spectrophotometer which was calculated to be 4.96 0.005 10 4 m the experiments fit well into an analytical chemistry course and take a standard 1 h lab period this project has facilitated improved student understanding of the photometry concepts and increased the creative problemsolving in general the students response to this laboratory was positive keywords upperdivision undergraduate analytical chemistry laboratory instruction handson learning manipulatives inquirybased discovery learning laboratory equipment apparatus quantitative analysis spectroscopy uv vis spectroscopy,['LB2300'],Journal of Chemical Education,American Chemical Society,2018-01-24,,,en,"Siswa mempelajari prinsip -prinsip dan praktik fotometri melalui pembelajaran berbasis proyek mereka membahas tantangan untuk mengukur konsentrasi zat berwarna yang tidak diketahui menggunakan fotometer yang diminta untuk merancang dan menguji kemudian mereka menggunakan instrumen itu untuk melakukan percobaan dan memenuhi tantangan aFotometer dirancang dan dibangun oleh siswa yang terdiri dari penunjuk laser hijau sebagai sumber cahaya dan meter lux sebagai detektor dan pembacaan menggunakan fotometer ini siswa telah menentukan konsentrasi sampel yang tidak diketahui dari larutan kmno4 konsentrasi solusi sampel ini dihitungJadilah 4,62 0,06 10 4 m Nilai ini setuju dalam 6% dari nilai yang diharapkan dari pengukuran menggunakan spektrofotometer komersial yang dihitung menjadi 4,96 0,005 10 4 M Eksperimen pas dengan kursus kimia analitik dan mengambil periode lab 1 jam standar 1 jam standar standar jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jam standar jamProyek ini telah memfasilitasi pemahaman siswa yang lebih baik tentang konsep fotometri dan meningkatkan pemecahan masalah kreatif secara umum respons siswa terhadap laboratorium ini adalah kata kunci positif."
8504,8504,['FK1'],efektivitas pemberian nutrisi adekuat dalam penyembuhan luka pasca laparotomi,laparotomy is an act of surgical incision through the abdominal wall or peritoneum laparotomy is usually considered for patients with abdominal pain both abdominal and abdominal chronicles postlaparotomy care is a form of care provided to patients who have undergone abdominal surgery postoperative care is done in two stages namely the period of immediate recovery and sustained recovery after the postoperative phase wound healing is a complex and dynamic as a result of the return of continuity and anatomical function the ideal wound healing is a normal return of the structure function and anatomy of the skin there are 3 phases of wound healing early inflammatory phase advanced inflammatory phase and proliferative phase nutrition is very important for patient care considering the patient s need for varied nutrition hence required diet or food arrangement the goal of postoperative diet is to strive for the patient s nutritional status immediately back to normal to accelerate the healing process and increase the patient s immune system terms of postoperative diet is to give food gradually starting from the form of liquid strain soft and ordinary there are 4 types of post surgical diets given according to certain indications to accelerate the process of wound healing after laparotomy,['R1'],Majority,FK Unila,2018-03,,,en,Laparotomi adalah tindakan sayatan bedah melalui dinding perut atau laparotomi peritoneum biasanya dipertimbangkan untuk pasien dengan nyeri perut baik perawatan perut maupun perut postlaparotomy perawatan adalah bentuk perawatan yang diberikan kepada pasien yang telah menjalani operasi perut pasca operasi dilakukan pada dua tahap namely namely namelyPeriode pemulihan segera dan pemulihan berkelanjutan setelah penyembuhan luka fase pasca operasi adalah kompleks dan dinamis sebagai akibat dari pengembalian kontinuitas dan fungsi anatomi penyembuhan luka yang ideal adalah pengembalian fungsi struktur yang normal dan anatomi kulit ada 3Fase penyembuhan luka fase inflamasi awal fase inflamasi lanjut dan nutrisi fase proliferatif sangat penting untuk perawatan pasien mengingat kebutuhan pasien untuk beragam nutrisi sehingga diperlukan diet atau pengaturan makanan tujuan diet pasca operasi adalah untuk mengusahakan status gizi pasien segera kembalinormal untuk mempercepat proses penyembuhan dan meningkatkan syarat sistem kekebalan pasien dari diet pasca operasi adalah memberikan makanan secara bertahap mulai dari bentuk strain cairan lembut dan biasa ada 4 jenis diet pasca bedah yang diberikan sesuai dengan indikasi tertentu untuk mempercepat proses tersebutpenyembuhan luka setelah laparotomi
8505,8505,['FKIP17'],the effect of real model in enhancing metacognition of abstract physics topic,this paper outlines the effect of real model in enhancing students metacognitive abilities on abstract physics topics such as electricity and magnetism the study employed a pretest and post test quasiexperimental design with a control group the experiment group n 30 was taught using the real model while control group n 30 was taught using the traditional method real model includes recognizing the concept of targets through analogies explaining concepts with multiple representations applying concepts to sample solutions and looking back at self weakness through reflection self pretest and posttests were given at the beginning and at the end of the treatment for each group data were analyzed by descriptive and inferential methods the results showed that real model has a positive effect in increasing students metacognitive ability shown by significant ngain difference between experiment and control groups during the study students also felt motivated and more confident in solving physics problems shown by more than 80% of them responded positively to the learning model,['LB2300'],International Journal of Research -GRANTHAALAYAH,Granthaalayah Publications and Printers,2018-06-30,,,en,Makalah ini menguraikan efek model nyata dalam meningkatkan kemampuan metakognitif siswa pada topik fisika abstrak seperti listrik dan magnet. Studi ini menggunakan desain quasixperimental pretest dan pasca uji dengan kelompok kontrol kelompok percobaan N 30 diajarkan menggunakan model nyata sementara kelompok kontrol kelompok kontrol sementaraN 30 diajarkan menggunakan metode real metode tradisional termasuk mengenali konsep target melalui analogi yang menjelaskan konsep dengan beberapa representasi yang menerapkan konsep untuk sampel solusi dan melihat kembali kelemahan diri melalui refleksi pretest dan posttest diberikan pada awal dan pada akhir dariPerawatan untuk masing -masing data kelompok dianalisis dengan metode deskriptif dan inferensial hasil menunjukkan bahwa model nyata memiliki efek positif dalam meningkatkan kemampuan metakognitif siswa yang ditunjukkan oleh perbedaan NGAIN yang signifikan antara percobaan dan kelompok kontrol selama penelitian juga merasa termotivasi dan lebih percaya diri dalam memecahkanMasalah fisika yang ditunjukkan oleh lebih dari 80% dari mereka merespons secara positif model pembelajaran
8506,8506,['FKIP1'],implementing content language integrated learning clil at a higher education institution,this study tries to explore project based content language integrated learning clil executed at a higher education insitution in lampung indonesi the research was proposed based on a mixture of the principle of language integrated learning clil and the principle of project based learning the design was implemented for the teaching of english as a compulsory subject at istitute of technology sumatera quantitative data was obtained from the teaching before and after clil model application while the qualitative data was obtained from the output of language produced by students during the learning process took place the results showed thatproject based clil english language course atthe istitute of technology sumatera could work effectively,['L1'],,Universitas Lampung,2018-12,,,en,"Studi ini mencoba untuk mengeksplorasi bahasa konten berbasis proyek yang dieksekusi oleh pembelajaran terintegrasi pada insitusi pendidikan tinggi di Lampung Indonesi. Penelitian ini diusulkan berdasarkan campuran prinsip CLIL pembelajaran terintegrasi bahasa dan prinsip pembelajaran berbasis proyek desain diimplementasikan untuk tersebutPengajaran Bahasa Inggris sebagai Subjek Wajib di IStitute of Technology Data kuantitatif Sumaterera diperoleh dari pengajaran sebelum dan sesudah aplikasi model CLIL sedangkan data kualitatif diperoleh dari output bahasa yang dihasilkan oleh siswa selama proses pembelajaran terjadi, hasilnya menunjukkan bahwa proyek berbasis proyek bahwaKursus Bahasa Inggris CLIL di Istitute of Technology Sumatera dapat bekerja secara efektif"
8507,8507,['FISIP8'],lampung character as culture preservation in digital era,ancient lampungnese used lampung character to write nowadays although lampungnese still use lampung languange to communicate lampung character role became smaller used only as a cultural ornament development of lampung character font meizano martinus 2015 were meant to rejuvenate people interest specially lampungnese in using lampung character as a way to communicate using computer based media the font were tested in against expert and received favorable review but to make the font available conveniently for public it must be put on computer based system such as desktop pc smartphone and tablet from the get go one way to provide this convenient is by proposing the font to the unicode standard if the lampung character included in unicode standard the font can be used directly without having to install a separate font file character included in unicode standard should be the best version because once it s included it is hard to revise to create the best version of lampung character user experience ux must be measured to make sure there are no liability in lampung character that will be proposed to unicode standard method in designing ux used to create a better ux for lampung character there are four step in designing ux first requirement gathering second alternative design third prototyping and last evaluation after the evaluation if the targeted ux still not achieved the process iterate the evaluation shows there are room for improvement based on data there are some refinement need to be done to achieve a better ux a larger default character and some refinement on typography the font itself manage to achieve a favorable review on usable and useful aspect of ux on it s own user mostly agreed this lampung character have to be spread out more in order to support the local value and uniqueness of lampung,"['PI', 'TK']",,,2018-09-09,,,en,"Lampungnese kuno menggunakan karakter Lampung untuk menulis saat ini meskipun Lampungnese masih menggunakan Lampung Languange untuk mengkomunikasikan peran karakter Lampung menjadi lebih kecil digunakan hanya sebagai pengembangan ornamen budaya dari font karakter Lampung Meizano Martinus 2015 dimaksudkan untuk meremajakan orang yang menarik secara khusus Lampungnese dalam menggunakan karakter Lampung sebagai cara sebagai suatu cara sebagai cara meremajakan orang secara khusus dalam menggunakan karakter Lampung sebagai cara sebagai suatu cara sebagai suatu jalanUntuk berkomunikasi menggunakan media berbasis komputer, font diuji terhadap ahli dan menerima tinjauan yang menguntungkan tetapi untuk membuat font tersedia dengan nyaman untuk publik, itu harus dimasukkan ke dalam sistem berbasis komputer seperti smartphone dan tablet PC desktop dari Get Go One Way untuk menyediakan iniNyaman dengan mengusulkan font ke standar unicode jika karakter Lampung yang termasuk dalam standar unicode Font dapat digunakan secara langsung tanpa harus menginstal karakter file font terpisah yang termasuk dalam standar unicode harus menjadi versi terbaik karena begitu disertakan sulitUntuk merevisi untuk membuat versi terbaik dari pengalaman pengguna karakter lampung ux harus diukur untuk memastikan tidak ada kewajiban dalam karakter lampung yang akan diusulkan untuk metode standar unicode dalam merancang ux yang digunakan untuk membuat ux yang lebih baik untuk karakter lampung ada empat langkahDalam merancang UX Persyaratan Pertama Mengumpulkan Desain Alternatif Kedua Prototipe Ketiga dan Evaluasi Terakhir Setelah Evaluasi Jika UX yang ditargetkan masih belum mencapai proses mengulangi evaluasi menunjukkan ada ruang untuk perbaikan berdasarkan data, ada beberapa penyempurnaan yang perlu dilakukan untuk mencapai yang lebih baikUX Karakter default yang lebih besar dan beberapa penyempurnaan pada tipografi yang dikelola font itu sendiri untuk mencapai tinjauan yang menguntungkan tentang aspek yang dapat digunakan dan berguna dari UX pada pengguna sendiri sebagian besar sepakat karakter Lampung ini harus disebarkan lebih banyak untuk mendukung nilai lokal danKeunikan Lampung"
8508,8508,['FISIP2'],a participation model based on community forum as a reproductive health knowledge transaction space to increase male participation in vasectomy,the first background of this research is the low participation of male vasectomy kb due to lack of information and low male contraceptive services the second background of this research is friedmann s 2011 idea of citizen forum as transaction space which becomes communication media in the form of equal dialogue this study aims to analyse the causes of low participation in the vasectomy method of family planning kb in south lampung regency analyse the grassroots organisations in the community as the support system for a potential increase in the society s participation in vasectomy as a part of family planning kb and develop a model of vasectomy to increase the participation in south lampung regency this study utilised primary and secondary data which were collected and analysed using qualitativedescriptive method the research was conducted in nine villages in south lampung regency the findings showed that the major failure for participation in the vasectomy method of family planning kb was caused by a lack of a representative knowledge transaction space in family planning kb and reproductive health on the other hand the existing active societalinstitutional support system can be utilised as the space for knowledge transaction a solution to enhance a social participation model through community forums is urgently needed community forum knowledge transactions,['H1'],"Masyarakat, Kebudayaan dan Politik, Vol 31, No 1 (2018)",Unair Surabaya,2018-03-01,,['participation'],en,"Latar belakang pertama dari penelitian ini adalah rendahnya partisipasi vasektomi pria KB karena kurangnya informasi dan layanan kontrasepsi pria yang rendah Latar belakang kedua dari penelitian ini adalah Gagasan Forum Forum Citizen 2011 sebagai ruang transaksi yang menjadi media komunikasi dalam bentuk yang samaDialog Penelitian ini bertujuan untuk menganalisis penyebab partisipasi rendah dalam metode vasektomi keluarga berencana KB di Kabupaten Lampung Selatan menganalisis organisasi akar rumput di masyarakat sebagai sistem pendukung untuk potensi peningkatan partisipasi masyarakat dalam vasektomi sebagai bagian dari keluargaMerencanakan KB dan mengembangkan model vasektomi untuk meningkatkan partisipasi di Lampung South Lampung Regency Studi ini menggunakan data primer dan sekunder yang dikumpulkan dan dianalisis dengan menggunakan metode kualitative -naskah penelitian ini dilakukan di sembilan desa di Lampung South Regency Temuan menunjukkan bahwa kegagalan utama untuk untuk untuk untuk untuk ituPartisipasi dalam metode vasektomi keluarga berencana KB disebabkan oleh kurangnya ruang transaksi pengetahuan yang representatif dalam keluarga berencana KB dan kesehatan reproduksi di sisi lain, sistem pendukung societalinstitutional aktif yang ada dapat digunakan sebagai ruang untuk transaksi pengetahuan solusi untuk meningkatkan untuk meningkatkan untuk meningkatkan solusi untuk meningkatkan untuk meningkatkan untuk meningkatkan peningkatan suatu solusi untuk meningkatkan untuk meningkatkan untuk meningkatkan untuk meningkatkan suatu solusi untuk meningkatkan suatu solusi untuk meningkatkan peningkatan pengetahuan untuk meningkatkan suatu solusi untuk meningkatkan suatu solusi untuk meningkatkan peningkatan pengetahuan untuk meningkatkan peningkatan pengetahuan untuk meningkatkan suatu solusi untuk meningkatkan suatu solusi untuk meningkatkan pengetahuan untuk meningkatkan pengetahuan untuk meningkatkan pengetahuan untuk meningkatkan pengetahuan untuk meningkatkan pengetahuan untuk meningkatkan pengetahuan untuk meningkatkan pengetahuan untuk meningkatkan pengetahuan untuk meningkatkan ruang pengetahuan untuk meningkatkan pengetahuanModel partisipasi sosial melalui forum komunitas sangat dibutuhkan transaksi pengetahuan forum komunitas"
8509,8509,['FP2'],karakter agronomi dan potensi hasil 10 genotipe padi tipe baru pada dua lingkungan tumbuh berbeda,"the purpose of this study was to evaluate the agronomic characters and yield potential of ten new plant type ntp of rice genotypes planted on two different agroecologies the study was done in east lampung ultisols soil type altitude 60 m asl and average daily temperature 26,86 c and tanggamus andisols soil type altitude 600 m asl and average daily temperature 24.15 c in january juni the research was arranged in randomized complete block design rcbd with 12 treatments and 3 replications the treatment consisted of 10 new type of rice genotypes i e ipb 3s ipb 4s ipb 5r ipb6r ipb117f-7-2-1 ipb 117f-7-7-1 ipb 117f-14-4-1 ipb 117f-15-4-1 ipb 117f-20-1-1 ipb 117f-80-2-1 and two varieties i e ciliwung and ciherang as control the results showed that all npt genotypes had lower number of tillers but the hill height were taller than the ciliwung and ciherang varieties eight genotypes had a faster harvesting time and one genotype had a higher yield than two control varieties","['S1', 'SB']",Jurnal Penelitian Pertanian Terapan,Politeknik Negeri Lampung,2018,,,en,"Tujuan dari penelitian ini adalah untuk mengevaluasi karakter agronomis dan menghasilkan potensi sepuluh jenis tanaman baru NTP genotipe beras yang ditanam pada dua agroekologi yang berbeda. Penelitian ini dilakukan di East Lampung Ultisols Tane Type Altitude 60 m dan suhu harian rata -rata 26,86 Cdan Tanggamus andisols Tipe Tanah Ketinggian 600 m ASL dan Suhu Harian Rata -Rata 24.15 C Pada bulan Januari Juni. Penelitian ini diatur dalam rcbd desain blok lengkap acak dengan 12 perawatan dan 3 replikasi IPB terdiri dari 10 jenis genotipe beras baru I IPB 3S IPB 4S IPB IPB5R IPB6R IPB117F-7-2-1 IPB 117F-7-7-1 IPB 117F-14-4-1 IPB 117F-15-4-1 IPB 117F-20-1-1 IPB 117F-80-2-1 danDua varietas I e ciliwung dan ciherang sebagai kontrol hasil menunjukkan bahwa semua genotipe NPT memiliki jumlah anakan yang lebih rendah tetapi ketinggian bukit lebih tinggi dari varietas Ciliwung dan Ciherang delapan genotipe memiliki waktu panen yang lebih cepat dan satu genotipe memiliki hasil yang lebih tinggi daripada dua varietas kontrol memiliki lebih cepat dan satu genotipe memiliki hasil yang lebih tinggi daripada dua varietia kontrol yang lebih cepat dan satu genotipe lebih tinggi daripada dua kontrol lebih tinggi daripada dua kontrol lebih tinggi"
