,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
4500,['FEB6'],cek plagiarisme artikel sokongan politik dan struktur modal pada perusahaan syariah indeks lq-45 bursa efek indonesia,the aim of this research was to find out the effect of political connections on the leverage of syariah and nonsyariah companies in indonesia politically connected companies are suspected to have higher leverage than companies that are not politically connected to syariah and nonsyariah companies in indonesia stock exchange index lq-45 the period in this research was 2014 to 2018 the samples in this research were 19 syariah companies and seven non syariah companies out of 19 sharia companies 16 were politically connected and three were without political connections nonsyariah companies have five politically connected companies and two without political connections regression test result shows significant results of political connections to leverage in syariah and nonsyariah companies political connections are considered capable of supporting companies in terms of funding,['HG'],,Universitas Islam Negeri Raden Fatah Palembang,2020-07-21,,"['political connection', 'leverage']",en,Tujuan dari penelitian ini adalah untuk mengetahui efek koneksi politik pada pengaruh perusahaan Syariah dan Nonsyariah di Indonesia perusahaan yang terhubung secara politis diduga memiliki pengaruh yang lebih tinggi daripada perusahaan yang tidak terhubung secara politis dengan perusahaan Syariah dan nonsyariah di Indonesia Stock Exchange Index Indonesia Index Exchange Index Indonesia Index Indonesia Exchange Exchange Indonesia Indonesia Stock Exchange Index Indonesia secara politis Indonesia Indonesia secara politis dan nonsyiah di Indonesia Index Exchange Index Indonesia tidak terhubung dengan Indonesia Indonesia Indonesia Indonesia IndonesiaLQ-45 Periode dalam penelitian ini adalah 2014 hingga 2018 Sampel dalam penelitian ini adalah 19 perusahaan Syariah dan tujuh perusahaan non-Syariah dari 19 perusahaan syariah 16 terhubung secara politis dan tiga tanpa koneksi politik perusahaan nonsyariah memiliki lima perusahaan yang terhubung secara politis dan duaTanpa Koneksi Politik Hasil Tes Regresi menunjukkan hasil yang signifikan dari koneksi politik untuk memanfaatkan Syariah dan perusahaan nonsyariah koneksi politik dianggap mampu mendukung perusahaan dalam hal pendanaan
4501,['FEB6'],cek ploagiarisme artikel pengaruh literasi keuangan terhadap inklusi keuangan dengan menggunakan social capitalsebagai variabel mediator,msmes plays an important role to support indonesia s economic growth there is an urgency to increase the financial literacy and skills for msmes especially in managing their fund to make their businesses alive the government believed that the financial literacy was one way to achieve the society prosperity by taking advantage from the collectivisim culture of indonesian this study is to examine the effect of financial literacy on financial inclusion by using social capital mediation at msmes in south tangerang city the questionnaires were distributed to some msme s district in south tangerang regency all data collection were furthered analyzed using structural equation model on amos 24 the research showed that financial literacy does not affect financial inclusion financial literacy affects social capital and social capital as a mediator variable on the relationship of financial literacy affects financial inclusion in msmes in south tangerang city it can be concluded that there is an influence of social capital that connects financial literacy to financial inclusion all the stakeholders in the financial ecosystem in indonesia including financial institutions and the government as regulators will be better to use the power of social capital to increase financial literacy and financial inclusion in indonesia tangerang city,['HG'],,ejournals Universitas Multimedia Nusantara,2020-06,,"['financial literacy', 'financial inclusion', 'social capital', 'smes', 'south']",en,"UMKM memainkan peran penting untuk mendukung pertumbuhan ekonomi Indonesia, ada urgensi untuk meningkatkan melek finansial dan keterampilan bagi UMKM terutama dalam mengelola dana mereka untuk membuat bisnis mereka hidup -hidup.Mengambil keuntungan dari budaya kolektivisim Indonesia, penelitian ini adalah untuk menguji pengaruh literasi keuangan pada inklusi keuangan dengan menggunakan mediasi modal sosial di UMKM di Kota Tangerang Selatan Kuesioner didistribusikan ke beberapa distrik UMKM di Kabupaten Tangerang Selatan, semua pengumpulan data semakin lanjut pengumpulan data telah dikumpulkan.dianalisis menggunakan model persamaan struktural pada amos 24 Penelitian menunjukkan bahwa literasi keuangan tidak mempengaruhi literasi keuangan inklusi keuangan memengaruhi modal sosial dan modal sosial sebagai variabel mediator pada hubungan literasi keuangan memengaruhi inklusi keuangan dalam UMKM di kota Tangerang Selatan dapat disimpulkanBahwa ada pengaruh modal sosial yang menghubungkan keaksaraan keuangan dengan inklusi keuangan semua pemangku kepentingan dalam ekosistem keuangan di Indonesia termasuk lembaga keuangan dan pemerintah sebagai regulator akan lebih baik menggunakan kekuatan modal sosial untuk meningkatkan literasi keuangan dan inklusi keuangan masukKota Indonesia Tangerang"
4502,['FEB6'],cash holdings estimation model for nonfinancial companies in indonesia,abstract the study constructs cash holdings estimaton model for nonfinancial com panies listed on the indonesia stock exchange using a dynamic regression model this model recognizes that the process of adjusting towards standard cash holding involves adjustments to changes the results from the dynamic panel data model show the higher propensity for companies with high growth large size high return volatility cash flow and cash substitutes as well as those that pay dividends also hold more cash holdings conversely the characteris tics of issuing high capital expenditure leverage and tangible assets tend to promote fewer cash holdings the results support the motives of these companies as the transactional and precautionary motive,['HG'],The Future Opportunities and Challenges of Business in Digital Era 4.0,Taylor & Francis Group,2020,,,en,Abstrak Studi ini membangun model estimon holdings tunai untuk perusahaan non -finansial yang terdaftar di Bursa Efek Indonesia menggunakan model regresi dinamis model ini mengakui bahwa proses penyesuaian terhadap penahanan tunai standar melibatkan penyesuaian untuk mengubah hasil dari model data panel dinamis menunjukkan semakin tinggiKecenderungan untuk perusahaan dengan pertumbuhan tinggi ukuran besar arus kas volatilitas pengembalian tinggi dan pengganti tunai serta mereka yang membayar dividen juga memiliki lebih banyak kepemilikan uang tunai sebaliknya karakterisasi dari menerbitkan leverage pengeluaran modal tinggi dan aset berwujud cenderung mempromosikan kepemilikan tunai yang lebih sedikit. Hasilnya mendukung dukungan hasil hasil hasil.Motif perusahaan -perusahaan ini sebagai motif transaksional dan pencegahan
4503,['FEB6'],examining the excess cash holdings as an indicator of agency problems,this research aims to examine the implications of excess cash holdings on firm value based on agency theory data were obtained from a total sample of 1828 nonfinancial public companies in indonesia with 672 exceeding normal cash holdings using the panel regression techniques the result showed that excess cash holdings have a negative effect on the firm value which is stronger for more concentrated ownership for more dispersed ownership and for more financially difficult firms overall the empirical finding showed that excess cash holdings acts as a significant indicator of agency problems,['HG'],International Business and Accounting Research Journal,Sekolah Tinggi Ekonomi dan Bisnis Islam Lampung,2020-07-03,,,en,Penelitian ini bertujuan untuk menguji implikasi kelebihan kepemilikan tunai pada nilai perusahaan berdasarkan teori agensi data diperoleh dari total sampel 1828 perusahaan publik nonfinansial di Indonesia dengan 672 melebihi kepemilikan tunai normal menggunakan teknik regresi panel hasil menunjukkan bahwa kelebihan kepemiling tunai tunai kelebihan tunai kepemiling tunai kelebihan uang tunai kelebihan uang tunai kelebihan uang tunai kelebihan tunai kelebihan.memiliki efek negatif pada nilai perusahaan yang lebih kuat untuk kepemilikan yang lebih terkonsentrasi untuk kepemilikan yang lebih tersebar dan untuk perusahaan yang lebih sulit secara finansial secara keseluruhan temuan empiris menunjukkan bahwa kepemilikan tunai berlebih bertindak sebagai indikator signifikan dari masalah agensi yang signifikan
4504,['FEB6'],hasil penilaian sejawat sebidang peer review karya ilmiah berjudul understanding determinants of individual intention to invest in digital risky investment,abstract purpose this study examines the effect of emotional intelligence the locus of control and risk aversion on intention to risky investment with financial literacy as moderating effect methods this study uses 98 investors distributed by online questionnaire data examined using partial least square pls technique finding the results show that the emotional intelligence the locus of control have a positive effect and risk aversion and financial literacy have a negative effect on intention to a risky investment however there is no moderating effect of financial literacy on thosedirect e ffects implication the implication for stakeholder and further research are discussed,['HG'],,The Indonesia Capital Market Institute,2020,,"['emotional intelligence', 'locus of control', 'risk aversion', 'financial literacy', 'and intention to risky investment']",en,Abstrak Tujuan Penelitian ini meneliti efek kecerdasan emosional Locus of Control dan Risk Aversion pada niat untuk berisiko investasi dengan melek finansial sebagai metode efek moderat Studi ini menggunakan 98 investor yang didistribusikan oleh data kuesioner online yang diperiksa menggunakan parsial terkecil teknik PLS menemukan hasil yang ditunjukkan hasilnya menunjukkan hasilnya menunjukkan hasilnya menunjukkan hasilnya menunjukkan hasilnya menunjukkan hasilnya menunjukkan hasilnya.Bahwa kecerdasan emosional Locus of Control memiliki efek positif dan keengganan risiko dan literasi keuangan memiliki efek negatif pada niat terhadap investasi yang berisiko namun tidak ada efek moderat dari literasi keuangan pada implikasi yang lebih penting implikasi untuk pemangku kepentingan dan penelitian lebih lanjut adalahdibahas
4505,['FEB6'],modelling and forecasting crude oil prices during covid-19 pandemic,"currently the world suffers from the covid-19 pandemic which affects almost every aspect of daily life giving rise to recession and affecting the world prices of crude oil the study aims to model the high uncertainty of volatility as well as to forecast the daily prices of crude oil during the pandemic one econometric model applied in this study is the generalised autoregressive conditional heteroscedasticity garch that allows more accurate and appropriate statistical analyses particularly this study also discusses solving economic issues on the condition of any disturbances in the stability of daily crude oil prices the findings suggest that the ar 1 garch 1,1 model is a wellfitted model to predict relatively small errors this model can act as a foundation for determining strategies in the future while facing such uncertain circumstances",['HG'],International Journal of Energy Economics and  Policy,EconJournals,2020-12-26,,,en,"Saat ini dunia menderita pandemi Covid-19 yang mempengaruhi hampir setiap aspek kehidupan sehari-hari sehingga memunculkan resesi dan mempengaruhi harga dunia minyak mentah yang bertujuan untuk memodelkan ketidakpastian volatilitas yang tinggi serta untuk memperkirakan harga harian minyak mentah harian mentah.Minyak Selama Model Ekonometrik Satu Pandemi yang Diterapkan dalam penelitian ini adalah Gench heteroscedasticity bersyarat autoregresif umum yang memungkinkan analisis statistik yang lebih akurat dan sesuai terutama penelitian ini juga membahas pemecahan masalah ekonomi dengan kondisi gangguan dalam stabilitas harga minyak mentah harian.Sarankan bahwa model AR 1 Garch 1,1 adalah model yang diprediksi dengan baik untuk memprediksi kesalahan yang relatif kecil model ini dapat bertindak sebagai fondasi untuk menentukan strategi di masa depan sambil menghadapi keadaan yang tidak pasti seperti itu"
4506,['FEB6'],adoption of digital finance service in indonesia an empirical examination of an extended technological acceptance model,abstract the digital financing service have great potential for online loans in indonesia this research therefore aims to examine the behavioral intentions associ ated with choosing financing technology fintech based on the extended tam model which consists of personal character and emotional intelligence data obtained from 278 users and nonusers showed that ease of usage usefulness personal character and emotional intelligence propensity significantly influenced the behavioral intention of choosing digital financing this study is relevant to create strategies capable of increas ing the adoption of digital financing improving financial access and contribute to fur ther advancement in technology,['HG'],The Future Opportunities and Challenges of Business in Digital Era 4.0,Taylor & Francis Group,2020,,,en,"Abstrak Layanan pembiayaan digital memiliki potensi besar untuk pinjaman online di Indonesia Penelitian ini oleh karena itu bertujuan untuk memeriksa niat perilaku yang terkait dengan memilih teknologi pembiayaan fintech berdasarkan model TAM yang diperluas yang terdiri dari karakter pribadi dan data intelijen emosional yang diperoleh dari 278 pengguna dan bukan pengguna.menunjukkan bahwa kemudahan penggunaan karakter pribadi dan kecenderungan kecerdasan emosional secara signifikan mempengaruhi niat perilaku memilih pembiayaan digital, penelitian ini relevan untuk menciptakan strategi yang mampu meningkatkan adopsi pembiayaan digital meningkatkan akses keuangan dan berkontribusi pada kemajuan yang lebih baik dalam teknologi dalam teknologi"
4507,['FEB6'],cek plagiarisme artikel financial literacy demographic differences and financial risk tolerance level a case study,this study examines the effect of the level of financial literacy on the level of tolerance for risk and to determine the role of several demographic variables such as age gender income level marital status in moderating the influence of financial literacy levels on risktolerance levels the data collected using a questionnaire questionnaires are available online in the network and are also distributed questionnaires offline outside the network to 200 individual potential investors the results of this study indicate that the level of personal literacy does not affect the level of tolerance to risk these empirical findings indicate that other factors determine the level of individual risk tolerance in addiion to the level of financial literacy given that investment decision making is a complex decision determined by a combination of several factors demographic factors are one of the factors that determine investment decision making the next finding supports this because age has a significant influence on the level of tolerance to risk besides that income and gender men also have a significant influence on the level of tolerance to risk subsequent findings failed to prove the role of demographic factors in clarifying the benefits of financial literacy levels on risk tolerance levels demographics financial risk tolerance,['HG'],,The General Jonas Zemaitis Military Academy of Lithuania,2020-05-30,,['financial literacy'],en,Kuesioner kuesioner tersedia secara online dalam jaringan dan juga distribusi kuesioner secara offline di luar jaringan untuk 200 investor potensial individu hasil penelitian ini menunjukkan bahwa tingkat melek pribadi tidak mempengaruhi tingkat toleransi untuk mengambil risiko temuan empiris ini menunjukkan bahwaFaktor -faktor menentukan tingkat toleransi risiko individu dalam penambahan pada tingkat melek finansial mengingat bahwa pengambilan keputusan investasi adalah keputusan rumit yang ditentukan oleh kombinasi beberapa faktor faktor demografis adalah salah satu faktor yang menentukan pengambilan keputusan investasi.Usia memiliki pengaruh yang signifikan terhadap tingkat toleransi terhadap risiko selain bahwa pendapatan dan jenis kelamin laki -laki juga memiliki pengaruh yang signifikan terhadap tingkat toleransi terhadap risiko temuan selanjutnya gagal membuktikan peran faktor demografis dalam mengklarifikasi manfaat level literasi keuangan pada risikoTingkat toleransi Demografi Toleransi Risiko Keuangan
4508,['FEB6'],cek plagiarisme artikel financial literacy demographic differences and financial risk tolerance level a case study,this study examines the effect of the level of financial literacy on the level of tolerance for risk and to determine the role of several demographic variables such as age gender income level marital status in moderating the influence of financial literacy levels on risktolerance levels the data collected using a questionnaire questionnaires are available online in the network and are also distributed questionnaires offline outside the network to 200 individual potential investors the results of this study indicate that the level of personal literacy does not affect the level of tolerance to risk these empirical findings indicate that other factors determine the level of individual risk tolerance in addition to the level of financial literacy given that investment decision making is a complex decision determined by a combination of several factors demographic factors are one of the factors that determine investment decision making the next finding supports this because age has a significant influence on the level of tolerance to risk besides that income and gender men also have a significant influence on the level of tolerance to risk subsequent findings failed to prove the role of demographic factors in clarifying the benefits of financial literacy levels on risk tolerance levels demographics financial risk tolerance,['HG'],,SCOPUS Q2 SJR 0.38,2020-05-30,,['financial literacy'],en,Kuesioner kuesioner tersedia secara online dalam jaringan dan juga distribusi kuesioner secara offline di luar jaringan untuk 200 investor potensial individu hasil penelitian ini menunjukkan bahwa tingkat melek pribadi tidak mempengaruhi tingkat toleransi untuk mengambil risiko temuan empiris ini menunjukkan bahwaFaktor -faktor menentukan tingkat toleransi risiko individu di samping tingkat melek finansial mengingat bahwa pengambilan keputusan investasi adalah keputusan rumit yang ditentukan oleh kombinasi beberapa faktor faktor demografis adalah salah satu faktor yang menentukan pengambilan keputusan investasi.Usia memiliki pengaruh yang signifikan terhadap tingkat toleransi terhadap risiko selain bahwa pendapatan dan jenis kelamin laki -laki juga memiliki pengaruh yang signifikan terhadap tingkat toleransi terhadap risiko temuan selanjutnya gagal membuktikan peran faktor demografis dalam mengklarifikasi manfaat level literasi keuangan pada risikoTingkat toleransi Demografi Toleransi Risiko Keuangan
4509,['FEB6'],financial literacy demographic differences and financial risk tolerance level a case study,abstract this study examines the effect of the level of financial literacy on the level of tolerance for risk and to determine the role of several demographic variables such as age gender income level marital status in moderating the influence of financial literacy levels on risk tolerance levels the data collected using a questionnaire questionnaires are available online in the network and are also distributed questionnaires offline outside the network to 200 individual potential investors the results of this study indicate that the level of personal literacy does not affect the level of tolerance to risk these empirical findings indicate that other factors determine the level of individual risk tolerance in addition to the level of financial literacy given that investment decision making is a complex decision determined by a combination of several factors demographic factors are one of the factors that determine investment decision making the next finding supports this because age has a significant influence on the level of tolerance to risk besides that income and gender men also have a significant influence on the level of tolerance to risk subsequent findings failed to prove the role of demographic factors in clarifying the benefits of financial literacy levels on risk tolerance levels,['HG'],JOURNAL OF SECURITY AND SUSTAINABILITY ISSUES,Entrepreneurship and Sustainability Center,2020-05-01,,,en,"Abstrak Studi ini meneliti pengaruh tingkat melek keuangan pada tingkat toleransi terhadap risiko dan untuk menentukan peran beberapa variabel demografis seperti tingkat perkawinan tingkat pendapatan gender dalam memoderasi pengaruh tingkat melek finansial pada tingkat toleransi risiko data, data, data tersebut, data, data, data Tingkat Toleransi Risiko Data, data, data, data, data, data, data, data, data.Dikumpulkan menggunakan kuesioner kuesioner tersedia secara online di jaringan dan juga didistribusikan kuesioner secara offline di luar jaringan kepada 200 investor potensial individu hasil penelitian ini menunjukkan bahwa tingkat melek pribadi tidak mempengaruhi tingkat toleransi untuk mengambil risiko temuan empiris ini menunjukkan temuan empiris ini menunjukkan temuan empiris yang ditunjukkan oleh temuan empiris iniBahwa faktor -faktor lain menentukan tingkat toleransi risiko individu di samping tingkat melek keuangan mengingat bahwa pengambilan keputusan investasi adalah keputusan kompleks yang ditentukan oleh kombinasi beberapa faktor faktor demografis adalah salah satu faktor yang menentukan pengambilan keputusan investasi. Temuan berikutnya mendukung dukungan berikutnyaIni karena usia memiliki pengaruh yang signifikan terhadap tingkat toleransi terhadap risiko selain bahwa pendapatan dan jenis kelamin laki -laki juga memiliki pengaruh yang signifikan terhadap tingkat toleransi terhadap risiko temuan selanjutnya gagal membuktikan peran faktor demografis dalam mengklarifikasi manfaat dari tingkat melek huruf keuanganpada tingkat toleransi risiko"
