,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
2500,['FKIP8'],academic or functional skills using enterpreneurship to determine students output at polytechnic of healthministry,the purpose of this research is to reveal various theoretical foundations and their implementation in the field including those related to the following namely obtaining understanding and analyzing the implementation of life skillbased academic service quality management evaluation activities in the department of dental nursing health polytechnic of the ministry of health tasikmalaya and bandung in improving quality of education based on the results of the study it was found that the quality mode l life skillbased academic service which was formulated based on the evaluation results using the cipp model can improve entrepreneurial behavior of graduates of higher education department of dental nursing health polytechnic of the ministry of health tasikmalaya and bandung the model is designed based on a philosophical foundation that supports administration with an interdisciplinary theory to ensure that the model can solve the problem of the lack of entrepreneurial behavior in dental nursing department graduates the model is formulated based on rational arguments for the probability of success and the logical choice to apply the model with the best chance of achievement the implementation model helps organize the academic service process better in an effort to achieve quality and output in the form of changes in entrepreneurial behavior that are indicated to be proactive innovative dare to take risks to be more effectively achieved,['L1'],Psychology and Education,Psychology and Education,2021,,,en,Tujuan dari penelitian ini adalah untuk mengungkapkan berbagai dasar teoretis dan implementasinya di lapangan termasuk yang terkait dengan yang berikut ini yaitu memperoleh pemahaman dan menganalisis implementasi kegiatan evaluasi manajemen kualitas akademik yang terampil kehidupan di Departemen Politeknik Kesehatan Perawatan Gigi dari Kementerian Departemen KehefwisnyaKesehatan Tasikmalaya dan Bandung dalam Meningkatkan Kualitas Pendidikan Berdasarkan Hasil Penelitian Ditemukan bahwa Mode Kualitas L Life Lifebased Academic Service yang dirumuskan berdasarkan hasil evaluasi menggunakan model CIPP dapat meningkatkan perilaku wirausaha lulusan pendidikan tinggiDepartemen Politeknik Kesehatan Perawatan Gigi dari Kementerian Kesehatan Tasikmalaya dan Bandung Model ini dirancang berdasarkan fondasi filosofis yang mendukung administrasi dengan teori interdisipliner untuk memastikan bahwa model tersebut dapat menyelesaikan masalah kurangnya perilaku wirausaha di departemen keperawatan gigi yang lulus lulusan kedokteran gigi lulusan kedokteran gigi.Model ini dirumuskan berdasarkan argumen rasional untuk probabilitas keberhasilan dan pilihan logis untuk menerapkan model dengan peluang terbaik pencapaian model implementasi membantu mengatur proses layanan akademik dengan lebih baik dalam upaya mencapai kualitas dan output dalam bentuk perubahandalam perilaku wirausaha yang diindikasikan untuk menjadi berani secara proaktif untuk mengambil risiko untuk lebih efektif dicapai
2501,,a deep neural network based approach for recognizing statistical probability distributions,the probability distribution is extremely important in data analysis selection of the right distribution requires critical thinking that based on adequate mastery of the characteristics of the distribution classically the probability distribution is identified by several methods such as chisquare goodness of fit test graph normal plot and nonparametric goodness of fit test to identify probability distributions this article proposes deep neural network dnn approaches particularly this article discusses three dnn approaches including dnn using backpropagation with two hidden layers artificial neural network ann using backpropagation with one hidden layer and fuzzy learning vector quantization flvq the implementation through a simulation to identify the probability distributions results show that the dnn approach outperforms the ann and flvq approaches key word artificial neural network deep neural network fuzzy learning vector quantification and probability distribution,['Q1'],,,2021-09-09,,,en,Distribusi probabilitas sangat penting dalam pemilihan analisis data dari distribusi yang tepat memerlukan pemikiran kritis yang berdasarkan penguasaan yang memadai dari karakteristik distribusi secara klasik distribusi probabilitas diidentifikasi oleh beberapa metode seperti Goodness Chisquare Goodness of Fit Test Graph Plot Normal dan Nonparametric GoodnessSimulasi untuk mengidentifikasi hasil distribusi probabilitas menunjukkan bahwa pendekatan DNN mengungguli Jaringan Jaringan dan FLVQ yang mendekati kata kunci jaringan saraf buatan dalam kuantifikasi vektor pembelajaran fuzzy vektor dan distribusi probabilitas
2502,['FMIPA9'],simulation of generalized gamma distribution with maximum likelihood estimation and expectationmaximization algorithm on right censored data type 1,"the generalized gamma distribution is very suitable for modeling data with various forms of hazard risk functions which makes the generalized gamma distribution useful in survival analysis survival analysis aims are to predict chances of survival disease recurrence death and other events over a period of time one characteristic of survival data is the possibility of sensors let x be the life span of the person being studied and the right censorship time of cr x is assumed to be independent with the probability density function f x the survival function s x and the hazard function h x a person s x life span will be known if x is less than or equal to cr if x is greater than cr the individual x survives or is censored right now statistical inference especially parameter estimation is needed in analyzing empirical data obviously the estimation results obtained are expected to be a good estimator namely to meet the nature of unbiased and minimum variance this paper will discuss the results of the estimation of generalized gamma distribution parameters with type 1 right censored data through simulations using the expectation maximization method and the maximum likelihood estimation method the simulation is conducted by generating data with the sample size 25 50 100 200 500 1000 1500 and 2000 as well as determining censored data of 10% 20% and 30% by first setting the parameters used which are obtained from the data of patients with gastric cancer namely α 1.0649 β 1,072 θ 59.766 based on the results obtained from the simulations on the two estimation methods that the parameter estimation using the maximum likelihood estimation method is better than the expectation maximization method because it provides a smaller bias and mse value where the larger the sample size used the estimated parameter value will get closer to the parameter in fact in addition the expectation maximization method can also be used as an alternative estimation of generalized gamma distribution parameters with type 1 right censored data because it has a bias value and mse approaching the mle method",['QA'],Decision Science Letters,Growing Science,2021-06-30,,,en,"Distribusi gamma umum sangat cocok untuk pemodelan data dengan berbagai bentuk fungsi risiko bahaya yang membuat distribusi gamma umum bermanfaat dalam analisis kelangsungan hidup analisis kelangsungan hidup yang bertujuan adalah untuk memprediksi kemungkinan kematian kekambuhan penyakit dan peristiwa lain selama periode waktu satu karakteristik dariakan diketahui jika x kurang dari atau sama dengan CR jika x lebih besar dari CR individu x bertahan atau disensor saat ini inferensi statistik terutama estimasi parameter diperlukan dalam menganalisis data empiris jelas hasil estimasi yang diperoleh diharapkan menjadi estimator yang baikyaitu untuk memenuhi sifat varians yang tidak memihak dan minimum yang makalah ini akan membahas hasil estimasi parameter distribusi gamma umum dengan data yang disensor kanan tipe 1 melalui simulasi menggunakan metode maksimalisasi ekspektasi dan metode estimasi kemungkinan maksimum simulasi dilakukan dengan menghasilkan data dan data yang menghasilkan data dan pembuatan data maksimum dilakukan dengan menghasilkan data dan menghasilkan data dengan menghasilkan dengan menghasilkan data dengan menghasilkan dengan menghasilkan data dengan menghasilkan data dengan menghasilkan data dengan menghasilkan data dengan menghasilkan data dengan menghasilkan data dengan menghasilkan data dengan menghasilkan data dengan menghasilkan data dengan menghasilkan datadengan ukuran sampel 25 50 100 200 500 1000 1500 dan 2000 serta menentukan data yang disensor 10% 20% dan 30% dengan pengaturan pertama parameter yang digunakan yang diperoleh dari data pasien dengan kanker lambung yaitu α 1,0649 β 1.072 θ59.766 Berdasarkan hasil yang diperoleh dari simulasi pada dua metode estimasi bahwa estimasi parameter menggunakan metode estimasi kemungkinan maksimum lebih baik daripada metode maksimalisasi ekspektasi karena memberikan nilai bias dan MSE yang lebih kecil di mana semakin besar ukuran sampel yang digunakan parameter yang diperkirakan. ParameterNilai akan lebih dekat ke parameter sebenarnya sebagai tambahan metode maksimalisasi ekspektasi juga dapat digunakan sebagai estimasi alternatif parameter distribusi gamma umum dengan data yang disensor kanan tipe 1 karena memiliki nilai bias dan MSE mendekati metode MLE"
2503,['FKIP22'],the effect of problem based learning and openended learning on mathematics creative thinking ability a meta analysis study,this study aims to analyze the effect of problem based learning pbl and open ended learning oel on the ability to think creative mathematically based on the effect size category education level and learning materials this research method is a metaanalysis by reviewing several journals that have been published online this study used 15 journals on pbl and 15 journals on oel related to mathematical creative thinking skills the instrument in this metaanalysis was carried out with a coding category sheet according to the research variables namely the year of the study the title of the study the level of education the material used in the study also the independent variable and dependent variable of study the data analysis technique used is descriptive statistics the results of the metaanalysis showed that pbl had a higher effect than oel on students mathematical creative thinking abilities based on the level of education pbl has more influence on junior high school students while oel has more influence on students at high school level in terms of learning materials pbl has more influence on spldv material than other materials while oel has more influence on social arithmetic material,['L1'],Jurnal Pendidikan MIPA,Universitas Lampung,2021-06-01,,,en,Penelitian ini bertujuan untuk menganalisis efek dari pembelajaran berbasis masalah PBL dan pembelajaran terbuka OEL pada kemampuan untuk berpikir kreatif secara matematis berdasarkan efek tingkat pendidikan ukuran kategori dan materi pembelajaran metode penelitian ini adalah metaanalisis dengan meninjau beberapa jurnal yang telah dipublikasikan secara onlineStudi ini menggunakan 15 jurnal tentang PBL dan 15 jurnal tentang OEL terkait dengan keterampilan berpikir kreatif matematika instrumen dalam metaanalisis ini dilakukan dengan lembar kategori pengkodePendidikan Materi yang digunakan dalam penelitian ini juga variabel independen dan variabel dependen studi Teknik analisis data yang digunakan adalah statistik deskriptif hasil metaanalisis menunjukkan bahwa PBL memiliki efek yang lebih tinggi daripada OEL pada siswa kemampuan berpikir kreatif matematika berdasarkan tingkat pendidikanPBL memiliki lebih banyak pengaruh pada siswa sekolah menengah pertama sementara OEL memiliki lebih banyak pengaruh pada siswa di tingkat sekolah menengah dalam hal materi pembelajaran PBL memiliki lebih banyak pengaruh pada materi SPLDV daripada materi lain sementara OEL memiliki pengaruh lebih pada materi aritmatika sosial
2504,,emodule development based on pbl integrated stem assisted by social media to improve critical thinking skill a preliminary study,this research aims to develop an electronic module emodule based on problembased learning pbl integrated into science technology engineering and mathematics stem assisted by social media to improve students critical thinking skills in a dynamic fluid material the development of this research used a mixedmethod consisting of qualitative and quantitative data this study involved 308 students and 17 physics teachers in lampung province the results of the preliminary research conducted by only 12.5% of teachers used stem integrated pblbased emodules to improve students critical thinking skills and 46.6% of students stated that they only used printed books when physics learning 100% of teachers and 88.2% of students stated that they need emodules to make learning easier 50% of teachers stated that they use social media as a learning tool based on the results of the preliminary study the use of emodules is needed by teachers and students a need analysis needs to be done for the development of emodule integrates stemassisted pblbased social media to enhance students critical thinking skills,['L1'],Journal of Physics: Conference Series,IOP Publishing,2021,,,en,"Penelitian ini bertujuan untuk mengembangkan emodul modul elektronik berdasarkan pembelajaran berbasis masalah PBL yang terintegrasi ke dalam teknik teknologi sains dan matematika yang dibawa oleh media sosial untuk meningkatkan keterampilan berpikir kritis siswa dalam bahan cairan yang dinamis. Pengembangan penelitian ini menggunakan metode campuran yang terdiri dari kualitatif dan kuantitatifData Studi ini melibatkan 308 siswa dan 17 guru fisika di Provinsi Lampung hasil penelitian pendahuluan yang dilakukan oleh hanya 12,5% guru menggunakan emodul berbasis PBLS STEM yang terintegrasi untuk meningkatkan keterampilan berpikir kritis siswa dan 46,6% siswa menyatakan bahwa mereka hanya menggunakan buku cetak ketika mereka menggunakan buku cetak ketika mereka menggunakan buku cetak ketika mereka menggunakan buku cetak ketika mereka menggunakan buku cetak ketika mereka menggunakan buku cetak ketika mereka menggunakan buku cetak ketika mereka menggunakan buku cetak ketika mereka menggunakan buku cetak ketika mereka menggunakan buku cetak ketika mereka menyatakan bahwa mereka hanya menggunakan buku cetak ketika mereka menyatakan bahwa mereka menyatakan bahwa mereka menyatakan bahwa mereka menyatakan bahwa mereka menyatakan bahwa mereka menyatakan bahwa mereka menyatakan bahwa mereka menyatakan bahwa mereka menyatakan bahwa mereka menyatakan bahwa mereka menggunakan buku cetak ketika mereka menggunakan buku cetak saat mereka menggunakan buku cetak dan 46,6% dariFisika belajar 100% guru dan 88,2% siswa menyatakan bahwa mereka membutuhkan emodul untuk membuat pembelajaran lebih mudah 50% guru menyatakan bahwa mereka menggunakan media sosial sebagai alat pembelajaran berdasarkan hasil studi pendahuluan penggunaan emodule diperlukan oleh gurudan siswa, sebuah analisis kebutuhan harus dilakukan untuk pengembangan emodule mengintegrasikan media sosial berbasis pbl yang distemasi untuk meningkatkan keterampilan berpikir kritis siswa"
2505,['FP5'],implikasi terbitnya undang undang nomor 23 tahun 2014 terhadap sumber daya manusia pada uptd kesatuan pengelolaan hutan produksi gedong wani provinsi lampung,abstract the success of managing the forest management unit cannot be separated from the availability of human resources the purpose of this study is to study the implications of the issuance of law number 23 of 2014 concerning regional government on human resources in the gedong wani production forest management unit data obtained through interviews and library studio analyzed descriptively qualitative the results showed that there have been changes in human resources in the regional technical implementation unit uptd kphp gedong wani in addition there are also several inhibiting and supporting factors in its application the most important implication is an increase in human resources both in quantity and quality due to the transfer of authory from the center to the regions education and training are still needed to guarantee and improve the quality of human resources in the uptd kphp gedong wani,['SD'],Jurnal Hutan Tropis,Fakultas Kehutanan Universitas Lambung Mangkurat,2021-04,,"['law', 'implementation', 'production forest management unit', 'hrd', 'organizational structure']",en,"Abstrak Keberhasilan mengelola unit pengelolaan hutan tidak dapat dipisahkan dari ketersediaan sumber daya manusia, tujuan dari penelitian ini adalah untuk mempelajari implikasi dari penerbitan hukum nomor 23 tahun 2014 tentang pemerintah daerah tentang sumber daya manusia di Gedong Wani Manajemen Hutan Produksi Hutan Wani Gedong WaniData unit yang diperoleh melalui wawancara dan studio perpustakaan yang dianalisis secara deskriptif kualitatif hasil menunjukkan bahwa ada perubahan sumber daya manusia dalam unit implementasi teknis regional UPTD KPHP GEDONG WANI Selain itu juga ada beberapa faktor penghambat dan pendukung dalam aplikasinya. Implikasi yang paling pentingPeningkatan Sumber Daya Manusia Baik dalam Kuantitas dan Kualitas Karena Pemindahan Authory Dari Pusat ke Pendidikan dan Pelatihan Daerah masih diperlukan untuk menjamin dan meningkatkan kualitas sumber daya manusia di UPTD KPHP Gedong Wani"
2506,['FISIP3'],dana desa and trust issue case studies in desa sumber jaya pesawaran lampung indonesia,this research aims to find the impact of village fund dana desa programs on social capital and political participation in the village or rural area in indonesia this is a case study research located in sumber jaya village desa sumber jaya pesawaran regency lampung province we also used a quantitative wellinformed person assessment research method a method that assesses the issue of research by asking the stakeholders who have good information about the research topic there were 33 research respondents who were subsequently asked through questionnaires the results show that there is still a high tradition of gotong royong and guyub culture in sumber jaya village however when we asked them whether the influence of village funds on social capital and political participation generally respondents think that there was an influence as seen by the trend of declining scores when we asked by combining the variable of village funds together with social capital and political participation regarding this result our policy recommendation for future village fund policy based on the game theory model is that government should spend more on social safety net programs or universal basic income in the form of private goods rather than infrastructure spending in the form of public goods,['JQ'],"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik",Jurusan Administrasi Negara,2021-05,,,en,Penelitian ini bertujuan untuk menemukan dampak dana desa Dana Desa Program pada modal sosial dan partisipasi politik di desa atau daerah pedesaan di Indonesia Ini adalah penelitian studi kasus yang berlokasi di Provinsi Kabupaten Regency Sumber Jaya Sumber Jaya Jaya Pesawaran kami juga menggunakan kuantitatifMetode Penilaian Penilaian Orang Wellinformed Suatu metode yang menilai masalah penelitian dengan bertanya kepada para pemangku kepentingan yang memiliki informasi yang baik tentang topik penelitian ada 33 responden penelitian yang kemudian ditanya melalui kuesioner hasil menunjukkan bahwa masih ada tradisi tinggi Gotong Royong danBudaya guyub di desa Sumber Jaya namun ketika kami bertanya kepada mereka apakah pengaruh dana desa pada modal sosial dan partisipasi politik umumnya responden berpikir bahwa ada pengaruh seperti yang terlihat oleh tren penurunan skor ketika kami bertanya dengan menggabungkan variabel dana desa bersama -samaDengan modal sosial dan partisipasi politik mengenai hasil ini rekomendasi kebijakan kami untuk kebijakan dana desa di masa depan berdasarkan model teori permainan adalah bahwa pemerintah harus menghabiskan lebih banyak untuk program jaring pengaman sosial atau pendapatan dasar universal dalam bentuk barang pribadi daripada pengeluaran infrastruktur di dalamBentuk Barang Publik
2507,['FKIP20'],the effect plyometric training with activepassive recovery for 8 weeks on performance physical abilities male judo athletes,background and study aim judo is a popular sport with dynamic characteristics and requires high physical abilities to achieve achievement the purpose of this study was to analyze the effects of plyometric exercises with activepassive recovery for eight weeks to improve the physical ability of male judo athletes material and methods this study used an experimental method a total of 36 male judoka participated as samples and were randomly divided into three groups the plyometric experimental group with active recovery 21.8 1.78 years 1.70 0.06 m 71.1 13.5 kg plyometric experimental group with passive recovery 21.7 2.53 years 1.71 0.06 m 63.8 10.1 kg and the control group 21.4 2.30 years 1.72 0.05 m 67.4 7.76 kg the training program was conducted for eight weeks with a frequency of 3 times week the experimental group was treated with plyometric training after warmup judo training and postexercise activepassive recovery intervention the control group continued regular judo training the statistical analysis procedure used the anova test to determine the difference and comparison of the pretest and posttest mean values in the control and experimental groups with a significance level p 0.05 results the results showed differences in the average value of experimental and control groups found significant to the vo2max endurance and leg power meanwhile no significant difference occurred in left and right grip strength flexibility and speed conclusions the study concluded that plyometric training with activepassive recovery positively affects male judoka s vo2max endurance and leg power,"['L1', 'LB1501', 'LC5201']",The effect plyometric training with active-passive recovery for 8 weeks on performance physical abilities male judo athletes,PEDAGOGY OF PHYSICAL CULTURE AND SPORTS,2021-12-31,,,en,"Latar Belakang dan Studi AIM Judo adalah olahraga populer dengan karakteristik dinamis dan membutuhkan kemampuan fisik yang tinggi untuk mencapai pencapaian tujuan dari penelitian ini adalah untuk menganalisis efek latihan plyometrik dengan pemulihan aktif selama delapan minggu untuk meningkatkan kemampuan fisik atlet judo pria dan materi judo pria dan materi judo pria danMetode Studi ini menggunakan metode eksperimental total 36 judoka pria berpartisipasi sebagai sampel dan secara acak dibagi menjadi tiga kelompok kelompok eksperimen plyometrik dengan pemulihan aktif 21,8 1,78 tahun 1,70 0,06 M 71,1 13,5 kg kelompok eksperimen plyometrik dengan pemulihan pasif 21,7 2,53 tahun 1,71 0,06 kg dengan pemulihan pasif 21,7 2,53 tahun 1,71 0,06 kg dengan pasif 21,7 2,53 tahun 1,71 0,06 kg dengan pasif 21,7 2,53 tahun 1,71 0,06 kg dengan pasif 21,7 2,53 tahun 1,71 0,06 kg dengan pasif 21,7 2,53 tahun 1,71 0,71 0,06 kg dengan pasif 21,7 2,53 KG dengan pemulihan pasif 21,7 tahun 1,71,71,71,71,7.M 63.8 10.1 kg dan kelompok kontrol 21.4 2.30 tahun 1,72 0,05 m 67,4 7,76 kg Program pelatihan dilakukan selama delapan minggu dengan frekuensi 3 kali minggu kelompok eksperimen diobati dengan pelatihan plyometrik setelah pelatihan judo pemanasan dan intervensi pemulihan aktif pasca latihan.Kelompok Kontrol Lanjutan Pelatihan Judo Reguler Prosedur analisis statistik menggunakan uji ANOVA untuk menentukan perbedaan dan perbandingan nilai rata -rata pretest dan posttest dalam kelompok kontrol dan eksperimen dengan tingkat signifikansi P 0,05 hasil. Hasilnya menunjukkan perbedaan dalam nilai rata -rata eksperimentaldan kelompok kontrol yang ditemukan signifikan terhadap daya tahan vo2max dan kekuatan kaki sementara itu tidak ada perbedaan yang signifikan terjadi pada fleksibilitas kekuatan cengkeraman kiri dan kanan dan kesimpulan kecepatan penelitian ini menyimpulkan bahwa pelatihan plyometrik dengan pemulihan aktif secara positif mempengaruhi ketahanan judoka vo2max judoka pria dan kekuatan kaki judoka pria s pria judoka s pria judoka pria s vo2max judoka judoka pria s laki -laki dan kekuatan kaki judoka pria s laki judoka"
2508,['FMIPA3'],pemrosesan data utang piutang dengan menerapkan sistem informasi akuntansi berbasis web,pt zaky beef zbeef indonesia is a company engaged in general services and trading namely as a beef cattle supplier in the bandar lampung region which is located at jl pisang tanduk no 51 subdistrict of susunan baru tanjung karang barat district bandar lampung city apart from providing beef cattle to its customers namely distributors and small shops the accounting information system in depts process is a computerized and webbased accounting information system that is useful for recording the process of accounts payable in business activities it is necessary to record accounts payable so that business owners can make the right decisions in managing their business the accounting information system depts process has been developed by providing several features to facilitate the recording of the accounts depts process these features are login feedlot customer cattle data purchases cattle stock sales company accounts payable data customer receivable data account data reports the development of this system uses the php programming language and uses the waterfall method while for modeling software using staruml and mariadb as data storage media with a database management system by mysql the system testing technique used in this research is blackbox testing for testing its functionality while nonfunctional testing is done by giving a questionnaire the test results obtained are in good category and in accordance with user requirements but still need to be developed to maximize features,['QA76'],Pepadun,Jurusan Ilmu Komputer FMIPA Universitas Lampung,2021,,,en,"Pt Zaky Beef Zbeef Indonesia adalah perusahaan yang terlibat dalam layanan umum dan berdagang yaitu sebagai pemasok sapi daging sapi di wilayah Lampung Bandar yang terletak di Jl Pisang Tanduk No 51 Kota Lampung Kota Susunan Tanjung Karang Karang Bandar Lampung yang terpisah dari menyediakan teras roda gigi sutradter Susunan Tanjung Karang Karang Bandi Lampung yang terpisah dari menyediakan sarat sapi janah Susunan Tanjung Karang Karang Karang Barat yang terpisahBagi pelanggannya yaitu distributor dan toko -toko kecil Sistem Informasi Akuntansi dalam proses Depts adalah sistem informasi akuntansi yang terkomputerisasi dan berbasis web yang berguna untuk merekam proses yang dibayarkan dalam kegiatan bisnis, perlu untuk merekam akun yang harus dibayarkan sehingga pemilik bisnis dapat membuat tersebut dapat membuat mereka membuat akun tersebut dapat membuat akun tersebut dapat membuat akun tersebut dapat membuat mereka membuat akun tersebut dapat membuat akun agar dapat membuat akun tersebut dapat membuat akun bisnis tersebut dapat membuat mereka membuat akun agar ada.Keputusan yang Tepat dalam Mengelola Bisnis Mereka Proses Departemen Sistem Informasi Akuntansi telah dikembangkan dengan menyediakan beberapa fitur untuk memfasilitasi perekaman proses Depts Akun Fitur ini adalah login Feedlot Pelanggan Data Pembelian Data Saham Saham Penjualan Perusahaan Data Hutang Data Piutang Data Data Laporan Data Akun Data Pelanggan Laporan Data Pelanggan Laporan Data Data Pelanggan Laporan Data Pelanggan Laporan Data Pelanggan Laporan Data Pelanggan Laporan Data Pelanggan DataPengembangan sistem ini menggunakan bahasa pemrograman PHP dan menggunakan metode air terjun sementara untuk pemodelan perangkat lunak menggunakan staruml dan mariadb sebagai media penyimpanan data dengan sistem manajemen basis data oleh mysql teknik pengujian sistem yang digunakan dalam penelitian ini adalah pengujian blackbox untuk menguji fungsinya sementaraPengujian nonfungsional dilakukan dengan memberikan kuesioner hasil tes yang diperoleh dalam kategori yang baik dan sesuai dengan persyaratan pengguna tetapi masih perlu dikembangkan untuk memaksimalkan fitur"
2509,,pengaruh periode pemanenan resin damar terhadap pendapatan petani repong damar di pekon labuhan mandi pesisir barat,repong damar is a plot of land planted with various types of productive plants from various types of timber with economic value the term repong damar is because the plant that is dominated by this plot of land is damar eye cat shorea javanica the cat s eye resin tree shorea javanica produces a type of nonwood forest product in the form of resin resin damar is one of the mainstay commodities which is a source of income for the community because it can produce in a short period and has sustainable management compared to other types of plants found in repong damar pesisir barat regency lampung province the research objective was to determine the relationship between the harvesting period and the quantity and quality of resin damar which affects the income of resin farmers in labuhan mandi pesisir barat regency lampung province data collection was carried out in juneaugust 2020 the sampling used in this study was purposive this method was chosen to obtain uniformity in terms of the same growing area a form of management and plant genetic factors the data were taken in the form of resin tree quantity in 3 harvesting periods namely a 2 weeks b 3 weeks c 4 weeks the percentage of resin quality based on market quality namely 1 ab 2 c 3 d 4 e 5 ash and the selling price of resin at the farmer level for each quality data analysis was performed using quantitative methods to calculate the amount of resin production percentage of resin quality and farmer income the results showed that a harvest period of 4 weeks produced the highest resin quantity month compared to a harvesting period of 3 weeks and a harvesting period of 2 weeks the 4 week harvesting period also provides a higher percentage of ab resin quality than the 3 week harvesting period and the 2 week harvesting period therefore the 4 week harvesting period provides higher farmer income than the 3 week harvesting period and 2 week harvesting period,['SD'],Jurnal Tengkawang,"Fakultas Kehutanan, Universitas Tanjungpura",2021,,,en,Repong Damar adalah sebidang lahan yang ditanam dengan berbagai jenis tanaman produktif dari berbagai jenis kayu dengan nilai ekonomi istilah Repong Damar adalah karena tanaman yang didominasi oleh sebidang tanah ini adalah damar mata kucing shorea javanica pohon resin mata kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing kucing adalah kucing kucing resin resin kucing kucing kucing kucing kucing kucingShorea javanica menghasilkan jenis produk hutan non -kayu dalam bentuk resin resin damar adalah salah satu komoditas andalan yang merupakan sumber pendapatan bagi masyarakat karena dapat diproduksi dalam waktu singkat dan memiliki manajemen yang berkelanjutan dibandingkan dengan jenis tanaman lainnya yang ditemukanDi Repong Damar Pesisir Barat Regency Provinsi Lampung Tujuan Penelitian adalah untuk menentukan hubungan antara periode pemanenan dan kuantitas dan kualitas resin damar yang mempengaruhi pendapatan petani resin di Labuhan Mandi Pesisir Barat Regency Lampung Provinsi Koleksi Data dilakukan di Juneaugustust2020 Pengambilan sampel yang digunakan dalam penelitian ini bertujuan metode ini dipilih untuk mendapatkan keseragaman dalam hal area pertumbuhan yang sama bentuk manajemen dan faktor genetik tanaman data diambil dalam bentuk kuantitas pohon resin dalam 3 periode panen yaitu 2 minggub 3 minggu c 4 minggu Persentase kualitas resin berdasarkan kualitas pasar yaitu 1 ab 2 c 3 d 4 e 5 abu dan harga jual resin di tingkat petani untuk setiap analisis data kualitas dilakukan dengan menggunakan metode kuantitatif untuk menghitung jumlah tersebutPersentase produksi resin dari kualitas resin dan pendapatan petani hasilnya menunjukkan bahwa periode panen 4 minggu menghasilkan bulan kuantitas resin tertinggi dibandingkan dengan periode pemanenan 3 minggu dan periode pemanenan 2 minggu periode pemanenan 4 minggu juga memberikan yang lebih tinggiPersentase kualitas resin AB dari periode pemanenan 3 minggu dan periode pemanenan 2 minggu oleh karena itu periode pemanenan 4 minggu memberikan pendapatan petani yang lebih tinggi daripada periode pemanenan 3 minggu dan periode pemanenan 2 minggu
