,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
500,['FP23'],peer review prosiding dengan judul tracking the fate of organic matter residue using soil dispersion ratio under intensive farming in red acid soil of lampung indonesia,organic matter or compost which applied to the soil can improve soil physical properties such as forming microaggregates and increasing soil water holding capacity however the effect and the sustainability in the soil depended on the type of organic matter origin and its composition as well as its environment this study aims to determine the fate of organic material which is mainly its composition from cowdung using simple tools soil dispersion ratio dr a soil survey was done to the area with different land use and organic matter compost application the area with no compost application 0 t ha-1 including in cassava oil palm and pineapple 3 locations while area with banana and guava applied with compost around 50 t ha-1 -100 t ha-1 and pineapple with 180 t ha-1 the experiment showed that the soils were generally categorized as moderately to extremely dispersive except cassava was little dispersive clay particles were mostly binded by organic material by the mechanism of cation brigde and contributied 50% of clay aggregate form and the highest one was in cassava,['S1'],,-,2022-03-08,,,en,bahan organik atau kompos yang diterapkan pada tanah dapat meningkatkan sifat fisik tanah seperti membentuk mikroagregat dan meningkatkan kapasitas penahan air tanah namun efek dan keberlanjutan di tanah tergantung pada jenis asal bahan organik dan komposisinya serta lingkungannya ini iniStudi bertujuan untuk menentukan nasib bahan organik yang terutama merupakan komposisinya dari cowdung menggunakan alat sederhana rasio dispersi tanah dr a Survei tanah dilakukan ke daerah dengan penggunaan lahan yang berbeda dan aplikasi kompos bahan organik area tanpa aplikasi kompos 0 t ha-1 termasuk di kelapa sawit singkong dan nanas 3 lokasi sementara area dengan pisang dan jambu diterapkan dengan kompos sekitar 50 t ha-1 -100 t ha-1 dan nanas dengan 180 t ha-1 percobaan menunjukkan bahwa tanah umumnya dikategorikan secara moderatUntuk sangat dispersif kecuali singkong adalah sedikit partikel tanah liat dispersif sebagian besar diikat oleh bahan organik dengan mekanisme kation brigde dan berkontribusi 50% bentuk agregat tanah liat dan yang tertinggi adalah di singkong singkong
501,['FP23'],peer review prosiding dengan judul agrotechnology approach of laboratorium lapang terpadu faculty of agriculture university of lampung by land units,"laboratorium lapang terpadu faculty of agriculture university of lampung is required to support lampung university vision mission and vision of the faculty of agriculture lampung university aside from being a supporter of the the learning process and research can also be used as a showcase show window this study aims to studying alternative approach to land management with land units the method used is a survey method that consists of the preparation phase a preliminary survey primary survey soil analysis in the laboratory and data analysis evaluation of erosion using the universal soil loss equation usle the results showed that the erosion of the land unit no 2 is still well below the tolerable erosion erosion on the land units no 3 with 8-15% slope by using a mixture of garden soil and pasture that is 100.29 t ha yr erosion on land units no 4 and no 5 respectively of 831.74 t ha yr and 381.81 t ha yr erosion on land units 3,4 and 5 have exceeded the value of erosion that can still be tolerated and require agrotechnology agrotechnology approach for land units no 3 is p0 patio bench without plants or a combination of bench terraces and swidden p1c6 land units 4 with the perfect combination of bench terraces and not in the specified moor p1c2 or patio bench is perfect and good pasture p1c1 5 land units with a combination of bench terraces and a high density of annual plants p1c3 or with an annual plant density is p1c4 keywords land unit agrotechnology approach erosion corganic land use",['S1'],,-,2022-03-08,,,en,"Laboratorium Lapang Terpadu Fakultas Pertanian Universitas Lampung Diperlukan untuk Mendukung Misi Visi Universitas Lampung dan Visi Fakultas Pertanian Universitas Lampung selain dari menjadi pendukung proses pembelajaran dan penelitian juga dapat digunakan sebagai jendela pertunjukan showcase.Untuk mempelajari pendekatan alternatif untuk pengelolaan lahan dengan unit lahan, metode yang digunakan adalah metode survei yang terdiri dari fase persiapan survei awal survei analisis tanah survei di laboratorium dan analisis data evaluasi erosi menggunakan persamaan kehilangan tanah universal USLE hasil menunjukkan bahwaErosi unit tanah No 2 masih jauh di bawah erosi erosi yang dapat ditoleransi pada unit tanah No 3 dengan 8-15% kemiringan dengan menggunakan campuran tanah kebun dan padang rumput yaitu 100,29 t ha yr erosi pada unit tanah No 4 dan dan padang rumputNo 5 masing -masing dari 831,74 t ha yr dan 381,81 t ha yr erosi pada unit tanah 3,4 dan 5 telah melampaui nilai erosi yang masih dapat ditoleransi dan memerlukan pendekatan agroteknologi agroteknologi untuk unit lahan No 3 adalah bangku P0 patio tanpa tanaman atau tanaman atau tanaman teknologi Teknologi TanKombinasi teras bangku dan unit tanah P1C6 Swidden 4 dengan kombinasi sempurna dari teras bangku dan tidak di Moor P1C2 atau bangku teras yang ditentukan adalah unit tanah P1C1 5 yang baik dengan kombinasi teras bangku dan kepadatan tinggi tanaman tahunan tahunan yang tinggip1c3 atau dengan kepadatan tanaman tahunan adalah kata kunci p1c4 unit lahan pendekatan agroteknologi erosi penggunaan lahan organik"
502,['FP23'],peer review prosiding dengan judul alternatif pengelolaan lahan laboratorium lapang terpadu fakultas pertanian universitas lampung dengan pendekatan satuan lahan,"faculty of agriculture unila unified field laboratory is required to support lampung university vision mission and vision of the faculty of agriculture lampung university aside from being a supporter of the pbm the learning process and research can also be used as a showcase show window this study aims to evaluate the erosion of the unified field laboratory fp unila and studying alternative approach to land management with land units the method used is a survey method that consists of the preparation phase a preliminary survey primary survey soil analysis in the laboratory and data analysis evaluation of erosion using the universal soil loss equation usle the experiment was conducted from april 2012 until may 2012 located at integrated field laboratory the faculty of agriculture lampung university the results showed that the erosion of the land unit 2 is still well below the tolerable erosion erosion on the land units 3 slope 8-15% by using a mixture of garden soil and pasture that is 100.29 t ha yr erosion on land units 4 and 5 respectively of 831.74 t ha yr and 381.81 t ha yr erosion on land units 3,4 and 5 have exceeded the value of erosion that can still be tolerated and require agrotechnology agrotechnology for land units 3 is p0 patio bench without plants or a combination of bench terraces and swidden p1c6 land units 4 with the perfect combination of bench terraces and not in the specified moor p1c2 or patio bench is perfect and good pasture p1c1 5 land units with a combination of bench terraces and a high density of annual plants p1c3 or with an annual plant density is p1c4 organic land use",['S1'],,-,2022-03-08,,"['land unit', 'agrotechnology', 'erosion', 'c']",en,"Fakultas Pertanian UNILA Laboratorium Lapangan Terpadu Diperlukan untuk Mendukung Misi Visi Universitas Lampung dan Visi Fakultas Pertanian Universitas Lampung selain dari menjadi pendukung PBM Proses pembelajaran dan penelitian juga dapat digunakan sebagai showcase show window yang bertujuan untuk penelitian iniPersamaan Kehilangan Tanah Universal Usle Percobaan dilakukan dari April 2012 hingga Mei 2012 yang berlokasi di Laboratorium Lapangan Terpadu Fakultas Pertanian Lampung University Hasilnya menunjukkan bahwa erosi unit tanah 2 masih jauh di bawah erosi yang dapat ditoleransi pada unit darat darat 23 kemiringan 8-15% dengan menggunakan campuran tanah kebun dan padang rumput yaitu 100,29 t ha yr erosi pada unit tanah 4 dan 5 masing-masing dari 831,74 t ha yr dan 381,81 t ha yr erosi pada unit tanah 3,4 dan 5 telah melebihi erosiNilai erosi yang masih dapat ditoleransi dan memerlukan agroteknologi agroteknologi untuk unit tanah 3 adalah bangku teras P0 tanpa tanaman atau kombinasi teras bangku dan unit tanah p1c6 yang Swidden atau kombinasi yang sempurna dari teras bangku dan bukan di moor p1c2 yang ditentukan atau atau yang ditentukan atau moor p1c2 atau tertentu atau kombinasi yang ditentukan moor p1c2 atau yang ditentukan atau yang ditentukan atau moor p1c2 atau dengan moor p1c2 yang ditentukan atau yang ditentukan atau yang ditentukan moor p1c2 atau dengan moor p1c2 atau yang ditentukan atau bukan moor p1c2 atau yang ditentukan atau bukan moor p1c2 atau yang ditentukan moor p1c2 atau yang ditentukan atau bukan moor p1c2 atau yang ditentukan moor p1c2 atau yang ditentukan atau bukan moor p1c2 atau tidak di Moor Moor P1C2 atau yang ditentukanBangku teras sempurna dan padang rumput yang baik P1C1 5 unit tanah dengan kombinasi teras bangku dan kepadatan tinggi tanaman tahunan P1C3 atau dengan kepadatan tanaman tahunan adalah P1C4 penggunaan lahan organik P1C4"
503,['FP23'],peer review prosiding dengan judul kajian p0tensi lahan alangalang imperata cyrindrica l beauv telaah sifat fistk kimia dan biologi,"the land problems that were covered by alangalang imperata cylindrica l beauv is how to manage them to become a productive agricultural land and to make them sustainable for agriculture the main problem in land covered by alangalang ere poorly in soil physical chemical and biological properties this experiment aims were to study the changes in soil physical chemical and biological properies at different ages of growth alangalang in its land the experiment was arranged by split plots in a randomized block design the min plot was the age of alangalang 1,5 and 10 years and the subplot were depth of soil 0-5 5-15 and 15-30 cm the results showed that the age of covered alangalang have a capability to improve physical chemical and biological soil properties of soil magnesium increased up to 239% 5 years and 71% age 10 years compared to land covered by alangalang at the age of 1 year for biological properties land covered by alangalang increased of earthworm population up to 66,45% 5 yars and 56% age 10 years higher than land that od the age of 1 year",['S1'],,-,2022-03-08,,,en,"Masalah lahan yang ditanggung oleh Alangalang Imperata Cylindrica l Beauv adalah bagaimana mengelolanya untuk menjadi lahan pertanian yang produktif dan menjadikannya berkelanjutan untuk pertanian masalah utama di lahan yang ditutupi oleh Alangalang yang buruk dalam sifat fisik dan biologis yang bertujuan eksperimen ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan ini bertujuan eksperimen ini. Eksperimen ini bertujuan.adalah untuk mempelajari perubahan bahan kimia fisik dan biologis fisik pada usia yang berbeda dari pertumbuhan alangalang di tanahnya percobaan diatur oleh plot split dalam desain blok acak plot min adalah usia alangalang 1,5 dan 10 tahun dan subplotkedalaman tanah 0-5 5-15 dan 15-30 cm Hasilnya menunjukkan bahwa usia alangalang tertutup memiliki kemampuan untuk meningkatkan sifat fisik dan biologis tanah magnesium tanah meningkat hingga 239% 5 tahun dan 71% usia 10tahun dibandingkan dengan tanah yang ditutupi oleh alangalang pada usia 1 tahun untuk sifat biologis tanah yang ditutupi oleh alangalang peningkatan populasi cacing tanah hingga 66,45% 5 yar dan 56% usia 10 tahun lebih tinggi dari tanah yang pada usia 1 tahun"
504,['FP23'],peer reviewer jurnal dengan judul change of soil biomass carbon microorganism in ultisols soil due to application of humic acid and phosphate fertilization,soil biomass carbon microorganism cmic is one indicator of soil fertility the application of humic acid vermicompost aqueous extract and tsp fertilization applied to the soil will affect the activity of soil microorganisms this research aimed to study the effect of humic acid vermicompost extract and tsp fertilization on cmic the first factor was the application of humic acid h namely without humic acid commercial origin and humic acidlike from watery extract vermicompost the second factor is tsp fertilization p divided into four dose levels without tsp fertilizer tsp fertilizer 100 kg ha-1 tsp fertilizer 200 kg ha-1 and tsp fertilizer 300 kg ha-1 data were analyzed by analysis of variance and continued with the least significant difference lsd test at the 5% significance level the correlation between corganic soil ph soil temperature soil moisture content stalk dry weight and weight of corn kernels with cmic was tested by correlation test the results showed that the application of humic acid and tsp fertilization had no significant effect on cmic and there was no interaction between the two at seven days after planting dap 56 dap and 104 dap there was a correlation between soil organic carbon 7 dap r 0.34 56 dap r 0.59 and 104 dap r 0.53 soil moisture content at 7 dap r 0.36 soil ph at 56 dap r 0.42 and 104 dap r 0.43 soil temperature at 104 dap r -0.52 stalk dry weight at 56 dap r 0.34 corn kernels weight at 113 dap r 0.65 with cmic,['S1'],,-,2022-03-08,,,en,"biomassa tanah karbon mikroorganisme cMIC adalah salah satu indikator kesuburan tanah. Penerapan asam humat asam humat Ekstrak berair dan pemupukan TSP yang diterapkan pada tanah akan mempengaruhi aktivitas mikroorganisme tanah yang bertujuan untuk mempelajari pengaruh ekstrak kompos asam humic dan pemupukan TSP pada CMICFaktor pertama adalah penerapan asam humic heMen tanpa asal asam humic dan asam humic seperti dari ekstrak berair kompos kompos faktor kedua adalah fertilisasi tsp p dibagi menjadi empat kadar dosis tanpa pupuk TSP pupuk TSP 100 kg ha-1 tsp pupuk 200 kg ha ha ha ha-1 dan TSP pupuk 300 kg data ha-1 dianalisis dengan analisis varians dan dilanjutkan dengan uji LSD perbedaan yang paling tidak signifikan pada tingkat signifikansi 5% korelasi antara pH tanah suhu tanah suhu tanah kadar tanah batang kering dan berat jagung.Kernel dengan CMIC diuji dengan uji korelasi. Hasilnya menunjukkan bahwa penerapan asam humat dan fertilisasi TSP tidak memiliki efek yang signifikan pada CMIC dan tidak ada interaksi antara keduanya pada tujuh hari setelah menanam DAP 56 DAP dan 104 DAP ada korelasi antarakarbon organik tanah 7 dap r 0,34 56 dap r 0,59 dan 104 dap r 0,53 kadar air tanah pada 7 dap r 0,36 pH tanah pada 56 dap r 0,42 dan 104 dap r 0,43 suhu tanah pada 104 dap r -0,52 bobot kering pada 56 dapR 0,34 Kernel Jagung Berat pada 113 DAP R 0,65 dengan CMIC"
505,['FP23'],similarity check proceeding tracking the fate of organic matter residue using soil dispersion ratio under intensive farming in red acid soil of lampung indonesia,organic matter or compost which applied to the soil can improve soil physical properties such as forming microaggregates and increasing soil water holding capacity however the effect and the sustainability in the soil depended on the type of organic matter origin and its composition as well as its environment this study aims to determine the fate of organic material which is mainly its composition from cowdung using simple tools soil dispersion ratio dr a soil survey was done to the area with different land use and organic matter compost application the area with no compost application 0 t ha-1 including in cassava oil palm and pineapple 3 locations while area with banana and guava applied with compost around 50 t ha-1 -100 t ha-1 and pineapple with 180 t ha-1 the experiment showed that the soils were generally categorized as moderately to extremely dispersive except cassava was little dispersive clay particles were mostly binded by organic material by the mechanism of cation brigde and contributied 50% of clay aggregate form and the highest one was in cassava,['S1'],,-,2022-03-04,,,en,bahan organik atau kompos yang diterapkan pada tanah dapat meningkatkan sifat fisik tanah seperti membentuk mikroagregat dan meningkatkan kapasitas penahan air tanah namun efek dan keberlanjutan di tanah tergantung pada jenis asal bahan organik dan komposisinya serta lingkungannya ini iniStudi bertujuan untuk menentukan nasib bahan organik yang terutama merupakan komposisinya dari cowdung menggunakan alat sederhana rasio dispersi tanah dr a Survei tanah dilakukan ke daerah dengan penggunaan lahan yang berbeda dan aplikasi kompos bahan organik area tanpa aplikasi kompos 0 t ha-1 termasuk di kelapa sawit singkong dan nanas 3 lokasi sementara area dengan pisang dan jambu diterapkan dengan kompos sekitar 50 t ha-1 -100 t ha-1 dan nanas dengan 180 t ha-1 percobaan menunjukkan bahwa tanah umumnya dikategorikan secara moderatUntuk sangat dispersif kecuali singkong adalah sedikit partikel tanah liat dispersif sebagian besar diikat oleh bahan organik dengan mekanisme kation brigde dan berkontribusi 50% bentuk agregat tanah liat dan yang tertinggi adalah di singkong singkong
506,['FP23'],similarity check proceeding agrotechnology approach of laboratorium lapang terpadu faculty of agriculture university of lampung by land units,"laboratorium lapang terpadu faculty of agriculture university of lampung is required to support lampung university vision mission and vision of the faculty of agriculture lampung university aside from being a supporter of the the learning process and research can also be used as a showcase show window this study aims to studying alternative approach to land management with land units the method used is a survey method that consists of the preparation phase a preliminary survey primary survey soil analysis in the laboratory and data analysis evaluation of erosion using the universal soil loss equation usle the results showed that the erosion of the land unit no 2 is still well below the tolerable erosion erosion on the land units no 3 with 8-15% slope by using a mixture of garden soil and pasture that is 100.29 t ha yr erosion on land units no 4 and no 5 respectively of 831.74 t ha yr and 381.81 t ha yr erosion on land units 3,4 and 5 have exceeded the value of erosion that can still be tolerated and require agrotechnology agrotechnology approach for land units no 3 is p0 patio bench without plants or a combination of bench terraces and swidden p1c6 land units 4 with the perfect combination of bench terraces and not in the specified moor p1c2 or patio bench is perfect and good pasture p1c1 5 land units with a combination of bench terraces and a high density of annual plants p1c3 or with an annual plant density is p1c4 keywords land unit agrotechnology approach erosion corganic land use",['S1'],,-,2022-03-04,,,en,"Laboratorium Lapang Terpadu Fakultas Pertanian Universitas Lampung Diperlukan untuk Mendukung Misi Visi Universitas Lampung dan Visi Fakultas Pertanian Universitas Lampung selain dari menjadi pendukung proses pembelajaran dan penelitian juga dapat digunakan sebagai jendela pertunjukan showcase.Untuk mempelajari pendekatan alternatif untuk pengelolaan lahan dengan unit lahan, metode yang digunakan adalah metode survei yang terdiri dari fase persiapan survei awal survei analisis tanah survei di laboratorium dan analisis data evaluasi erosi menggunakan persamaan kehilangan tanah universal USLE hasil menunjukkan bahwaErosi unit tanah No 2 masih jauh di bawah erosi erosi yang dapat ditoleransi pada unit tanah No 3 dengan 8-15% kemiringan dengan menggunakan campuran tanah kebun dan padang rumput yaitu 100,29 t ha yr erosi pada unit tanah No 4 dan dan padang rumputNo 5 masing -masing dari 831,74 t ha yr dan 381,81 t ha yr erosi pada unit tanah 3,4 dan 5 telah melampaui nilai erosi yang masih dapat ditoleransi dan memerlukan pendekatan agroteknologi agroteknologi untuk unit lahan No 3 adalah bangku P0 patio tanpa tanaman atau tanaman atau tanaman teknologi Teknologi TanKombinasi teras bangku dan unit tanah P1C6 Swidden 4 dengan kombinasi sempurna dari teras bangku dan tidak di Moor P1C2 atau bangku teras yang ditentukan adalah unit tanah P1C1 5 yang baik dengan kombinasi teras bangku dan kepadatan tinggi tanaman tahunan tahunan yang tinggip1c3 atau dengan kepadatan tanaman tahunan adalah kata kunci p1c4 unit lahan pendekatan agroteknologi erosi penggunaan lahan organik"
507,['FH1'],ruwa jurai model the indonesian coastal village legal design,hasil check similarity,['K1'],"Progressive Law Review,",University of Bandar Lampung,2022,,,en,HASIL Periksa kesamaan
508,['FKIP15'],students ability to argue through a scientific approach at the high school level with different accreditation levels in north lampung,background argumentation skill is a crucial ability to be possessed by students argumentation skills can be trained by applying a scientific approach during learning the implementation of the scientific approach in schools can vary it is suspected that one of the causes is the accreditation rating the study aimed to determine the differences in the argumentation skill of high school students based on their accreditation rating methods the research design used is the expost facto design the sample in this study was sampled using the purposive sampling technique results there are differences in students argumentation abilities between accreditation ratings of a b and c conclusions students argumentation skill differs between high school students with accreditation ratings of a b and c the difference in students argumentation skills is caused by differences in the application of the scientific approach applied by teachers in each school,['L1'],Bioeduscience : Jurnal Pendidikan Biologi dan Sains,"Department of Biology Education, Faculty of Teacher Training and Education, Universitas Muhammadiyah Prof. Dr. Hamka",2022-12-31,,,en,Keterampilan argumentasi latar belakang adalah kemampuan penting untuk dimiliki oleh keterampilan argumentasi siswa dapat dilatih dengan menerapkan pendekatan ilmiah selama mempelajari implementasi pendekatan ilmiah di sekolah dapat bervariasi. Dugaan bahwa salah satu penyebabnya adalah peringkat akreditasi yang ditujukan untuk penelitian ini yang ditujukan untuk penelitian ini yang ditujukan untuk penelitian ini yang ditujukan untuk penelitian ini yang ditujukan untuk penelitian ini untuk penelitian yang ditujukan untuk studi yang ditujukan untuk penelitian ini untuk penelitian yang ditujukan untuk studi yang ditujukan.Tentukan perbedaan dalam keterampilan argumentasi siswa sekolah menengah berdasarkan metode peringkat akreditasi mereka yang digunakan penelitian yang digunakan adalah desain facto expost. Sampel dalam penelitian ini disampel menggunakan hasil teknik pengambilan sampel purposive ada perbedaan dalam kemampuan argumentasi siswa antara peringkat akreditasi dariKesimpulan B dan C Keterampilan argumentasi siswa berbeda antara siswa sekolah menengah dengan peringkat akreditasi B dan C perbedaan dalam keterampilan argumentasi siswa disebabkan oleh perbedaan dalam penerapan pendekatan ilmiah yang diterapkan oleh guru di setiap sekolah
509,,effect of consumer skepticism on consumer intention in purchasing green product,the image of environmentally friendly products is often seen as bad consumer doubt that environmentally friendly products are really made with environmentally friendly raw materials this attitude is known as consumer skepticism doubt towards products with an environmentally friendly label consumer skepticism occurs because product advertisements contain confusing information as well as consumer insecurity about the raw material for products that the company claims are environmentally friendly the aims of this study aims to determine the effect of consumer skepticism on green purchase intention this study uses a theoretical approach to consumer behavior control and attitude perceived value and environmental consciousness associated with consumer intentions to buy green products in bandar lampung the study was conducted on april until june 2020 the sample in this research were consumers who had been buying green product the research sample was calculated using the lemeshow method with a margin of error of 5% the minimum number of samples was 236 samples the analysis tool used is regression model the results of this study are the reduction of consumer skepticism about the intention to buy due to the use of social media to promote green products meanwhile the influence of consumer value perceptions and environmental awareness will increase on the purchase intention of green products the implication of this research is that companies must pay attention to communication about green products that are produced so as to reduce consumer doubt another impact if consumers consume green products will lead to environmentally friendly perceptions and attitudes,['S1'],,IOP Conference Series: Earth and Environmental Science,2022,,,en,"Citra produk yang ramah lingkungan sering dipandang sebagai keraguan konsumen yang buruk bahwa produk ramah lingkungan benar -benar dibuat dengan bahan baku yang ramah lingkungan. Sikap ini dikenal sebagai keraguan skeptisisme konsumen terhadap produk dengan skeptisisme konsumen label yang ramah lingkungan terjadi karena iklan produk berisi informasi yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai hal yang membingungkan sebagai yang membingungkan sebagai label yang membingungkan sebagai label yang membingungkanserta rasa tidak aman konsumen tentang bahan baku untuk produk yang diklaim perusahaan ramah lingkungan, tujuan penelitian ini bertujuan untuk menentukan efek skeptisisme konsumen terhadap niat pembelian hijau penelitian ini menggunakan pendekatan teoritis terhadap kontrol perilaku konsumen dan nilai yang dirasakan dan lingkungan yang dirasakan lingkungan dan lingkunganKesadaran yang terkait dengan niat konsumen untuk membeli produk hijau di Bandar Lampung, penelitian ini dilakukan pada bulan April hingga Juni 2020 sampel dalam penelitian ini adalah konsumen yang telah membeli produk hijau sampel penelitian dihitung menggunakan metode lemak.% Jumlah minimum sampel adalah 236 sampel Alat analisis yang digunakan adalah model regresi hasil penelitian ini adalah pengurangan skeptisisme konsumen tentang niat untuk membeli karena penggunaan media sosial untuk mempromosikan produk hijau sementara itu pengaruh persepsi nilai konsumen konsumen sementaraDan kesadaran lingkungan akan meningkat pada niat pembelian produk hijau implikasi dari penelitian ini adalah bahwa perusahaan harus memperhatikan komunikasi tentang produk hijau yang diproduksi sehingga mengurangi keraguan konsumen dampak lain jika konsumen mengkonsumsi produk hijau akan menyebabkan persepsi ramah lingkungan secara lingkungan secara lingkungan akan mengarah pada lingkungan yang ramah lingkungan secara lingkungandan sikap"
