,Unnamed: 0,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
9000,9000,['FISIP3'],mengembalikan kedaulatan partai politik melalui perubahan sistem pemilu,although many theories state that popular sovereignty is the highest in a democratic country if it is not channeled through political parties the sovereignty will change to anarchy therefore the existence of political parties plays a very important role in the development of a country s democracy the development of political parties is also directly related to the electoral system used as happened in indonesia after the 1945 constitution amendment where the electoral system changed from closed proportional to open proportional with the most votes the implication is that political liberalization appears not only in the political elite and between political parties but also in the internal political parties the amendment to law number 2 of 2011 concerning political parties is a necessity because it is not in accordance with law number 7 of 2017 concerning elections especially in the spirit of creating a presidential government system with a simple multiparty system,['JA'],,,2018-11-12,,,en,although many theories state that popular sovereignty is the highest in a democratic country if it is not channeled through political parties the sovereignty will change to anarchy therefore the existence of political parties plays a very important role in the development of a country s democracy the development of political parties is also directly related to the electoral system used as happened in indonesia after the 1945 constitution amendment where the electoral system changed from closed proportional to open proportional with the most votes the implication is that political liberalization appears not only in the political elite and between political parties but also in the internal political parties the amendment to law number 2 of 2011 concerning political parties is a necessity because it is not in accordance with law number 7 of 2017 concerning elections especially in the spirit of creating a presidential government system with a simple multiparty system
9001,9001,['FISIP3'],collaboration versus coordination a dilemma about state actors position in a policy,this paper was composed regarding to the dilemma about the position and the role of the government in the collaborative governance along with its various logical consequences in this context the concept of coordination has a point of relevance however it was considered unnecessary for all involved parties to be bounded in a formal forum as the government was expected to act as a leader who holds the authority the concept of collaboration might not be appropriate to be applied in any situation since the government needs to stabilize the public affairs of a nation in which the government should be given stronger position than nongovernment actors in order to obtain better understanding about the dilemma related to government s position in the collaborative governance some technical terms related to the issue of collaborative governance needed to be clarified,['H1'],Russian Journal of Agricultural and Socio-Economic Sciences,RJOAS,2018-08,,,en,this paper was composed regarding to the dilemma about the position and the role of the government in the collaborative governance along with its various logical consequences in this context the concept of coordination has a point of relevance however it was considered unnecessary for all involved parties to be bounded in a formal forum as the government was expected to act as a leader who holds the authority the concept of collaboration might not be appropriate to be applied in any situation since the government needs to stabilize the public affairs of a nation in which the government should be given stronger position than nongovernment actors in order to obtain better understanding about the dilemma related to government s position in the collaborative governance some technical terms related to the issue of collaborative governance needed to be clarified
9002,9002,['FMIPA3'],implementation of forward chaining and certainty factor method on androidbased expert system of tomato diseases identification,plant disease is one of the reasons that cause the destruction of plant it affects plant productivity and quality most of the farmers made mistake in cope with this problem because of the lack of knowledge expert system is a solution that has been widely used for identifying disease this paper presents an androidbased expert system to help identifying tomato diseases data used in this expert system consist of 16 data of tomato diseases 53 data of symptoms and 20 variety of rules this paper implements forward chaining and certainty factor method forward chaining is used as a reasoning method to get the result of disease identification certainty factor is used as a calculation method to obtain accuracy degree of identification results testing has been done through two stages internal and external the result from internal testing shows that tomato expert system works properly and fit perfectly in various android devices external testing is done by giving questionnaire to 44 respondents the result of questionnaires shows that tomato expert system is categorized as good by them,['T1'],International Journal of Advanced Computer Science and Applications (IJACSA),Science and Information Organization,2018,,,en,plant disease is one of the reasons that cause the destruction of plant it affects plant productivity and quality most of the farmers made mistake in cope with this problem because of the lack of knowledge expert system is a solution that has been widely used for identifying disease this paper presents an androidbased expert system to help identifying tomato diseases data used in this expert system consist of 16 data of tomato diseases 53 data of symptoms and 20 variety of rules this paper implements forward chaining and certainty factor method forward chaining is used as a reasoning method to get the result of disease identification certainty factor is used as a calculation method to obtain accuracy degree of identification results testing has been done through two stages internal and external the result from internal testing shows that tomato expert system works properly and fit perfectly in various android devices external testing is done by giving questionnaire to 44 respondents the result of questionnaires shows that tomato expert system is categorized as good by them
9003,9003,['FMIPA3'],peer review implementation of forward chaining and certainty factor method on androidbased expert system of tomato diseases identification,hypertension is still the number one killer disease in indonesia and hypertension sufferers have increased by 8.3% per year from 2013-2018 in 2018 the prevalence of hypertension in indonesia reached 34.1% and affected about 20% of the world s population handling of hypertension sufferers can be done in two ways namely modifying lifestyle and using drugs antihypertensive drugs that are given pay attention to age history of the disease smoking habits obesity and consider diseases such as diabetes kidney heart failure and ischemic heart improper use of antihypertensive drugs often causes fever diarrhea diabetes kidney failure stress breathing through the mouth neurological disorders radiation to the neck and head area and localized disorders of the salivary glands doctors or medical personnel in providing antihypertensive drugs require good pharmacological knowledge in general not all hospitals have someone who is an expert in pharmacology therefore this study aims to develop a model based on fuzzy tsukamoto and profile matching for a recommendation of drug combinations the suitability of dosage and frequency in hypertensive patients the results of the model evaluation show an accuracy of 97.5%,['TA'],,Science and Information Organization,2018-09,,,en,hypertension is still the number one killer disease in indonesia and hypertension sufferers have increased by 8.3% per year from 2013-2018 in 2018 the prevalence of hypertension in indonesia reached 34.1% and affected about 20% of the world s population handling of hypertension sufferers can be done in two ways namely modifying lifestyle and using drugs antihypertensive drugs that are given pay attention to age history of the disease smoking habits obesity and consider diseases such as diabetes kidney heart failure and ischemic heart improper use of antihypertensive drugs often causes fever diarrhea diabetes kidney failure stress breathing through the mouth neurological disorders radiation to the neck and head area and localized disorders of the salivary glands doctors or medical personnel in providing antihypertensive drugs require good pharmacological knowledge in general not all hospitals have someone who is an expert in pharmacology therefore this study aims to develop a model based on fuzzy tsukamoto and profile matching for a recommendation of drug combinations the suitability of dosage and frequency in hypertensive patients the results of the model evaluation show an accuracy of 97.5%
9004,9004,['FP24'],implementation of forward chaining and certainty factor method on androidbased expert system of tomato diseases identification,plant disease is one of the reasons that cause the destruction of plant it affects plant productivity and quality most of the farmers made mistake in cope with this problem because of the lack of knowledge expert system is a solution that has been widely used for identifying disease this paper presents an androidbased expert system to help identifying tomato diseases data used in this expert system consist of 16 data of tomato diseases 53 data of symptoms and 20 variety of rules this paper implements forward chaining and certainty factor method forward chaining is used as a reasoning method to get the result of disease identification certainty factor is used as a calculation method to obtain accuracy degree of identification results testing has been done through two stages internal and external the result from internal testing shows that tomato expert system works properly and fit perfectly in various android devices external testing is done by giving questionnaire to 44 respondents the result of questionnaires shows that tomato expert system is categorized as good by them,['S1'],(IJACSA) International Journal of Advanced Computer Science and Applications,,2018,,,en,plant disease is one of the reasons that cause the destruction of plant it affects plant productivity and quality most of the farmers made mistake in cope with this problem because of the lack of knowledge expert system is a solution that has been widely used for identifying disease this paper presents an androidbased expert system to help identifying tomato diseases data used in this expert system consist of 16 data of tomato diseases 53 data of symptoms and 20 variety of rules this paper implements forward chaining and certainty factor method forward chaining is used as a reasoning method to get the result of disease identification certainty factor is used as a calculation method to obtain accuracy degree of identification results testing has been done through two stages internal and external the result from internal testing shows that tomato expert system works properly and fit perfectly in various android devices external testing is done by giving questionnaire to 44 respondents the result of questionnaires shows that tomato expert system is categorized as good by them
9005,9005,['FP17'],prevalensi cacing saluran pencernaan pada kambing peranakan etawa pe di kelompok tani kecamatan gedong tataan kabupaten pesawaran lampung,research held in peranakan etawa pe goat s farmers group of gedong tataan pesawaran regency lampung on julyaugust 2017 it is purpose to know prevalence of gastrointestinal worms at peranakan etawa pe goat in farmers group of gedong tataan pesawaran regency lampung the research using the survey method sampling is done by proportional method the number of samples obtained is 77 samples data was analyzed by descriptive analyzed faecal samples examination checked with mc master and sedimentation test at balai veteriner the result showed that the prevalence of gastrointestinal worms at pe goat who maintained by farmer groups in gedong tataan about 85.71% there are 66 pe goats positively infested gastrointestinal worms prevalence is the total number of individuals or percentage of the population infected with a disease in an area over a period of time the highest prevalence is found in pe goat which is maintained by sehati jaya farmer group that is 88.24% while the lowest prevalence is found in pe goat which is maintained by kwt sekar mawar farmer that is 72.73% the type of gastrointestinal worms that found in pe goats which is maintained by farmer groups in gedong tataan came from the nematode class haemonchus sp oesophagostomum sp mecistocirrus sp syngamus sp trichostrongylus sp bunostomum sp strongyloides sp ostertagia sp capilaria sp and trichuris sp cestoda class moniezia sp and trematoda class paramphistomum sp,['SF'],Jurnal Riset dan Inovasi Peternakan,"JURUSAN PETERNAKAN, FAKULTAS PERTANIAN,  UNIVERSITAS LAMPUNG",2018-08,,"['gastrointestinal worms', 'prevalence', 'peranakan etawa goat']",en,research held in peranakan etawa pe goat s farmers group of gedong tataan pesawaran regency lampung on julyaugust 2017 it is purpose to know prevalence of gastrointestinal worms at peranakan etawa pe goat in farmers group of gedong tataan pesawaran regency lampung the research using the survey method sampling is done by proportional method the number of samples obtained is 77 samples data was analyzed by descriptive analyzed faecal samples examination checked with mc master and sedimentation test at balai veteriner the result showed that the prevalence of gastrointestinal worms at pe goat who maintained by farmer groups in gedong tataan about 85.71% there are 66 pe goats positively infested gastrointestinal worms prevalence is the total number of individuals or percentage of the population infected with a disease in an area over a period of time the highest prevalence is found in pe goat which is maintained by sehati jaya farmer group that is 88.24% while the lowest prevalence is found in pe goat which is maintained by kwt sekar mawar farmer that is 72.73% the type of gastrointestinal worms that found in pe goats which is maintained by farmer groups in gedong tataan came from the nematode class haemonchus sp oesophagostomum sp mecistocirrus sp syngamus sp trichostrongylus sp bunostomum sp strongyloides sp ostertagia sp capilaria sp and trichuris sp cestoda class moniezia sp and trematoda class paramphistomum sp
9006,9006,['FP5'],the effectivity of species identification through dna barcoding study case from dendrobium,dendrobium is a member of orchidaceae this genus is the third largest genus only after bulbophyllum and epidendrum reaches 1500 species bogor botanical gardens has 500 species of orchids with 104 of them are dendrobium a total of 133 specimens have not been identified because morphologically they have commonly low variations among species or even have a high degree of plasticity the approach through dna barcoding is expected to help species identification effectively this research was conducted as a first step in the process of selecting the best dna barcoding primer for species identification in dendrobium the dna barcoding sequence data namely its2 rbcl matk and psbatrnh sequences were analyzed using mega x and constructed into dendrograms unfortunately the trees generated from rbcl psbatrnh and its2 showed a quite clear determination yet some species are clustered in different subgenus clad on the other hand the matk tree produce a very clear species determination and can be recommended to be used as a single dna barcoding primer for identifying the dendrobium sp in bogor botanic gardens collection,['S1'],,,2018-09-21,,,en,dendrobium is a member of orchidaceae this genus is the third largest genus only after bulbophyllum and epidendrum reaches 1500 species bogor botanical gardens has 500 species of orchids with 104 of them are dendrobium a total of 133 specimens have not been identified because morphologically they have commonly low variations among species or even have a high degree of plasticity the approach through dna barcoding is expected to help species identification effectively this research was conducted as a first step in the process of selecting the best dna barcoding primer for species identification in dendrobium the dna barcoding sequence data namely its2 rbcl matk and psbatrnh sequences were analyzed using mega x and constructed into dendrograms unfortunately the trees generated from rbcl psbatrnh and its2 showed a quite clear determination yet some species are clustered in different subgenus clad on the other hand the matk tree produce a very clear species determination and can be recommended to be used as a single dna barcoding primer for identifying the dendrobium sp in bogor botanic gardens collection
9007,9007,['FT1'],determining layer oil shale as new alternative energy sources using core analysis and well log method,oil shale is a type of shale containing organic material is not yet mature when heated to a certain temperature the organic content to mature so that it can produce petroleum exploration with a reliable method to energy sources of the future needs to be done because it has a particularly important role in the context of the national energy supply security in the future oil deposits in shale oil is quite high estimated as relatively large reserves spread across several regions of indonesia to determine the content of oil shale in the basin necessary to evaluate the condition of the reservoir by determining and analyzing the reservoir parameters determination and analysis of reservoir parameters is done by two methods namely core analysis in the laboratory and log interpretation in the field determination of oilbearing layer in the wells is performed quantitatively which is based on the value htti 14.20-75.30 103 cal cm 3 and ro 0.70-2.17% further is qualitatively to determine layer containing shale oil shale first look at the layers of shale from the high gr value and then their separation sonic and resistivity in the shale layer a layer of oil shale wells bg-6 is present at a depth of 1637-1687 meters bgs-1 wells at a depth of 2025-2062 2100-2125 2175-2200 2275-2310 meters bgs-2 wells at a depth of 2025-2045 2138-2160 2275-2295 2380-2405 meters bgs-3 wells at a depth of 2150-2165 2212-2225 meters while the bgs-4 wells at a depth of 2175-2187.5 2212.5-2245 2300-2312.5 2350-2388 meters,"['Q1', 'QE']",,"Science Publishing Corporation Inc, United Arab Emirates",2018,,,en,oil shale is a type of shale containing organic material is not yet mature when heated to a certain temperature the organic content to mature so that it can produce petroleum exploration with a reliable method to energy sources of the future needs to be done because it has a particularly important role in the context of the national energy supply security in the future oil deposits in shale oil is quite high estimated as relatively large reserves spread across several regions of indonesia to determine the content of oil shale in the basin necessary to evaluate the condition of the reservoir by determining and analyzing the reservoir parameters determination and analysis of reservoir parameters is done by two methods namely core analysis in the laboratory and log interpretation in the field determination of oilbearing layer in the wells is performed quantitatively which is based on the value htti 14.20-75.30 103 cal cm 3 and ro 0.70-2.17% further is qualitatively to determine layer containing shale oil shale first look at the layers of shale from the high gr value and then their separation sonic and resistivity in the shale layer a layer of oil shale wells bg-6 is present at a depth of 1637-1687 meters bgs-1 wells at a depth of 2025-2062 2100-2125 2175-2200 2275-2310 meters bgs-2 wells at a depth of 2025-2045 2138-2160 2275-2295 2380-2405 meters bgs-3 wells at a depth of 2150-2165 2212-2225 meters while the bgs-4 wells at a depth of 2175-2187.5 2212.5-2245 2300-2312.5 2350-2388 meters
9008,9008,['FT1'],determining layer oil shale as new alternative energy sources using core analysis and well log method,oil shale is a type of shale containing organic material is not yet mature when heated to a certain temperature the organic content to mature so that it can produce petroleum exploration with a reliable method to energy sources of the future needs to be done because it has a particularly important role in the context of the national energy supply security in the future oil deposits in shale oil is quite high estimated as relatively large reserves spread across several regions of indonesia to determine the content of oil shale in the basin necessary to evaluate the condition of the reservoir by determining and analyzing the reservoir parameters determination and analysis of reservoir parameters is done by two methods namely core analysis in the laboratory and log interpretation in the field determination of oilbearing layer in the wells is performed quantitatively which is based on the value htti 14.20-75.30 103 cal cm 3 and ro 0.70-2.17% further is qualitatively to determine layer containing shale oil shale first look at the layers of shale from the high gr value and then their separation sonic and resistivity in the shale layer a layer of oil shale wells bg-6 is present at a depth of 1637-1687 meters bgs-1 wells at a depth of 2025-2062 2100-2125 2175-2200 2275-2310 meters bgs-2 wells at a depth of 2025-2045 2138-2160 2275-2295 2380-2405 meters bgs-3 wells at a depth of 2150-2165 2212-2225 meters while the bgs-4 wells at a depth of 2175-2187.5 2212.5-2245 2300-2312.5 2350-2388 meters,"['Q1', 'QE']",International Journal of Engineering & Technology (UAE),"Science Publishing Corporation Inc, United Arab Emirates",2018-05-02,,,en,oil shale is a type of shale containing organic material is not yet mature when heated to a certain temperature the organic content to mature so that it can produce petroleum exploration with a reliable method to energy sources of the future needs to be done because it has a particularly important role in the context of the national energy supply security in the future oil deposits in shale oil is quite high estimated as relatively large reserves spread across several regions of indonesia to determine the content of oil shale in the basin necessary to evaluate the condition of the reservoir by determining and analyzing the reservoir parameters determination and analysis of reservoir parameters is done by two methods namely core analysis in the laboratory and log interpretation in the field determination of oilbearing layer in the wells is performed quantitatively which is based on the value htti 14.20-75.30 103 cal cm 3 and ro 0.70-2.17% further is qualitatively to determine layer containing shale oil shale first look at the layers of shale from the high gr value and then their separation sonic and resistivity in the shale layer a layer of oil shale wells bg-6 is present at a depth of 1637-1687 meters bgs-1 wells at a depth of 2025-2062 2100-2125 2175-2200 2275-2310 meters bgs-2 wells at a depth of 2025-2045 2138-2160 2275-2295 2380-2405 meters bgs-3 wells at a depth of 2150-2165 2212-2225 meters while the bgs-4 wells at a depth of 2175-2187.5 2212.5-2245 2300-2312.5 2350-2388 meters
9009,9009,['FT1'],determining layer oil shale as new alternative energy sources using core analysis and well log method,oil shale is a type of shale containing organic material is not yet mature when heated to a certain temperature the organic content to mature so that it can produce petroleum exploration with a reliable method to energy sources of the future needs to be done because it has a particularly important role in the context of the national energy supply security in the future oil deposits in shale oil is quite high estimated as relatively large reserves spread across several regions of indonesia to determine the content of oil shale in the basin necessary to evaluate the condition of the reservoir by determining and analyzing the reservoir parameters determination and analysis of reservoir parameters is done by two methods namely core analysis in the laboratory and log interpretation in the field determination of oilbearing layer in the wells is performed quantitatively which is based on the value htti 14.20-75.30 103 cal cm3 and ro 0.70-2.17% further is qualitatively to determine layer containing shale oil shale first look at the layers of shale from the high gr value and then their separation sonic and resistivity in the shale layer a layer of oil shale wells bg-6 is present at a depth of 1637-1687 meters bgs-1 wells at a depth of 2025-2062 2100-2125 2175-2200 2275-2310 meters bgs-2 wells at a depth of 20252045 2138-2160 2275-2295 2380-2405 meters bgs-3 wells at a depth of 2150-2165 2212-2225 meters while the bgs-4 wells at a depth of 2175-2187.5 2212.5-2245 2300-2312.5 2350-2388 meters,"['QC', 'QE']",International Journal of Engineering and Technology (UAE),Science Publishing Corporation Inc,2018-12-31,,,en,oil shale is a type of shale containing organic material is not yet mature when heated to a certain temperature the organic content to mature so that it can produce petroleum exploration with a reliable method to energy sources of the future needs to be done because it has a particularly important role in the context of the national energy supply security in the future oil deposits in shale oil is quite high estimated as relatively large reserves spread across several regions of indonesia to determine the content of oil shale in the basin necessary to evaluate the condition of the reservoir by determining and analyzing the reservoir parameters determination and analysis of reservoir parameters is done by two methods namely core analysis in the laboratory and log interpretation in the field determination of oilbearing layer in the wells is performed quantitatively which is based on the value htti 14.20-75.30 103 cal cm3 and ro 0.70-2.17% further is qualitatively to determine layer containing shale oil shale first look at the layers of shale from the high gr value and then their separation sonic and resistivity in the shale layer a layer of oil shale wells bg-6 is present at a depth of 1637-1687 meters bgs-1 wells at a depth of 2025-2062 2100-2125 2175-2200 2275-2310 meters bgs-2 wells at a depth of 20252045 2138-2160 2275-2295 2380-2405 meters bgs-3 wells at a depth of 2150-2165 2212-2225 meters while the bgs-4 wells at a depth of 2175-2187.5 2212.5-2245 2300-2312.5 2350-2388 meters
