,Unnamed: 0,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
7500,7500,['FP17'],pengaruh perendaman daging sapi dalam berbagai konsentrasi blend jahe zingiber officinale roscoe terhadap ph daya ikat air dan susut masak,the purpose of the research to determined the effect of soaking beef in various concentration of ginger blend and determined the best concentration of ginger blend on ph water holding capacity and cooking loss on beef this research was conducted at the laboratory of animal production and reproduction department of animal science faculty of agriculture university of lampung meat samples obtained from rph zbeef indonesia the treatment used a completely randomized design crd with four treatments and five replications treatments are in the form of concentration of ginger blend 0% 10% 20% and 30% with immersion time for 50 minutes the results obtained were analyzed by analysis of variant anova at the 5% level and followed by the least significant difference lsd test the results showed that the addition of ginger blend with a concentration of up to 30% did not significantly influenced p 0.05 on the ph value and water holding capacity but had a significant effected p 0.05 on the cooking loss of beef,['SF'],Jurnal Riset dan Inovasi Peternakan,"JURUSAN PETERNAKAN, FAKULTAS PERTANIAN,  UNIVERSITAS LAMPUNG",2019-04,,,en,"Tujuan dari penelitian untuk menentukan efek merendam daging sapi dalam berbagai konsentrasi campuran jahe dan menentukan konsentrasi terbaik campuran jahe pada kapasitas penahan air pH dan kehilangan pemasangan pada daging sapi penelitian ini dilakukan di laboratorium produksi hewan dan reproduksi departemen reproduksi dariFakultas Ilmu Hewan Universitas Pertanian Sampel daging Lampung yang diperoleh dari RPH Zbeef Indonesia Perawatan menggunakan desain CRD yang sepenuhnya acak dengan empat perawatan dan lima replikasi perawatan dalam bentuk konsentrasi campuran jahe 0% 10% 20% dan 30% dengan perendamanWaktu selama 50 menit hasil yang diperoleh dianalisis dengan analisis varian ANOVA pada level 5% dan diikuti oleh uji LSD perbedaan yang paling tidak signifikan. Hasilnya menunjukkan bahwa penambahan campuran jahe dengan konsentrasi hingga 30% tidak mempengaruhi p secara signifikan0,05 pada nilai pH dan kapasitas penahan air tetapi memiliki P 0,05 yang signifikan pada kehilangan daging sapi memasak"
7501,7501,['FP17'],pengaruh perendaman daging sapi dalam berbagai konsentrasi blend jahe zingiber officinale roscoe terhadap ph daya ikat air dan susut masak,the purpose of the research to determined the effect of soaking beef in various concentration of ginger blend and determined the best concentration of ginger blend on ph water holding capacity and cooking loss on beef this research was conducted at the laboratory of animal production and reproduction department of animal science faculty of agriculture university of lampung meat samples obtained from rph zbeef indonesia the treatment used a completely randomized design crd with four treatments and five replications treatments are in the form of concentration of ginger blend 0% 10% 20% and 30% with immersion time for 50 minutes the results obtained were analyzed by analysis of variant anova at the 5% level and followed by the least significant difference lsd test the results showed that the addition of ginger blend with a concentration of up to 30% did not significantly influenced p 0.05 on the ph value and water holding capacity but had a significant effected p 0.05 on the cooking loss of beef,['SF'],"PENGARUH PERENDAMAN DAGING SAPI DALAM BERBAGAI KONSENTRASI BLEND JAHE (Zingiber officinale Roscoe) TERHADAP PH, DAYA IKAT AIR, DAN SUSUT MASAK",,2019-04,,,en,"Tujuan dari penelitian untuk menentukan efek merendam daging sapi dalam berbagai konsentrasi campuran jahe dan menentukan konsentrasi terbaik campuran jahe pada kapasitas penahan air pH dan kehilangan pemasangan pada daging sapi penelitian ini dilakukan di laboratorium produksi hewan dan reproduksi departemen reproduksi dariFakultas Ilmu Hewan Universitas Pertanian Sampel daging Lampung yang diperoleh dari RPH Zbeef Indonesia Perawatan menggunakan desain CRD yang sepenuhnya acak dengan empat perawatan dan lima replikasi perawatan dalam bentuk konsentrasi campuran jahe 0% 10% 20% dan 30% dengan perendamanWaktu selama 50 menit hasil yang diperoleh dianalisis dengan analisis varian ANOVA pada level 5% dan diikuti oleh uji LSD perbedaan yang paling tidak signifikan. Hasilnya menunjukkan bahwa penambahan campuran jahe dengan konsentrasi hingga 30% tidak mempengaruhi p secara signifikan0,05 pada nilai pH dan kapasitas penahan air tetapi memiliki P 0,05 yang signifikan pada kehilangan daging sapi memasak"
7502,7502,['FP25'],"pengaruh intensitas pengusang cepat dengan uap air jenuh 430c atau periode simpan dalam ruang bersuhu 27,3 0,9oc pada viabilitas benih kedelai glycine max l varietas grobogan dan dena-1","seed that stored for long period of time or exposed to the long period of the high humidity and temperature will experience deterioration of their viability the objective of this experiment was to compare the decrease seed viability of two of 100% and temperature of 430c a part of the soybean seed lot was stored in the storage room 27,3 0,90c for 0-6 months and the viability of the seeds were observed periodically in every month another part of the seed lot was exposed to high humadity 0f 100% and 430c temperature for 0-6 days and viability of the seeds were observed periodically in every day the result showed that the seed viability of grobogan and dena-1 descreased during storage periode 0-6 months and also during exposing to high humidity of 100% and temperature 430c of 0-6 days the viability of soybean seed exposed to high humidity and temperature for 0-6 days were lower than those seeds stored during 0-6 months",['S1'],Journal of Tropical Upland Resources,LPPM Unila,2019-12-01,,,en,"Benih yang disimpan untuk jangka waktu yang lama atau terpapar pada periode panjang kelembaban dan suhu yang tinggi akan mengalami penurunan kelayakannya, tujuan dari percobaan ini adalah untuk membandingkan penurunan kelayakan benih dua dari 100% dan suhu 430c per bagian dariLot biji kedelai disimpan di ruang penyimpanan 27,3 0,90c selama 0-6 bulan dan kelayakan benih diamati secara berkala setiap bulan bagian lain dari lot benih terpapar humaditas tinggi 0F 100% dan suhu 430cSelama 0-6 hari dan viabilitas benih diamati secara berkala setiap hari hasilnya menunjukkan bahwa kelayakan benih grobogan dan Dena-1 berdampak selama periode penyimpanan 0-6 bulan dan juga selama mengekspos kelembaban tinggi 100% dan suhu 430Cdari 0-6 hari kelayakan benih kedelai yang terpapar kelembaban tinggi dan suhu selama 0-6 hari lebih rendah dari benih yang disimpan selama 0-6 bulan"
7503,7503,['FP25'],"pengaruh intensitas pengusang cepat dengan uap air jenuh 430c atau periode simpan dalam ruang bersuhu 27,3 0,9oc pada viabilitas benih kedelai glycine max l varietas grobogan dan dena-1","seed that stored for long period of time or exposed to the long period of the high humidity and temperature will experience deterioration of their viability the objective of this experiment was to compare the decrease seed viability of two of 100% and temperature of 430c a part of the soybean seed lot was stored in the storage room 27,3 0,90c for 0-6 months and the viability of the seeds were observed periodically in every month another part of the seed lot was exposed to high humadity 0f 100% and 430c temperature for 0-6 days and viability of the seeds were observed periodically in every day the result showed that the seed viability of grobogan and dena-1 descreased during storage periode 0-6 months and also during exposing to high humidity of 100% and temperature 430c of 0-6 days the viability of soybean seed exposed to high humidity and temperature for 0-6 days were lower than those seeds stored during 0-6 months",['SB'],,,2019,,"['seed', 'humidity', 'temperature']",en,"Benih yang disimpan untuk jangka waktu yang lama atau terpapar pada periode panjang kelembaban dan suhu yang tinggi akan mengalami penurunan kelayakannya, tujuan dari percobaan ini adalah untuk membandingkan penurunan kelayakan benih dua dari 100% dan suhu 430c per bagian dariLot biji kedelai disimpan di ruang penyimpanan 27,3 0,90c selama 0-6 bulan dan kelayakan benih diamati secara berkala setiap bulan bagian lain dari lot benih terpapar humaditas tinggi 0F 100% dan suhu 430cSelama 0-6 hari dan viabilitas benih diamati secara berkala setiap hari hasilnya menunjukkan bahwa kelayakan benih grobogan dan Dena-1 berdampak selama periode penyimpanan 0-6 bulan dan juga selama mengekspos kelembaban tinggi 100% dan suhu 430Cdari 0-6 hari kelayakan benih kedelai yang terpapar kelembaban tinggi dan suhu selama 0-6 hari lebih rendah dari benih yang disimpan selama 0-6 bulan"
7504,7504,['FP3'],study of use fermented banana musa paradisiaca linnaeus 1761 humps as organic fertilizer to improve natural feed availability in the nursery of hoven s carp leptobarbus hoevenii bleeker 1851 fry,"plankton as a natural feed is thought to be a factor that affects the growth of hoven s carp fry plankton abundance can be increased by the addition of organic fertilizers containing nutrients nitrate and phosphate nutrients abundance can be increased by addition of fermented banana hump s this research aimed to determine the use of fermented banana s hump to increase the availability of natural feed nursery and the growth of hoven s carp fry the method of this research used a completely randomized design with four treatments and three replications i e p1 control p2 5,0 ppm p3 7,5 ppm and p4 10,0 ppm addition of fermented banana s hump the measured parameters were nitrate phosphate plankton abundance growth and water quality the results showed the dose of the addition of banana weed fertilizer had an effect p 0.05 on the abundance of natural feed and the growth of hoven s carp fry results of water quality measurement showed the parameters of temperature ranged from 25 to 27 c ph ranged from 6,23 to 7,53 do range from 3,40 to 11,36 and ammonia from 0 to 0,001 mg l the recommended dosage of fermented banana s hump was 10 ppm for 1 l of water media",['SH'],E-JURNAL REKAYASA DAN TEKNOLOGI BUDIDAYA PERAIRAN,"Jurusan Budidaya Perairan, Fakultas Pertanian Universitas Lampung",2019-10,,,en,"Plankton sebagai pakan alami dianggap sebagai faktor yang mempengaruhi pertumbuhan kelimpahan plankton goreng yang dilahirkan dapat ditingkatkan dengan penambahan pupuk organik yang mengandung nutrisi nitrat dan kelimpahan nutrisi fosfat dapat ditingkatkan dengan penambahan pisang fermentasi.bertujuan untuk menentukan penggunaan punuk pisang fermentasi untuk meningkatkan ketersediaan pembibitan pakan alami dan pertumbuhan carp hoven goreng metode penelitian ini menggunakan desain yang sepenuhnya acak dengan empat perawatan dan tiga replikasi kontrol P2 5,0 ppmP3 7,5 ppm dan P4 10,0 ppm Penambahan pisang fermentasi parameter yang diukur adalah pertumbuhan kelimpahan plankton nitrat fosfat dan kualitas air hasilnya menunjukkan dosis penambahan pupuk gulma pisang memiliki efek P 0,05 pada kelimpahan dariPakan alami dan pertumbuhan Hoven S Carp Fry Hasil pengukuran kualitas air menunjukkan parameter suhu berkisar antara 25 hingga 27 C pH berkisar antara 6,23 hingga 7,53 DO berkisar antara 3,40 hingga 11,36 dan amonia dari 0hingga 0,001 mg l Dosis yang direkomendasikan dari punuk pisang fermentasi adalah 10 ppm untuk 1 L media air"
7505,7505,['FMIPA2'],spinal structure of mice fetus mus musculus l treated by acanthus ilicifolius l leaves extract,jeruju had of various chemicals component a study was conducted on the teratogenic test of jeruju leaf extract to determine abnormalities in fetal mice mus musculus l this study used a completely randomized design crd method with 20 pregnant female mice divided into 4 groups 1 group as a control and 3 groups treated with a dose of 3.75 mg 30grbb 7.5 mg 30grbb 15 mg grbb each with jeruju leaf extract consists of 5 repetitions the results showed that the doses of 7.5 mg 30grbb and 15 mg grbb significantly decreased fetal weight and length when compared with controls this is suspected because there is an active substance in the jeruju leaf extract so that it is cytotoxic anatomically the administration of jeruju leaf extract does not cause abnormalities in the structure of the fetal spine of mice this is due to the growing fetus taking priority from the many types of nutrients in the mother fluid so that the fetal bone can continue to grow and develop,['QL'],Jurnal Biologi Eksperimen dan Keanekaragaman Hayati,Jurusan Biologi,2019-08-01,,,en,"Jeraju memiliki berbagai komponen kimia penelitian dilakukan pada uji teratogenik ekstrak daun jeraju untuk menentukan kelainan pada tikus janin mus musculus l penelitian ini menggunakan metode desain CRD yang benar -benar acak dengan 20 tikus hamil dibagi menjadi 4 kelompok 1 kelompok sebagai kontroldan 3 kelompok yang diobati dengan dosis 3,75 mg 30grbb 7,5 mg 30grbb 15 mg grbb masing -masing dengan ekstrak daun jeraju terdiri dari 5 pengulangan hasil menunjukkan bahwa dosis 7,5 mg 30grbb dan 15 mg GRBB secara signifikan menurunkan berat dan panjang janin bila dibandingkan dengan kontrol dengan kontrol.Ini dicurigai karena ada zat aktif dalam ekstrak daun jereju sehingga sitotoksik secara anatomi pemberian ekstrak daun jereju tidak menyebabkan kelainan dalam struktur tulang belakang janin tikus ini disebabkan oleh janin yang semakin meningkat dari prioritas dari tersebutBanyak jenis nutrisi dalam cairan induk sehingga tulang janin dapat terus tumbuh dan berkembang"
7506,7506,['FP5'],karakterisasi pelet kayu karet hevea brasiliensis hasil torefaksi dengan menggunakan reaktor counterflow multi baffle comb,"indonesia has the largest rubberwood hevea brasiliensis plantation area in the world rubberwood is mainly planted for latex production and as latex production declines with age rubberwood is generally felled the logging waste and industrial waste of rubberwoodbased products could be utilized as raw materials to produce biomass pellets the quality of biomass pellets can be increased through torrefaction a thermal process in the temperature range of 200-300 c under an inert atmosphere this study aimed to evaluate the effect of torrefaction on the characteristics of rubberwood pellets the torrefaction of rubberwood pellets was conducted using the counterflow multi baffle comb reactor a reactor that could perform torrefaction within a short residence time of up to 5 min the temperature used in this study was 200 c 250 c dan 300 c with a residence time of 3 min the color change physical properties chemical composition and heating value were evaluated the results showed that the pellet s color changed from light brown into black pellets showing the overall color change e of 29,12 54,27 and 66,71 after torrefaction at 200 c 250 c and 300 c respectively the equilibrium moisture content of the pellets decreased from 12,25% to 3,54% the water immersion test also showed that the torrefied pellets have a better hydrophobicity which is an advantage when pellets are stored in a humid condition the ovendry density of pellet decreased from 1,15 g cm3 to 1,09 g cm3 1,04 g cm3 and 0,96 g cm3 after torrefaction at temperatures of 200 c 250 c and 300 c respectively torrefaction caused a decrease of cellulose and hemicellulose contents an increase of lignin content and a remarkable increase in the heating value of 1,71-18,32% with increasing torrefaction temperature the results proposed that torrefaction using the comb reactor could provide a great improvement in the quality of rubberwood pellets to improve the additional value of the products","['S1', 'SD']",Jurnal Sylva Lestari,Universitas Lampung,2019-09,,,en,"Indonesia memiliki area perkebunan kayu karet hevea brasiliensis terbesar di dunia kayu karet terutama ditanam untuk produksi lateks dan karena produksi lateks menurun dengan kayu karet umumnya ditebang limbah penebangan dan limbah industri produk yang berbasis kayu dapat digunakan sebagai bahan baku untuk menghasilkan pelet biomassa.Kualitas pelet biomassa dapat ditingkatkan melalui torrefaction Proses termal dalam kisaran suhu 200-300 C di bawah atmosfer lembam yang bertujuan untuk mengevaluasi efek torrefaction pada karakteristik pelet kayu karet.reaktor sisir multi baffle reaktor yang dapat melakukan torrefaction dalam waktu tinggal singkat hingga 5 menit suhu yang digunakan dalam penelitian ini adalah 200 C 250 C dan 300 C dengan waktu tinggal 3 menit perubahan warna sifat fisik komposisi dan pemanasan kimiaNilai dievaluasi hasilnya menunjukkan bahwa warna pelet berubah dari coklat muda menjadi pelet hitam yang menunjukkan perubahan warna keseluruhan E sebesar 29,12 54,27 dan 66,71 setelah torrefaction masing -masing pada 200 C 250 C dan 300 C masing -masing, kadar air kesetimbangan, masing -masing kadar kelembaban kesetimbangan, kelembaban kesetimbangan kelembaban keseimbangan, masing -masing, kadar air keseimbangan keseimbangan, uap air kesetimbangan, oisture keseimbangan, masing -masing, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar air kesetimbangan, kadar kelembaban keseimbangan, uap air kesetimbangan, kadar kelembaban keseimbangan, uap air kesetimbangan, oisture kesetimbangan, oisture keseimbangan, quilibrium oisture oisteDari pelet menurun dari 12,25% menjadi 3,54% uji perendaman air juga menunjukkan bahwa pelet torrefied memiliki hidrofobisitas yang lebih baik yang merupakan keuntungan ketika pelet disimpan dalam kondisi lembab, kepadatan ovendry pelet menurun dari 1,15G CM3 hingga 1.09 g CM3 1.04 g CM3 dan 0,96 g CM3 setelah torrefaction pada suhu 200 C 250 C dan 300 C masing -masing torrefaction menyebabkan penurunan kandungan selulosa dan hemiselulosa peningkatan kandungan lignin dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasa dan peningkatan yang luar biasaDalam nilai pemanasan 1,71-18,32% dengan meningkatnya suhu torrefaction hasil yang diusulkan bahwa torrefaction menggunakan reaktor komba dapat memberikan peningkatan besar dalam kualitas pelet kayu karet untuk meningkatkan nilai tambahan dari produk tersebut"
7507,7507,,intersection principles between islamic and international humanitarian law,the universal nature as inherent in islamic law and international humanitarian law makes these two laws often compared the comparison in terms of the principles between the two legal instruments is interesting considering they both originate from two poles of thought which are always competing and without being insulated by space there is no law that is permanent and final that is what happened to those two legal methods law develops according to the era without reducing values islamic values were born much earlier than international humanitarian law the basic principles of islamic law concerning the relationship of humanity in society between nations and nations during wars have become a strong foundation for international humanitarian law norms for example such as legal principles that contain the principles of equality freedom peace humanity and so on,['K1'],Jurnal Hukum Istinbath Sekolah Tinggi Agama Islam Negeri (STAIN),Pusat Pennelitian dan Pengabdian pada Masyarakat (P3M) STAIN Jurai Siwo Metro Lampung,2019-12-31,,,en,Sifat universal yang melekat dalam hukum Islam dan hukum kemanusiaan internasional membuat kedua undang -undang ini sering membandingkan perbandingan dalam hal prinsip -prinsip antara dua instrumen hukum menarik mengingat mereka berdua berasal dari dua kutub pemikiran yang selalu bersaing dan tanpa diisolasi olehRuang Tidak ada hukum yang permanen dan final itulah yang terjadi pada kedua metode hukum yang dikembangkan hukum sesuai dengan era tanpa mengurangi nilai -nilai nilai -nilai Islam dilahirkan jauh lebih awal daripada hukum humaniter internasional prinsip -prinsip dasar hukum Islam mengenai hubungan kemanusiaan dalamMasyarakat Antara Bangsa -Bangsa dan Bangsa -Bangsa Selama Perang telah menjadi dasar yang kuat bagi norma -norma hukum kemanusiaan internasional misalnya seperti prinsip -prinsip hukum yang berisi prinsip -prinsip kemanusiaan perdamaian kebebasan kesetaraan dan sebagainya
7508,7508,['FMIPA4'],characterization of antioxidative fraction of plant stem bouea macrophylla griff,ethyl acetate extract of gandaria bouea macrophylla griff has very strong antioxidant activity the aims of this study are to separate and characterize the active fraction of antioxidants and determine the antioxidant activity quantitatively ethyl acetate extract of b macrophylla was separated by gravity column chromatography fraction separating was guided with qualitative testing of antioxidant activity active fraction result of separation was characterized by liquid chromatographymass spectroscopy and quantitatively analyzed antioxidant activity using the 2.2diphenyl-1picrylhydrazyl method naringenin and luteolin were identified in the d-2 fraction which had very strong antioxidant activity with an ic50 value of 2.13 ppm the hydroxyl group oh group of naringenin and luteolin compounds was thought to play a role in the reduction of free radicals,['QD'],Journal of Physics: Conference Series,IOP Publishing,2019,,,en,"Ekstrak etil asetat dari Gandaria bouea macrophylla griff memiliki aktivitas antioksidan yang sangat kuat. Tujuan dari penelitian ini adalah untuk memisahkan dan mengkarakterisasi fraksi aktif antioksidan dan menentukan aktivitas antioksidan ekstrak etil asetat yang dipisahkan secara gromatografi.Dengan pengujian kualitatif aktivitas antioksidan, hasil fraksi aktif pemisahan ditandai dengan aktivitas antioksidan kromatografi cair dan aktivitas antioksidan yang dianalisis secara kuantitatif menggunakan metode 2.2Diphenyl-1picyrrylhydrazy yang memiliki aktivitas yang sangat kuat dengan antioksidan dan luteolin.2,13 ppm kelompok hidroksil kelompok OH dari senyawa naringenin dan luteolin dianggap berperan dalam pengurangan radikal bebas"
7509,7509,['FH3'],the pathway of civil law development in indonesia laws on land,the indonesian legal system is inherited mostly from the netherland legal system while netherland had been inherited the legal system mostly from french the indonesian civil code as a concordant edition of netherlands civil code is a part of legal system that follows the civil law countries civil code of indonesia itself consists of four books namely book i of person book ii of property book iii of agreement and book iv of statue limitation the discussion of civil law development can t be separated from the discussion of the civil code applicability and its changes the development of laws after independence has brought implication on the applicability of the civil code the demand of institutionalization of islamic law had pushed the indonesian government to enact legislations in the foundation of islam such as law no 1 of 1974 on the marriage and law no 7 of 1989 on religious court by the enactment of those laws book i of civil code is only applied for nonmuslim in indonesia in its next development the law of person regulated in the indonesian civil code has been regulated speciﬁcally in the population administration law and other related law in the other side book ii on properties of the indonesian civil code divides properties into movable and immovable properties the manifestation of immovable property is the land as the result of the property interpretation according to article 506 paragraph 1 of the indonesian civil code it is stated that immovable properties are yard and everything built on them the development of property law as part of civil law system then very connected with the land law regulation in indonesia the basic agrarian law in 1960 here in after called bal had been annulled mostly by the applicability of the book ii of civil code on property bal stipulated that all property rights except hypothec in the book ii of the civil code had been annulled and replaced by the land rights stipulated in bal by the enactment of bal and various land law related such as the security law in late nineties the development of law has gone to undirected direction in addition book iii of the civil code speciﬁcally regulate the contract had less importance since the enactment of the 1967 foreign investment law and other regulation on the speciﬁc contract however basic principles of contract in the civil code had been remained applicable such as freedom of contract and validity of contract sunaryati hartono 2001 there was a draft of contract law prepared in 1960 but faded away as the result of regime changes during sixties lev 1965 in sum very few provision of civil code is applicable and civil law has been developed in many laws and regulation enacted especially during the developmental state among the huge area of the civil law development above this article focuses on the land law development as the main part of the property law the discussion on the land law is very important especially after the independence post independence indonesia saw huge developments arising from internal and external inﬂuences beside the internal need for economic development and political stability indonesia is witnessing profound changes of the international legal system that imposes socalled international requirements to comply kadelbach 1999 those internal and external dimensions are related with the land use and utilization for economic development to achieve the goal of discussion the next section will trace back the development of law during the colonial period it is important to see the root of civil law development in indonesia and the problem during the ﬁrst engagement between local and western law after that the sect 4.3 of this article will provide the analysis of the effort to construct uniﬁed legal system after independence and how the land law development was used as tools of economic development the sect 4.4 of this article provides analysis of huge development after the democratization of indonesia the last section analyze the direction of law development especially development of land law,['K1'],,Springer,2019,,,en,"Sistem hukum Indonesia sebagian besar diwarisi dari sistem hukum Belanda sementara Belanda telah diwarisi sistem hukum sebagian besar dari bahasa Prancis KUH Perdata Indonesia sebagai edisi konkordan dari KUH Perdata Belanda adalah bagian dari sistem hukum yang mengikuti KUH Perdata Negara Hukum SipilIndonesia itu sendiri terdiri dari empat buku yaitu Buku I dari Buku Person II dari Buku Properti III Perjanjian dan Buku IV Keterbatasan Patung Diskusi Pengembangan Hukum Sipil tidak dapat dipisahkan dari diskusi penerapan KUH Perdata dan Perubahan Pengembangan HukumSetelah kemerdekaan telah memberikan implikasi pada penerapan Kode Sipil, tuntutan pelembagaan hukum Islam telah mendorong pemerintah Indonesia untuk memberlakukan undang -undang dalam fondasi Islam seperti Hukum No 1 1974 tentang Pernikahan dan Hukum No 7 tahun 1989 tentang agamaPengadilan dengan diberlakukannya undang -undang tersebut Buku I KUH Perdata hanya diterapkan untuk non -Muslim di Indonesia dalam pengembangan selanjutnya, hukum orang yang diatur dalam KUHP Indonesia telah diatur secara khusus dalam hukum administrasi populasi dan hukum terkait lainnya di pihak lainBuku II tentang properti KUHP Indonesia membagi properti menjadi properti yang dapat dipindahkan dan tidak bergerak, manifestasi properti tidak bergerak adalah tanah sebagai hasil dari interpretasi properti sesuai dengan pasal 506 paragraf 1 dari Kode Sipil Indonesia dinyatakan bahwa properti yang tidak dapat diabadikan adalah halaman halamanDan semuanya dibangun di atas mereka pengembangan hukum properti sebagai bagian dari sistem hukum perdata yang kemudian sangat terhubung dengan peraturan hukum tanah di Indonesia Hukum Agraria Dasar pada tahun 1960 di sini setelah disebut BAL sebagian besar dibatalkan oleh penerapan Buku II SipilKode tentang Bal Properti menetapkan bahwa semua hak properti kecuali Hypothec dalam Buku II KUHP telah dibatalkan dan digantikan oleh hak -hak tanah yang ditentukan dalam BAL dengan diberlakukannya BAL dan berbagai undang -undang tanah yang terkait seperti hukum keamanan pada akhir sembilan puluhan.Pengembangan Hukum telah pergi ke arahan yang tidak terarah selain Buku III dari KUHP KEPALA KUSTAK KHUSUS Mengatur Kontrak kurang penting sejak diberlakukannya Undang -Undang Investasi Asing 1967 dan Peraturan Lainnya tentang Kontrak Spesifik Namun, namun Prinsip -Prinsip Dasar Kontrak dalam KUHP telah terjaditetap berlaku seperti kebebasan kontrak dan validitas kontrak Sunaryati Hartono 2001 Ada rancangan hukum kontrak yang disiapkan pada tahun 1960 tetapi memudar karena hasil perubahan rezim selama tahun enam puluhan LEV 1965 dalam jumlah sangat sedikit ketentuan KUHP yang berlaku dan hukum sipil yang berlaku dan hukum sipil yang berlaku dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil berlaku dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum sipil yang berlaku dan hukum sipil dan hukum perdata berlakutelah dikembangkan dalam banyak undang -undang dan peraturan yang diberlakukan terutama selama negara pembangunan di antara bidang besar pengembangan hukum perdata di atas artikel ini berfokus pada pengembangan hukum tanah sebagai bagian utama dari hukum properti diskusi tentang hukum tanah sangat penting terutamaSetelah kemerdekaan pasca kemerdekaan Indonesia melihat perkembangan besar yang timbul dari pengaruh internal dan eksternal di samping kebutuhan internal untuk pembangunan ekonomi dan stabilitas politik Indonesia menyaksikan perubahan besar dari sistem hukum internasional yang memaksakan persyaratan internasional untuk mematuhi Kadelbach 1999 dimensi internal dan eksternal tersebut adalah dimensi internal dan eksternal tersebut Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Are Kadelbach 1999 dimensi internal dan eksternal tersebutTerkait dengan penggunaan lahan dan pemanfaatan untuk pembangunan ekonomi untuk mencapai tujuan diskusi Bagian berikutnya akan melacak kembali pengembangan hukum selama periode kolonial, penting untuk melihat akar pengembangan hukum sipil di Indonesia dan masalah selama keterlibatan pertamaAntara Hukum Lokal dan Barat Setelah Sekte 4.3 dari artikel ini akan memberikan analisis upaya untuk membangun sistem hukum yang disatukan setelah kemerdekaan dan bagaimana pengembangan hukum tanah digunakan sebagai alat pengembangan ekonomi Sect 4.4 dari artikel ini memberikan analisis besar tentang besarPembangunan Setelah Demokratisasi Indonesia Bagian terakhir menganalisis arah pengembangan hukum terutama pengembangan hukum tanah"
