,Unnamed: 0,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
8000,8000,['FP5'],peer review food security status agroforestry landscapes of way betung watershed indonesia and molawin dampalit subwatershed philippines,indonesia and philippines are homes of biodiversity in southeast asia in recent years however there has been a decline in biodiversity brought about by land use change this condition poses threat on the food security of communities around the watersheds the type and volume of main food items depend on the ecological and physiological conditions of the watersheds in this case way betung and molawin dampalit when edible food is sufficient and available in an area there is higher livelihood that the communities are food secured this paper argues based on research which has been conducted in may to november 2015 that the food security of communities in the selected agroforestry landscapes in way betung and molawin dampalit have moderate levels of its food security based on four dimensions namely food availability food accessibility food stability and food utilization amounted 261 indonesia farmer s respondents and 106 philippine s respondents mentioned that the farm households generally practice agroforestry where the production of shortterm and mediumterm agricultural crops woody perennials and livestock are deliberately combined the type of crops grown by farm households contribute to the level of food security,['SD'],Jurnal Manajemen Hutan Tropika,IPB,2019-12-01,,,en,"Indonesia dan Filipina adalah rumah keanekaragaman hayati di Asia Tenggara dalam beberapa tahun terakhir namun telah terjadi penurunan keanekaragaman hayati yang disebabkan oleh perubahan penggunaan lahan, kondisi ini menimbulkan ancaman pada keamanan pangan masyarakat di sekitar daerah aliran sungai dan volume barang -barang makanan utama yang tergantung padaKondisi ekologis dan fisiologis daerah aliran sungai dalam hal ini cara Betung dan Molawin Dampalit ketika makanan yang dapat dimakan cukup dan tersedia di daerah ada mata pencaharian yang lebih tinggi bahwa masyarakat diamankan makanan yang dikemukakan oleh makalah ini berdasarkan penelitian yang telah dilakukan pada bulan Mei hingga November2015 Bahwa ketahanan pangan masyarakat dalam lanskap agroforestri yang dipilih dengan cara Betung dan Molawin Dampalit memiliki tingkat keamanan pangan yang moderat berdasarkan empat dimensi yaitu ketersediaan pangan dengan stabilitas makanan dan pemanfaatan makanan berjumlah 261 responden petani Indonesia dan 106 responden Filipina Filipina Filipina berjumlah 261 petani Indonesia S dan 106 Filipina S Filipinamenyebutkan bahwa rumah tangga pertanian umumnya mempraktikkan agroforestri di mana produksi tanaman pertanian jangka pendek dan menengah."
8001,8001,['FP11'],a reflection of social forestry in 2019 towards inclusive and collaborative government approaches,abstract in this policy forum we seek to engage in a discussion related to the acceleration of social forestry approaches foremost led by the ministry of environment and forestry moef and supported by civil society actors this article thus points to three key areas of reflection being raised among forums at different governing scales at the end of 2018 the first is a reflection of the national level issues discussed in a forum convened by moef in partnership with the media organization tempo magazine the second is part of a reflection on a forum conducted by the lampung province which was convened by a coalition of ngos finally the third forum for reflection involved a public consultation about a study on the impacts of social forestry in south sulawesi these three forums highlighted that there is a sharp increase in formal social forestry designations by bureaucratically requiring regions to submit proposals which are then followed up by verification of sites this has resulted in a large increase in the number of social forestry permits and has also had the consequence of opening up bureaucratic access in this case by moef to civil society organizations in more inclusive and collaborative ways however on the other hand we also found that amidst these discussions there was also a strong element of recentralization emerging in the forestry sector related to permits in which decisionmaking powers were being redirected to the central government another finding that emerged involves the weakening of capacity among communities themselves to benefit from social forestry designations therefore although there are indications of positive engagement by government towards the principles of collaboration concerns also emerge about the ways community engagement is unfolding overall this highlights important considerations for improving social forestry policy and implementation for the future ministerial regulation p 83 of 2016 policy implementation debate indonesia,['SD'],Journal of Forest and Society,University of Hasanudin,2019-04,,['social forestry'],en,"Abstrak Dalam Forum Kebijakan ini kami berupaya terlibat dalam diskusi yang terkait dengan percepatan pendekatan kehutanan sosial yang paling penting dipimpin oleh Kementerian Lingkungan Hidup dan Kehutanan MOEF dan didukung oleh Aktor Masyarakat Sipil Artikel ini menunjuk ke tiga bidang utama refleksi yang diangkat di antara forumPada skala pemerintahan yang berbeda pada akhir 2018, yang pertama adalah cerminan dari masalah tingkat nasional yang dibahas dalam sebuah forum yang diadakan oleh Moef dalam kemitraan dengan majalah Tempo Organisasi Media yang kedua adalah bagian dari refleksi pada forum yang dilakukan oleh provinsi Lampung yang mana yang di Lampung yang mana yang Lampung yang LAMPUNG yang Lampung yang mana Lampung yang mana Lampung yang mana Lampung yang mana Lampung yang mana Lampung yang mana Lampung manadiadakan oleh koalisi LSM akhirnya forum ketiga untuk refleksi melibatkan konsultasi publik tentang studi tentang dampak kehutanan sosial di Sulawesi Selatan, ketiga forum ini menyoroti bahwa ada peningkatan tajam dalam penunjukan kehutanan sosial formal oleh birokratis yang mewajibkan daerah untuk menyerahkanProposal yang kemudian ditindaklanjuti dengan verifikasi situs ini telah menghasilkan peningkatan besar dalam jumlah izin kehutanan sosial dan juga memiliki konsekuensi membuka akses birokratis dalam kasus ini oleh MOEF untuk organisasi masyarakat sipil dengan cara yang lebih inklusif dan kolaboratifNamun di sisi lain kami juga menemukan bahwa di tengah -tengah diskusi ini ada juga elemen kuat dari baru -baru ini yang muncul di sektor kehutanan yang terkait dengan izin di mana kekuatan pengambilan keputusan dialihkan ke pemerintah pusat temuan lain yang muncul melibatkan pelemahan kapasitas di antara masyarakat masyarakat melibatkan masyarakat masyarakatsendiri untuk mendapatkan manfaat dari penunjukan kehutanan sosial karena itu meskipun ada indikasi keterlibatan positif oleh pemerintah terhadap prinsip -prinsip kekhawatiran kolaborasi juga muncul tentang cara -cara keterlibatan masyarakat berlangsung secara keseluruhan, ini menyoroti pertimbangan penting untuk meningkatkan kebijakan dan implementasi kehutanan sosial untuk peraturan menteri masa depan83 Debat Implementasi Kebijakan 2016 Indonesia"
8002,8002,['FP5'],persepsi wisatawan terhadap objek daya tarik wisata di kebun raya liwa kabupaten lampung barat,the perception of tourists attraction was very important to be learnt to provide some information for manager to object tourism attraction the purpose of this research was to analyzed the perceptions of tourists to the objects tourism attractions accommodation infrastructure facilities and services at the botanical garden of liwa the method used was a questionnaire the results of this research showed that liwa botanical garden has 5 objects tourism attractions that were ornamental garden fruit garden araceae garden aren garden and photo spot araceae garden and aren garden had the lowest score based on the tourist perception the highest tourist perception value is the photo spot while the tourist perception of araceae park and aren park has the lowest value that is classified as not good because the object has not been opened for tourists perception of infrastructure was higher than accommodation facilities and service development need to be carried especially in tourist lodgings objects tourism attraction the parking area and promotion to introduce liwa botanical garden to the tourists,['SD'],Jurnal Belantara,,2019-08,,,en,Persepsi atraksi wisatawan sangat penting untuk dipelajari untuk memberikan beberapa informasi bagi manajer untuk objek wisata objek wisata tujuan dari penelitian ini adalah untuk menganalisis persepsi wisatawan ke objek tempat wisata atraksi akomodasi fasilitas dan layanan infrastruktur di kebun botani liwaMetode yang digunakan adalah kuesioner hasil dari penelitian ini menunjukkan bahwa Liwa Botanical Garden memiliki 5 objek tempat wisata yang merupakan taman buah kebun kebun araceae taman dan tempat foto taman araceae dan kebun aren memiliki skor terendah berdasarkan persepsi wisatawan wisata tertinggiNilai persepsi adalah tempat foto sementara persepsi wisata Araceae Park dan Aren Park memiliki nilai terendah yang diklasifikasikan tidak baik karena objek belum dibuka untuk wisatawan persepsi infrastruktur lebih tinggi daripada fasilitas akomodasi dan pengembangan layanan perlu dilakukanTerutama di Turis Lodgings Objects Objek wisata wisata area parkir dan promosi untuk memperkenalkan Liwa Botanical Garden kepada para wisatawan
8003,8003,['FKIP21'],peningkatan keterampilan berpikir kritis siswa sma menggunakan model pembelajaran berbasis masalah pencemaran oleh limbah cair tahu,the purpose of this study described the effectiveness pollution by tofu liquid waste problembased learning model to improve students critical thinking skills the method used was quasi experiment with the matching only pretestposttest control group design the population on this study was all of students in grade xi mia one of senior high school in bandar lampung the samples of this research were xi mia 8 as experiment and xi mia 5 as control class that obtained by purposive sampling technique data analysis techniques used parametric statistic with ttest and ngain calculation the results showed that the posttest average value in the experiment class 73.33 was higher than the posttest average value in the control class 55.2 and the average ngain of experiment class in medium category therefore it is concluded that the implementation of pollution by tofu liquid waste problembased learning model was effective in improving the students critical thinking skills based learning pollution of tofu liquid waste critical thinking skills,['LB1603'],Jurnal Pendidikan dan Pembelajaran Kimia,FKIP Unila,2019-07,,['problem'],en,Tujuan dari penelitian ini menggambarkan polusi efektivitas oleh model pembelajaran limbah cairan tahu untuk meningkatkan keterampilan berpikir kritis siswa yang digunakan metode ini adalah percobaan semu dengan pencocokan hanya pretestposttest control group desain populasi pada penelitian ini adalah semua siswa di kelas XI mia satuSekolah Menengah Senior di Bandar Lampung Sampel penelitian ini adalah Xi Mia 8 sebagai Eksperimen dan Xi Mia 5 sebagai kelas kontrol yang diperoleh dengan teknik analisis data pengambilan sampel purposive menggunakan statistik parametrik dengan TTEST dan NGAIN.Di kelas percobaan 73.33 lebih tinggi dari nilai rata -rata posttest di kelas kontrol 55.2 dan rata -rata NGAIN dari kelas percobaan dalam kategori menengah oleh karena itu disimpulkan bahwa implementasi polusi oleh model pembelajaran limbah cair tofu efektif dalam meningkatkan siswa yang kritis kritisKeterampilan Berpikir Berdasarkan Polusi Pembelajaran Keterampilan Berpikir Kritis Limbah Tahu
8004,8004,['FEB5'],analysis of macro economy indicator in asean regional countries to middle income trap,this study observes how the opportunities of middle income countries located in asean avoid middle income trap human development index foreign direct investments goods and services exports and the government effectiveness index are regressed to gni per capita with panel analysis secondary data are used and was published officially by the world bank and the united nation development program undp in 5 asean regional countries namely indonesia the philippines malaysia thailand and vietnam in the period 2004-2017 in addition this study discusses the contribution of the incremental capital output ratio icor coefficient to gross domestic product the results of the study state that there are significant and positive effects between the independent variables on the dependent variable expected that its important to give a priority to macro economics as a result of this research for advanced research you can use bonus demographic and investment variables in order to provide forecasting to avoid the middle income trap,['H1'],Jurnal Ekonomi Pembangunan,Fakultas Ekonomi dan Bisnis Unila,2019-11,,,en,Studi ini mengamati bagaimana peluang negara -negara berpenghasilan menengah yang berlokasi di ASEAN menghindari perangkap pendapatan menengah Indeks Pembangunan Manusia Investasi Asing Investasi Ekspor Barang dan Jasa dan Indeks Efektivitas Pemerintah ditransfer ke GNI per kapita dengan analisis panel data sekunder digunakan dan diterbitkan secara resmi oleh oleh secara resmi oleh secara resmi oleh secara resmi oleh secara resmi oleh secara resmi oleh secara resmiBank Dunia dan Program Pembangunan PBB UNDP di 5 negara regional ASEAN yaitu Indonesia Filipina Malaysia Thailand dan Vietnam pada periode 2004-2017 SelainDari menyatakan bahwa ada efek yang signifikan dan positif antara variabel independen pada variabel dependen yang diharapkan bahwa penting untuk memberikan prioritas pada ekonomi makro sebagai hasil dari penelitian ini untuk penelitian lanjutan Anda dapat menggunakan variabel demografi dan investasi bonus untuk untuk menjadiMenyediakan peramalan untuk menghindari perangkap berpenghasilan menengah
8005,8005,['FEB2'],analysis of macro economy indicator in asean regional countries to middle income trap,this study observes how the opportunities of middle income countries located in asean avoid middle income trap human development index foreign direct investments goods and services exports and the government effectiveness index are regressed to gni per capita with panel analysis secondary data are used and was published officially by the world bank and the united nation development program undp in 5 asean regional countries namely indonesia the philippines malaysia thailand and vietnam in the period 2004-2017 in addition this study discusses the contribution of the incremental capital output ratio icor coefficient to gross domestic product the results of the study state that there are significant and positive effects between the independent variables on the dependent variable expected that its important to give a priority to macro economics as a result of this research for advanced research you can use bonus demographic and investment variables in order to provide forecasting to avoid the middle income trap key word middle income trap,"['HB', 'HC']",,Jurnal Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,2019-11,,,en,"Studi ini mengamati bagaimana peluang negara -negara berpenghasilan menengah yang berlokasi di ASEAN menghindari perangkap pendapatan menengah Indeks Pembangunan Manusia Investasi Asing Investasi Ekspor Barang dan Jasa dan Indeks Efektivitas Pemerintah ditransfer ke GNI per kapita dengan analisis panel data sekunder digunakan dan diterbitkan secara resmi oleh oleh secara resmi oleh secara resmi oleh secara resmi oleh secara resmi oleh secara resmi oleh secara resmiBank Dunia dan Program Pembangunan PBB UNDP di 5 negara regional ASEAN yaitu Indonesia Filipina Malaysia Thailand dan Vietnam pada periode 2004-2017 SelainDari menyatakan bahwa ada efek yang signifikan dan positif antara variabel independen pada variabel dependen yang diharapkan bahwa penting untuk memberikan prioritas pada ekonomi makro sebagai hasil dari penelitian ini untuk penelitian lanjutan Anda dapat menggunakan variabel demografi dan investasi bonus untuk untuk menjadiMenyediakan peramalan untuk menghindari kata kunci perangkap pendapatan menengah, kata perangkap pendapatan menengah"
8006,8006,['FEB2'],analysis of macro economy indicator in asean regional countries to middle income trap,this study observes how the opportunities of middle income countries located in asean avoid middle i ncome trap human development index foreign direct investments goods and services exports and the government effectiveness index are regressed to gni per capita with panel analysis secondary data are used and was published officially by the world bank and the united nation development program undp in 5 asean regional countries namely indonesia the philippines malaysia thailand and vietnam in the period 2004-2017 in addition this study discusses the contribution of the incremental capital output ratio icor coefficient to gross domestic product the results of the study state that there are significant and positive effects between the independent variables on the dependent variable expected that its important to give a priority to macro econ omics as a result of this research for advanced research you can use bonus demographic and investment variables in order to provide forecasting to avoid the middle income trap,['H1'],Jurnal Ekonomi Pembangunan,FEB Unila,2019-11,,,en,Studi ini mengamati bagaimana peluang negara -negara berpenghasilan menengah yang berlokasi di ASEAN menghindari perangkap Tengah Perangkap Indeks Pembangunan Manusia Investasi Asing Investasi Langsung Ekspor Barang dan Indeks Efektivitas Pemerintah ditransfer ke GNI per kapita dengan analisis panel data sekunder digunakan dan dipublikasikan secara resmi secara resmiOleh Bank Dunia dan Program Pembangunan PBB UNDP Di 5 negara regional ASEAN yaitu Indonesia Filipina Malaysia Thailand dan Vietnam pada periode 2004-2017 SelainHasil penelitian menyatakan bahwa ada efek yang signifikan dan positif antara variabel independen pada variabel dependen yang diharapkan bahwa penting untuk memberikan prioritas pada makro ekonik sebagai hasil dari penelitian ini untuk penelitian lanjutan Anda dapat menggunakan variabel demografi dan investasi bonus dalampesanan untuk menyediakan peramalan untuk menghindari perangkap berpenghasilan menengah
8007,8007,['FEB5'],analysis of macro economy indicator in asean regional countries to middle income trap,this study observes how the opportunities of middle income countries located in asean avoid middle income trap human development index foreign direct investments goods and services exports and the government effectiveness index are regressed to gni per capita with panel analysis secondary data are used and was published officially by the world bank and the united nation development program undp in 5 asean regional countries namely indonesia the philippines malaysia thailand and vietnam in the period 2004-2017 in addition this study discusses the contribution of the incremental capital output ratio icor coefficient to gross domestic product the results of the study state that there are significant and positive effects between the independent variables on the dependent variable expected that its important to give a priority to macro economics as a result of this research for advanced research you can use bonus demographic and investment variables in order to provide forecasting to avoid the middle income trap key word middle income trap,['H1'],Jurnal Ekonomi Pembangunan,Jurnal Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,2019-11,,,en,"Studi ini mengamati bagaimana peluang negara -negara berpenghasilan menengah yang berlokasi di ASEAN menghindari perangkap pendapatan menengah Indeks Pembangunan Manusia Investasi Asing Investasi Ekspor Barang dan Jasa dan Indeks Efektivitas Pemerintah ditransfer ke GNI per kapita dengan analisis panel data sekunder digunakan dan diterbitkan secara resmi oleh oleh secara resmi oleh secara resmi oleh secara resmi oleh secara resmi oleh secara resmi oleh secara resmiBank Dunia dan Program Pembangunan PBB UNDP di 5 negara regional ASEAN yaitu Indonesia Filipina Malaysia Thailand dan Vietnam pada periode 2004-2017 SelainDari menyatakan bahwa ada efek yang signifikan dan positif antara variabel independen pada variabel dependen yang diharapkan bahwa penting untuk memberikan prioritas pada ekonomi makro sebagai hasil dari penelitian ini untuk penelitian lanjutan Anda dapat menggunakan variabel demografi dan investasi bonus untuk untuk menjadiMenyediakan peramalan untuk menghindari kata kunci perangkap pendapatan menengah, kata perangkap pendapatan menengah"
8008,8008,['FMIPA4'],isolasi pemurnian dan karakterisasi enzim αamilase dari bacillus subtilis itbccb148,this study aims to isolate purify and characterize the αamylase enzyme from bacillus subtilis itbccb148 isolation of the enzyme was conducted using cold centrifuge to separate the enzyme from the cell mixture the purification of enzyme was done by using ammonium sulfate fractionation followed by dialysis furthermore the purified enzyme was characterized for some parameters including optimum temperature substrate concentration and thermal stability the αamylase enzyme activity was determined by the mandels and fuwa methods and protein content was determined by lowry method the results showed that the purified enzyme has specific activity at 7532 u mg-1 it was increase of 5.9 times compared to the crude extract which has a specific activity of 1285 u mg-1 the temperature optimum of the purified enzyme was 65 c the km and v max values were 7.543 mg ml-1 substrate and 147.058 μmol ml-1 minute-1 thermal stability of the purified enzyme for 100 minutes at 65oc remained the residual activity of 20%,['QD'],Seminar dan Rapat Tahunan BKS Barat Bidang MIPA 2019,Unib Press,2019-07-06,,,en,"Penelitian ini bertujuan untuk mengisolasi pemurnian dan mengkarakterisasi enzim αamylase dari Bacillus subtilis ITBCCB148 isolasi enzim dilakukan dengan menggunakan centrifuge dingin untuk memisahkan enzim dari campuran sel.dikarakterisasi untuk beberapa parameter termasuk konsentrasi substrat suhu optimal dan stabilitas termal aktivitas enzim αamylase ditentukan oleh metode mandel dan FuWA dan kandungan protein ditentukan dengan metode Lowry hasilnya menunjukkan bahwa enzim yang dimurnikan memiliki aktivitas spesifik pada 7532 U MG-1 ituadalah peningkatan 5,9 kali dibandingkan dengan ekstrak mentah yang memiliki aktivitas spesifik 1285 u mg-1 suhu yang optimal dari enzim yang dimurnikan adalah 65 C nilai km dan v max adalah 7,543 mg substrat dan 147,058 μmol ml-1Stabilitas termal menit-1 dari enzim yang dimurnikan selama 100 menit pada 65oC tetap menjadi aktivitas residu 20%"
8009,8009,['FMIPA4'],enzymatic conversion of potato starch into glucose using the purified αamylase enzyme from locale isolate bacteria bacillus subtillis itbccb148,abstract the objective of this study was to determine the ability of the purified αamylase enzyme to convert potato starch into glucose for this objective the researcher isolated and purified the αamylase from locale isolate bacteria bacillus subtillis itbccb148 the isolation of the extracellular αamylase was conducted by using cold centrifuge method done to separate the enzyme from the cells the purification of the αamylase was examined by fractionation using ammonium sulphate salt followed by dialysis the activity of the αamylase enzyme was determined by using the fuwa method and mandels while the protein content was determined by using the lowry method purified αamylase obtained from 20 80% of ammonium sulphate saturation has specific activity 11312.64 u mg-1 regarding the purity it was increased to 6.41 times compared with the crude one 1765.25 u mg-1 on the other hand the purification in dialysis step could increse the specific activity at 28834.13 u mg-1 which the purity rose to 16.33 times higher than crude the purified enzyme had an optimum ph at 5 and optimum temperature at 65oc the purified amylase from dialysis step was then applied for enzymatic conversion with various concentrations of potato starch 0.1 0.2 0.4 0.6 and 0.8% respectively to produce glucose these starch consentration could respectively produce glucose at 0.14 0.33 0.49 0.72 and 0.71 mg ml-1 the activity of αamylase since it conversed the starch potato were respectively 26.54 60.51 91.18 133.33 and 131.72 u ml-1 in brief the purified αamylase enzyme is able to convert potato starch to glucose with an optimum concentration of potato starch 0.6%,['QD'],,,2019-08-06,,,en,"Abstrak Tujuan dari penelitian ini adalah untuk menentukan kemampuan enzim αamylase yang dimurnikan untuk mengubah pati kentang menjadi glukosa untuk tujuan ini peneliti mengisolasi dan memurnikan αamylase dari bakteri isolasi lokal bakteri subtillis yang diolah oleh αamylase yang diolah oleh ekstrakelus dengan αamylase dengan αamylase yang diolah dengan ekstraseluler diolah oleh ekstraseluler adalah αamylase ekstraseluler adalah αamylase ekstraseluler dengan αamylase adalah ekstraseluler ekstraseluler dengan αamylase ekstraseluler dengan αamylase dijalankan oleh ekstraseluler dengan αamylase ekstraseluler dengan αamylase diatur oleh ekstraseluler.Metode centrifuge yang dilakukan untuk memisahkan enzim dari sel -sel pemurnian αamylase diperiksa dengan fraksinasi menggunakan garam amonium sulfat diikuti dengan dialisis aktivitas enzim αamylase ditentukan dengan menggunakan metode Fuwa dan mandel sementara kandungan protein ditentukan dengan menggunakan tersebutMetode Lowry Purni αamilase yang diperoleh dari 20 80% saturasi amonium sulfat memiliki aktivitas spesifik 11312.64 U Mg-1 mengenai kemurnian yang ditingkatkan menjadi 6,41 kali dibandingkan dengan yang dapat dilakukan dengan minyak mentah.Mengurangi aktivitas spesifik pada 28834.13 U Mg-1 yang kemurnian naik menjadi 16,33 kali lebih tinggi dari minyak mentah enzim yang dimurnikan memiliki pH optimal pada 5 dan suhu optimal pada 65OC amilase yang dimurnikan dari langkah dialisis kemudian diterapkan untuk konversi enzimatik dengan berbagai konsentrasi dariPati kentang 0,1 0,2 0,4 0,6 dan 0,8% masing-masing untuk menghasilkan glukosa konsentrasi pati ini masing-masing dapat menghasilkan glukosa pada 0,14 0,33 0,49 0,72 dan 0,71 mg ml-1 aktivitas αamylase karena percakapan kentang pati masing-masing 26,54 60.51 91.18 133.33 dan masing-masing kentang pati.ML-1 Singkatnya enzim αamylase murni mampu mengubah pati kentang menjadi glukosa dengan konsentrasi pati kentang optimal 0,6%"
