,Unnamed: 0,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
11000,11000,['FMIPA2'],triggering conservation through multiseries wildlife symposium success story of international wildlife symposium in sumatra,conserving wildlife needs engagement and contribution of many people and stakeholders sumatra as a megadiverse island is facing many conservation problems such as deforestation habitat loss and fragmentation humanwildlife conflict poaching and else hence some collaborative works should be conducted an idea regarding these efforts is through the international wildlife symposium iws series which involve stakeholders from academicians decision makers and conservation practitioners even engaging those ground living people like local community initiated in riau in 2014 riau university and wwf indonesia together with a handful partners successfully presented the first iws located in riau university the first symposium was attended by participants from three countries continuing the success story the second iws was also successfully held in andalas university organized by consortium of andalas university wwf indonesia riau university and partners it was attended by participants from five countries the third iws which was organized in lampung university by a larger consortium was attended by the participants from five countries in general the previous symposium series covered lectures from keynote speakers from across the globe followed by presentations workshops and field trip deploying conservation issues throughout the symposium series is powerfully beneficial for wildlifeconservation it is expected that this symposium will be continuously presented in the future,['Q1'],,,2017,,"['career', 'collaboration', 'funding', 'networking', 'scientific research']",en,conserving wildlife needs engagement and contribution of many people and stakeholders sumatra as a megadiverse island is facing many conservation problems such as deforestation habitat loss and fragmentation humanwildlife conflict poaching and else hence some collaborative works should be conducted an idea regarding these efforts is through the international wildlife symposium iws series which involve stakeholders from academicians decision makers and conservation practitioners even engaging those ground living people like local community initiated in riau in 2014 riau university and wwf indonesia together with a handful partners successfully presented the first iws located in riau university the first symposium was attended by participants from three countries continuing the success story the second iws was also successfully held in andalas university organized by consortium of andalas university wwf indonesia riau university and partners it was attended by participants from five countries the third iws which was organized in lampung university by a larger consortium was attended by the participants from five countries in general the previous symposium series covered lectures from keynote speakers from across the globe followed by presentations workshops and field trip deploying conservation issues throughout the symposium series is powerfully beneficial for wildlifeconservation it is expected that this symposium will be continuously presented in the future
11001,11001,['FP25'],aplikasi pelapis buah sugarester blend kd-112 dan suhu simpan untuk melindungi buah pepaya california terhadap infeksi jamur colletrotichum gloeosporiodes penzs sacc,california papaya is a relatively newreleased papaya cultivar and dominating papaya markets in indonesia it has a very short shelflife with a quickly decrease of fruit qualities anthracnose colletotrichum gloeosporioides penz sacc is one of its major postharvest disease postharvest treatments with a fruit coating of sugar ester blend kd-112 and low storage temperature are common practices in agroindustries other than papaya this research objectives were to study the effects of fruit coating kd-112 and storage temperatures to the growth of c gloeosporioides in vitro and in vivo in papaya fruits two paralel experiments of in vitro and in vivo were conducted in a completely randomized design of a 3 x 2 factorial design the first factor was kd-112 0 7 and 14% the second one was storage temperatures room temperature 27-28 ºc and cooler one 16-18 ºc in the in vitro experiment observations were made on a pda substrat in petri dishes embeded with kd-112 and later inoculated with c gloeosporioides at the in vivo experiment observations were made on papaya fruits inoculated with fungi c gloeosporioides the results showed that kd-112 did not significantly decrease the fungal growth of c gloeosporioides both in vitro and in vivo low storage temperature of 16-18 c decreased significantly the fungal growth in vitro by 36.71% and reduced the disease severeness in vivo by 43.75% but their interaction did not decrease significantly the fungal growth both in vitro and in vivo,['S1'],"Seminar Nasional Perbaikan Kualitas Lahan Kering Untuk Meningkatkan Produksi Pertanian dan Ketahanan Pangan, Banda Aceh, 19-20 September 2017",Universitas Syiah Kuala,2017,,,en,california papaya is a relatively newreleased papaya cultivar and dominating papaya markets in indonesia it has a very short shelflife with a quickly decrease of fruit qualities anthracnose colletotrichum gloeosporioides penz sacc is one of its major postharvest disease postharvest treatments with a fruit coating of sugar ester blend kd-112 and low storage temperature are common practices in agroindustries other than papaya this research objectives were to study the effects of fruit coating kd-112 and storage temperatures to the growth of c gloeosporioides in vitro and in vivo in papaya fruits two paralel experiments of in vitro and in vivo were conducted in a completely randomized design of a 3 x 2 factorial design the first factor was kd-112 0 7 and 14% the second one was storage temperatures room temperature 27-28 ºc and cooler one 16-18 ºc in the in vitro experiment observations were made on a pda substrat in petri dishes embeded with kd-112 and later inoculated with c gloeosporioides at the in vivo experiment observations were made on papaya fruits inoculated with fungi c gloeosporioides the results showed that kd-112 did not significantly decrease the fungal growth of c gloeosporioides both in vitro and in vivo low storage temperature of 16-18 c decreased significantly the fungal growth in vitro by 36.71% and reduced the disease severeness in vivo by 43.75% but their interaction did not decrease significantly the fungal growth both in vitro and in vivo
11002,11002,['FP25'],aplikasi kitosan dan suhu simpan untuk melindungi buah pepaya california terhadap infeksi jamur antraknosa,california papaya is climacteric fruit with short shelflife due to quickly decrease of fruit qualities starch degradation into sugars during fruit ripening makes its tissues are susceptible to diseases applications of fruit coating with chitosan and low temperature storage are expected to increase its fruit shelflife and supress the fungal growth of anthracnose colletotrichum gloeosporioides this research objectives were to study the effects of chitosan storage temperatures and their interactions to the growth of anthracnose invitro and invivo in california papaya fruits two parallel invitro and invivo experiments were conducted in a completely randomized design of 3 x 2 factorial design the first factor was chitosan 0 1.25 2.50% the second one was storage temperatures 27-28 c and 16-18 c in invitro observations were made on pda substrate embedded with chitosans in petri dishes and inoculated with anthracnose in invivo observations were made on chitosancoated papaya fruits inoculated with anthracnose the results showed that chitosan applied invitro supressed totally the fungal growth but was ineffective invivo low storage temperature 16-18 c decreased significantly the fungal growth invitro by 33.98% and reduced disease severeness invivo by 50.02% and the two factors were interacted in supressing the fungal growth,['S1'],,,2017,,,en,california papaya is climacteric fruit with short shelflife due to quickly decrease of fruit qualities starch degradation into sugars during fruit ripening makes its tissues are susceptible to diseases applications of fruit coating with chitosan and low temperature storage are expected to increase its fruit shelflife and supress the fungal growth of anthracnose colletotrichum gloeosporioides this research objectives were to study the effects of chitosan storage temperatures and their interactions to the growth of anthracnose invitro and invivo in california papaya fruits two parallel invitro and invivo experiments were conducted in a completely randomized design of 3 x 2 factorial design the first factor was chitosan 0 1.25 2.50% the second one was storage temperatures 27-28 c and 16-18 c in invitro observations were made on pda substrate embedded with chitosans in petri dishes and inoculated with anthracnose in invivo observations were made on chitosancoated papaya fruits inoculated with anthracnose the results showed that chitosan applied invitro supressed totally the fungal growth but was ineffective invivo low storage temperature 16-18 c decreased significantly the fungal growth invitro by 33.98% and reduced disease severeness invivo by 50.02% and the two factors were interacted in supressing the fungal growth
11003,11003,['FP25'],postharvest applications of chitosan and plastic wrapping to mangosteen fruits of different fruit stages in affecting fruit shelflife and qualities,mangosteen is a highly valued horticultural commodity and selection for a postharvest technology is needed the research objective was to study the effects of chitosan and plastic wrapping applied to mangosteen fruits harvested in different stages to prolong fruit shelflife and maintain high qualities this research used a randomized complete block design of 4 x 3 x 2 factorial the first factor was maturity stage 0 2 3 and 4 the second was chitosan 0 1.25 and 2.50% and the third was plastic wrapping without and with onelayer plastic wrapping the results showed that fruit stages 0 and 2 had a shelflife 2.96 and 3.15 days longer consecutively compared to later stages singlechitosan treatment of 2.5% was able to extend shelflife by 6.48 days longer than the control and plastic wrapping was able to prolong shelflife by 3.85 days longer than the control applying 2.50% chitosan and plastic wrapping to stages 0 and 2 lengthened significantly fruit shelflife to 21.20 and 19.83 days consecutively with the fruit qualities were unaffected because there may be missjuged on fruit physiological maturity to fruits of stage 0 applying 2.50% chitosan and plastic wrapping to fruit stage 2 seems to be more reasonable,['S1'],International Journal of Technology and Engineering Studies,KKG PUBLICATIONS,2017,,,en,mangosteen is a highly valued horticultural commodity and selection for a postharvest technology is needed the research objective was to study the effects of chitosan and plastic wrapping applied to mangosteen fruits harvested in different stages to prolong fruit shelflife and maintain high qualities this research used a randomized complete block design of 4 x 3 x 2 factorial the first factor was maturity stage 0 2 3 and 4 the second was chitosan 0 1.25 and 2.50% and the third was plastic wrapping without and with onelayer plastic wrapping the results showed that fruit stages 0 and 2 had a shelflife 2.96 and 3.15 days longer consecutively compared to later stages singlechitosan treatment of 2.5% was able to extend shelflife by 6.48 days longer than the control and plastic wrapping was able to prolong shelflife by 3.85 days longer than the control applying 2.50% chitosan and plastic wrapping to stages 0 and 2 lengthened significantly fruit shelflife to 21.20 and 19.83 days consecutively with the fruit qualities were unaffected because there may be missjuged on fruit physiological maturity to fruits of stage 0 applying 2.50% chitosan and plastic wrapping to fruit stage 2 seems to be more reasonable
11004,11004,['FP25'],postharvest applications of chitosan and plastic wrapping to mangosteen fruits of different fruit stages in affecting fruit shelflife and qualities,mangosteen is a highly valued horticultural commodity and selection for a postharvest technology is needed the research objective was to study the effects of chitosan and plastic wrapping applied to mangosteen fruits harvested in different stages to prolong fruit shelflife and maintain high qualities this research used a randomized complete block design of 4 x 3 x 2 factorial the first factor was maturity stage 0 2 3 and 4 the second was chitosan 0 1.25 and 2.50% and the third was plastic wrapping without and with onelayer plastic wrapping the results showed that fruit stages 0 and 2 had a shelflife 2.96 and 3.15 days longer consecutively compared to later stages singlechitosan treatment of 2.5% was able to extend shelflife by 6.48 days longer than the control and plastic wrapping was able to prolong shelflife by 3.85 days longer than the control applying 2.50% chitosan and plastic wrapping to stages 0 and 2 lengthened significantly fruit shelflife to 21.20 and 19.83 days consecutively with the fruit qualities were unaffected because there may be missjuged on fruit physiological maturity to fruits of stage 0 applying 2.50% chitosan and plastic wrapping to fruit stage 2 seems to be more reasonable,['S1'],,,2017-11-14,,,en,mangosteen is a highly valued horticultural commodity and selection for a postharvest technology is needed the research objective was to study the effects of chitosan and plastic wrapping applied to mangosteen fruits harvested in different stages to prolong fruit shelflife and maintain high qualities this research used a randomized complete block design of 4 x 3 x 2 factorial the first factor was maturity stage 0 2 3 and 4 the second was chitosan 0 1.25 and 2.50% and the third was plastic wrapping without and with onelayer plastic wrapping the results showed that fruit stages 0 and 2 had a shelflife 2.96 and 3.15 days longer consecutively compared to later stages singlechitosan treatment of 2.5% was able to extend shelflife by 6.48 days longer than the control and plastic wrapping was able to prolong shelflife by 3.85 days longer than the control applying 2.50% chitosan and plastic wrapping to stages 0 and 2 lengthened significantly fruit shelflife to 21.20 and 19.83 days consecutively with the fruit qualities were unaffected because there may be missjuged on fruit physiological maturity to fruits of stage 0 applying 2.50% chitosan and plastic wrapping to fruit stage 2 seems to be more reasonable
11005,11005,['FMIPA4'],isolation and purification of amylase from a local bacteria bacillus subtilis itbccb148 using carboxymethylcellulose cmc,amylases are one of the main enzymes used in industry such enzymes hydrolyze the starch molecule into polymers composed of glucose units amylases have potential application in a wide number of industrial processes such as food fermentation and pharmaceutical industries the aims of this research are to isolate and purify amylase from a local bacteria bacillus subtilis itbccb148 the purification of enzyme was conducted by few steps such as fractionation with ammonium sulphate dialysis and carboxymethyl cellulose cmc cation exchange column chromatography amylase crude extract was produced by bacillus subtilis itbccb148 at the fermentation temperature 32oc the fermentation media at ph 6.0 and the duration time of fermentation was 72 hours with specific activity of 925.75 u mg the specific activity of purified enzyme by fractionation with ammonium sulphate was 4315.31 u mg increasing 4.67 times than the crude enzyme extract the specific activity of purified enzyme by dialysis was 5586.77 u mg increasing 6.04 times than the crude enzyme extract the specific activity of purified enzyme cation exchange column chromatography using carboxymethyl cellulose cmc was 10387.11 u mg increasing 11.22 times than the crude enzyme extract the optimum ph of purified enzyme was 6.0 and the optimum temperature was 60oc while the km and vmax value approximately were 6.18 mg ml-1 substrate and 909.09 mol ml-1 min-1 keyword amylase bacillus subtilis itbccb148 isolation and purification cmc,['QD'],,,2017-07-15,,,en,amylases are one of the main enzymes used in industry such enzymes hydrolyze the starch molecule into polymers composed of glucose units amylases have potential application in a wide number of industrial processes such as food fermentation and pharmaceutical industries the aims of this research are to isolate and purify amylase from a local bacteria bacillus subtilis itbccb148 the purification of enzyme was conducted by few steps such as fractionation with ammonium sulphate dialysis and carboxymethyl cellulose cmc cation exchange column chromatography amylase crude extract was produced by bacillus subtilis itbccb148 at the fermentation temperature 32oc the fermentation media at ph 6.0 and the duration time of fermentation was 72 hours with specific activity of 925.75 u mg the specific activity of purified enzyme by fractionation with ammonium sulphate was 4315.31 u mg increasing 4.67 times than the crude enzyme extract the specific activity of purified enzyme by dialysis was 5586.77 u mg increasing 6.04 times than the crude enzyme extract the specific activity of purified enzyme cation exchange column chromatography using carboxymethyl cellulose cmc was 10387.11 u mg increasing 11.22 times than the crude enzyme extract the optimum ph of purified enzyme was 6.0 and the optimum temperature was 60oc while the km and vmax value approximately were 6.18 mg ml-1 substrate and 909.09 mol ml-1 min-1 keyword amylase bacillus subtilis itbccb148 isolation and purification cmc
11006,11006,['FP23'],changes of soil morphology and properties in longterm soil management under humid tropical regions of lampung indonesia,the humid tropical climate was characterized by high rainfall and solar heat for most of the year resulting in high rates of soil weathering soil losses cations leaching and oxidation of soil organic matter the aim of this research was to observe the changes of soil morphology and soil properties due to differences in soil management for 20 years there were three types of soil management intensive tillage it minimum tillage mt and no or without tillage nt basically minimum tillage and no tillage are the conservation tillage ct the results showed that the lower content of organic matter in the upper layer of it had caused the soil color become lighter which was characterized by higher chroma soil structure on the top layer of it had changed from crumbs toward to the angular blocky the topsoil on it was more friable than two others while the lower layer was more dense or compact generally the chemical properties of ct were better than it and nt was slightly better than mt tillage conservation tillage,['S1'],,"The United Graduate School of Agricultural Science, Gifu University",2017-08,,"['intensive tillage', 'minimum tillage', 'no']",en,the humid tropical climate was characterized by high rainfall and solar heat for most of the year resulting in high rates of soil weathering soil losses cations leaching and oxidation of soil organic matter the aim of this research was to observe the changes of soil morphology and soil properties due to differences in soil management for 20 years there were three types of soil management intensive tillage it minimum tillage mt and no or without tillage nt basically minimum tillage and no tillage are the conservation tillage ct the results showed that the lower content of organic matter in the upper layer of it had caused the soil color become lighter which was characterized by higher chroma soil structure on the top layer of it had changed from crumbs toward to the angular blocky the topsoil on it was more friable than two others while the lower layer was more dense or compact generally the chemical properties of ct were better than it and nt was slightly better than mt tillage conservation tillage
11007,11007,['FP17'],the effect of different ration treatment on the digestibility crude protein and crude fiber in ettawa goat grade,"this research aims to determine the effect of different treatments on the digestibility of the ration crude protein and crude fiber digestibility in ettawa goat grade males the research was conducted in february april 2017 in field laboratory of animal nutrition and feed department of animal husbandry faculty of agriculture university of lampung this study uses a randomized block design the group is based on body weight of goats each group using three goats with an average weight ranging from 15 to 26.2 kg treatments include r1 15% of elephant grass 85% concentrate cassava bran pulp molasses premix urea r2 15% of palm oil leaf fermentation 85% concentrate cassava bran pulp molasses premix urea oil cake fermentation r3 r2 mineral organic microlisinat 40 ppm zn data were analyzed variance at 5% significance level or the very real 1% significantly different results further tested using duncan test 5% or 1% the results showed that the digestibility of crude protein are r1 70.74 2.06% highly significant p 0.01 with r2 61.85 2.03% and r3 60.11 2.70% while r2 was not significantly different p 0.05 with r3 however the value of crude fiber digestibility was not significant p 0.05 in each treatment while the efficiency ration r1 15.08 1,33a was not significantly different p 0.05 with r3 0,11a 13.67% but were significantly different p 0.01 with r2 6.86 1,02b",['SF'],,,2017-11-07,,,en,"this research aims to determine the effect of different treatments on the digestibility of the ration crude protein and crude fiber digestibility in ettawa goat grade males the research was conducted in february april 2017 in field laboratory of animal nutrition and feed department of animal husbandry faculty of agriculture university of lampung this study uses a randomized block design the group is based on body weight of goats each group using three goats with an average weight ranging from 15 to 26.2 kg treatments include r1 15% of elephant grass 85% concentrate cassava bran pulp molasses premix urea r2 15% of palm oil leaf fermentation 85% concentrate cassava bran pulp molasses premix urea oil cake fermentation r3 r2 mineral organic microlisinat 40 ppm zn data were analyzed variance at 5% significance level or the very real 1% significantly different results further tested using duncan test 5% or 1% the results showed that the digestibility of crude protein are r1 70.74 2.06% highly significant p 0.01 with r2 61.85 2.03% and r3 60.11 2.70% while r2 was not significantly different p 0.05 with r3 however the value of crude fiber digestibility was not significant p 0.05 in each treatment while the efficiency ration r1 15.08 1,33a was not significantly different p 0.05 with r3 0,11a 13.67% but were significantly different p 0.01 with r2 6.86 1,02b"
11008,11008,['FKIP22'],pengembangan modul dengan pendekatan open ended untuk memfasilitasi pencapaian literasi matematis,this research and development aimed to develop module with an open ended approach to facilitate the achievement of mathematical literacy this study was conducted only until the field trial and the revision of product the module was validated by experts with attention to aspects matter appearance and practicality having been declared valid by experts the test readability by the students was done based on the steps it was obtained 1 the use of the module with an open ended approach in linier programmingwas expected by the students 2 the module characteristics were in accordance with the curriculum and designed in accordance with the openended approach 3 the experts responses to the module were appropriate in terms of aspects of matter appearance and practicality and 4 the students responses were good viewed by readability,['L1'],AKSIOMA: Jurnal Program Studi Pendidikan Matematika,"Mathematics Education, University of Muhammadiyah Metro",2017-07-01,,"['methematical literacy', 'open ended', 'linear programmin']",en,this research and development aimed to develop module with an open ended approach to facilitate the achievement of mathematical literacy this study was conducted only until the field trial and the revision of product the module was validated by experts with attention to aspects matter appearance and practicality having been declared valid by experts the test readability by the students was done based on the steps it was obtained 1 the use of the module with an open ended approach in linier programmingwas expected by the students 2 the module characteristics were in accordance with the curriculum and designed in accordance with the openended approach 3 the experts responses to the module were appropriate in terms of aspects of matter appearance and practicality and 4 the students responses were good viewed by readability
11009,11009,['FISIP4'],dramaturgy study on communications by gay in bandar lampung,abstract dramaturgy study on communications by gay in bandar lampung by toni wijaya s sos m a department of communication faculty of social and political sciences university of lampung lgbt current issues at this time particularly gay have been growing and complicated this issuesaffects the style of communicationthey used to this phenomenonsmake researcher interested in conducting research with the aim to know the communication style used by gay in the city of bandar lampung research methods used in this study is a qualitative with dramaturgy study to answer the above problems researcher raised the sub focus for research as follows frontstagecommunication style the subject of the research is the gay or homosexual the informants is selected by using purposive technique research informants amounted to 8 eight gay peoples communications style that became the reference in this study i e the animation style and impression style the research results showed that almost all gays played the front stage in accordance with their role in society they acted like anactor performing in a stage play,['H1'],,,2017-09-18,,"['communication style', 'gay', 'dramaturgy']",en,abstract dramaturgy study on communications by gay in bandar lampung by toni wijaya s sos m a department of communication faculty of social and political sciences university of lampung lgbt current issues at this time particularly gay have been growing and complicated this issuesaffects the style of communicationthey used to this phenomenonsmake researcher interested in conducting research with the aim to know the communication style used by gay in the city of bandar lampung research methods used in this study is a qualitative with dramaturgy study to answer the above problems researcher raised the sub focus for research as follows frontstagecommunication style the subject of the research is the gay or homosexual the informants is selected by using purposive technique research informants amounted to 8 eight gay peoples communications style that became the reference in this study i e the animation style and impression style the research results showed that almost all gays played the front stage in accordance with their role in society they acted like anactor performing in a stage play
