,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
3000,['FMIPA3'],peer review implementation of fuzzybased model for prediction of thalassemia diseases,abstract thalassemia is known as one of the blood disorder diseases that is inherited by parents there are several types of thalassemia namely as thalassemia major minor and intermedia among them thalassemia major is the most dangerous and needs more attention generally it can be detected since the child is one year old late detection of this disease can have adverse consequences and various complications this study aims to develop a new model for the prediction of thalassemia for children the model adopts a fuzzybased rule the novelty in this article is that our model has 4 outputs namely thalassemia major intermedia minor and not thalassemia in the previous article it only had 3 outputs in this study we intend to implement a model that we developed using a fuzzybased approach to classify thalassemia diseases based on cbc data this article describes how to build a model and implement it in software we compare the test results with the opinion of pediatricians regarding thalassemia the final results of testing 4 cbc data show that our proposed model has successfully identified the type of thalassemia,['T1'],,IOP Publishing,2021-01,,,en,Abstrak Thalassemia dikenal sebagai salah satu penyakit gangguan darah yang diwarisi oleh orang tua ada beberapa jenis thalassemia yaitu sebagai thalassemia mayor minor dan intermedia di antara mereka talasemia mayor adalah yang paling berbahaya dan membutuhkan lebih banyak perhatian pada umumnya dapat dideteksi karena anak tersebutDeteksi akhir satu tahun dari penyakit ini dapat memiliki konsekuensi yang merugikan dan berbagai komplikasi penelitian ini bertujuan untuk mengembangkan model baru untuk prediksi thalassemia untuk anak -anak model ini mengadopsi aturan fuzzybased yang baru dalam artikel ini adalah bahwa model kami memiliki 4 output yaitu thalasemiaIntermedia Minor Minor dan bukan Thalassemia dalam artikel sebelumnya hanya memiliki 3 output dalam penelitian ini kami bermaksud menerapkan model yang kami kembangkan menggunakan pendekatan berbasis fuzzy untuk mengklasifikasikan penyakit thalassemia berdasarkan data CBC yang dijelaskan oleh artikel ini bagaimana membuat model dan mengimplementasikannyaDalam perangkat lunak kami membandingkan hasil tes dengan pendapat dokter anak mengenai thalassemia hasil akhir pengujian 4 data CBC menunjukkan bahwa model yang kami usulkan telah berhasil mengidentifikasi jenis thalassemia
3001,['FP5'],analysis of atmospheric mercury concentrations in tree bark of multi purpose tree species mpts in bunut seberang village lampung province indonesia,abstract mpts plants cultivated by the community were suspected contaminated by mercury used in gold refining bark can be used as a bioindicator for mercury pollution in the atmosphere the research objective was to determine the concentration of mercury contamination in mpts plants and types of plants that have the potential as atmospheric mercury bioindicators this study used a pathway method for sampling with an area of 387.03 ha and used atomic absorption spectrophotometry aas to analyze the mercury concentration in tree bark the results showed that tamarindus indica persea americana and annona muricata were accumulated the high mercury concentrations compared to the other types of mpts plants the tamarindus indica persea americana and annona muricata were accumulate 74.4 58.7 and 44.2 µg total mercury thg respectively it is known that the bark of mpts trees at low altitude contains more mercury in terms of the location of the tree this is influenced by various factors such as skin characteristics height and natural conditions this shows that the activity of refining gold using mercury has polluted the environment of bunut seberang village and some plants are able to accumulate mercury in the atmosphere mercury mpts refining gold tree bark,['SD'],,,2021-09,,['evaporation'],en,"Abstrak Tanaman MPTS yang dibudidayakan oleh masyarakat diduga terkontaminasi oleh merkuri yang digunakan dalam kulit pemurnian emas dapat digunakan sebagai bioindikator untuk polusi merkuri di atmosfer tujuan penelitian adalah untuk menentukan konsentrasi kontaminasi merkuri pada tanaman MPT dan jenis tanaman yang memilikiPotensi sebagai bioindikator merkuri atmosfer Studi ini menggunakan metode jalur untuk pengambilan sampel dengan luas 387,03 ha dan menggunakan spektrofotometri penyerapan atom AAS untuk menganalisis konsentrasi merkuri dalam kulit pohon hasilnya menunjukkan bahwa Tamarindus indica Persea Americana dan Annona muricata diakumulasikan dengan konsentrasi Merkuri Tamarindus Persea Persea Americana dan Annona diakumulasikan tinggi Merkuri Tamarindus Persea Persea dan Annona diakumulasikan dengan tinggi Merkuri Tamarindus Persea Persea dan Annona diakumulasikan dengan high indica Persea Persea Americana dan Annona diakumulasikan.Dibandingkan dengan jenis tanaman MPTS lainnya, Tamarindus Indica Persea Americana dan Annona muricata menumpuk 74,4 58,7 dan 44,2 μg Total Merkurius THG masing -masing diketahui bahwa kulit pohon MPTS pada ketinggian rendah mengandung lebih banyak merkuri dalam hal lokasi pohon tersebutIni dipengaruhi oleh berbagai faktor seperti karakteristik karakteristik kulit dan kondisi alami ini menunjukkan bahwa aktivitas pemurnian emas menggunakan merkuri telah mencemari lingkungan desa bunut Seberbet dan beberapa tanaman mampu mengumpulkan merkuri di atmosfer merkuri mpts yang menyempurnakan kulit emas emas kulit emas kulit emas pohon emas pohon emas pohon emas pohon emas pohon emas emas pohon emas emas pohon emas emas pohon emas pohon emas emas pohon emas pohon emas emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas pohon emas gold bark gold bark gold bark gold bark Gold Tark Gold Tark Pohon Emas Gold Tark Pohon Emas Gold"
3002,['FP12'],mapping atmospheric mercury in lampung province indonesia using bark of multipurpose tree species,abstract the use of mercury in gold refining causes air pollution and results in the contamination of multipurpose tree species mpts tree bark has properties that cause it to store mercury for quite a long time the purpose of this study was to determine mercury contamination of mpts and map the mercury contamination distribution in the atmosphere using tree barks as bioindicators sampling was performed using purposive sampling the mercury concentration was obtained by atomic absorption spectroscopy and the highest thg contents were analyzed using a scanning electron microscope the analysis was carried out by gauging total mercury thg distance elevation to thg and interpolation of thg at the research site the results showed that there were 10 types of mpts trees whose bark could accumulate mercury the bark of the tamarindus indica tree stored the greatest amount of thg 74.4 µg dry weight dw followed by persea americana 58.7 µg dw and annona muricata 44.2 µg dw respectively this result was influenced by the roughness of the bark and the location of the plants no correlation was found between distance and elevation to thg on tree bark the mercury interpolation in the atmosphere showed that mercury moves from the purification point to the southeast of the purification location interpolation mercury mpts plants tree bark,['SD'],Atmosphere,,2021-12-22,,['environmental pollution'],en,"Abstrak Penggunaan merkuri dalam pemurnian emas menyebabkan polusi udara dan mengakibatkan kontaminasi spesies pohon multiguna MPTS pohon pohon memiliki sifat yang menyebabkannya menyimpan merkuri untuk waktu yang cukup lama, tujuan dari penelitian ini adalah untuk menentukan kontaminasi merkuri dari MPT dan petaDistribusi kontaminasi merkuri di atmosfer menggunakan kulit pohon sebagai pengambilan sampel bioindikator dilakukan dengan menggunakan pengambilan sampel purposive. Konsentrasi merkuri diperoleh dengan spektroskopi serapan atom dan kandungan THG tertinggi dianalisis dengan menggunakan mikroskop elektron pemindaian, analisis dilakukan dengan mengukur total merkuri THG.Ketinggian ke THG dan interpolasi THG di situs penelitian Hasilnya menunjukkan bahwa ada 10 jenis pohon MPTS yang kulitnya dapat mengumpulkan merkuri kulit pohon Tamarindus Indica menyimpan jumlah terbesar dari 74,4 μg berat kering DW diikuti oleh Persea Americana 58.7.7.7μg DW dan Annona muricata 44.2 μg DW masing -masing hasil ini dipengaruhi oleh kekasaran kulit kayu dan lokasi tanaman tidak ada korelasi yang ditemukan antara jarak dan ketinggian ke THG pada kulit pohon interpolasi merkuri di atmosfer menunjukkan bahwa merkuri bergerak dari the thetitik pemurnian ke tenggara lokasi pemurnian interpolasi merkuri merkuri mpts tanaman kulit pohon"
3003,['FP5'],12% overall similarity of the paper entitled mapping atmospheric mercury in lampung province indonesia using bark of multipurpose tree species,abstract the use of mercury in gold re ning causes air pollution and results in the contamination of multipurpose tree species mpts tree bark has properties that cause it to store mercury for quite a long time the purpose of this study was to determine mercury contamination of mpts and map the mercury contamination distribution in the atmosphere using tree barks as bioindicators sampling was performed using purposive sampling the mercury concentration was obtained by atomic absorption spectroscopy and the highest thg contents were analyzed using a scanning electron microscope the analysis was carried out by gauging total mercury thg distance elevation to thg and interpolation of thg at the research site the results showed that there were 10 types of mpts trees whose bark could accumulate mercury the bark of the tamarindus indica tree stored the greatest amount of thg 74.4 µg dry weight dw followed by persea americana 58.7 µg dw and annona muricata 44.2 µg dw respectively this result was in uenced by the roughness of the bark and the location of the plants no correlation was found between distance and elevation to thg on tree bark the mercury interpolation in the atmosphere showed that mercury moves from the puri cation point to the southeast of the puri cation location interpolation mercury mpts plants tree bark,"['GE', 'SD']",,MDPI Atmopher,2021-12-21,,['environmental pollution'],en,"Abstrak Penggunaan merkuri dalam emas menyebabkan polusi udara dan mengakibatkan kontaminasi spesies pohon multiguna MPTS pohon pohon memiliki sifat yang menyebabkannya menyimpan merkuri untuk waktu yang cukup lama, tujuan dari penelitian ini adalah untuk menentukan kontaminasi merkuri MPT danPeta Distribusi kontaminasi merkuri di atmosfer menggunakan kulit pohon sebagai pengambilan sampel bioindikator dilakukan dengan menggunakan pengambilan sampel purposive, konsentrasi merkuri diperoleh dengan spektroskopi serapan atom dan kandungan THG tertinggi dianalisis dengan menggunakan mikroskop elektron pemindaian, analisis dilakukan dengan mengukur total THG.Ketinggian jarak ke THG dan interpolasi THG di lokasi penelitian Hasilnya menunjukkan bahwa ada 10 jenis pohon MPT yang kulitnya dapat mengumpulkan merkuri kulit pohon Tamarindus indica menyimpan jumlah terbesar dari THG 74,4 μg berat kering DW diikuti oleh Persea Americana58.7 μg DW dan Annona muricata 44.2 μg DW masing -masing hasil ini dience oleh kekasaran kulit kayu dan lokasi tanaman tidak ada korelasi yang ditemukan antara jarak dan ketinggian ke THG pada kulit pohon interpolasi merkuri di atmosfer menunjukkan bahwa gerakan merkuriDari titik pemurnian ke tenggara lokasi pemurnian interpolasi merkuri merkuri menanam pohon pohon"
3004,['FP1'],analisis efisiensi teknis usaha tambak udang vanname petambak mandiri eks plasma pt centralpertiwi bahari di kabupaten tulang bawang,"this study aims to determine the level of income of vanname shrimp cultivatiors and analyze the level of technical efficiency and factors that affect the technical efficiency of vanname shrimp farming in the bratasena adiwarna village dente teladas subdistrict tulang bawang regency the samples in this study were 70 cultivators chosen using simple random sampling method data were collected in february march 2018 technical efficiency analysis was tested using the frontier production function while factors affecting technical efficiency were tested using the exponential function the results showed that the average income of shrimp cultivation is idr22,533,081.50 per 0.49 ha of ponds vanname shrimp farming is technically efficient with a level of 84.59 factors affecting technical efficiency are age and cultivation experience with a 90% confidence level key words cultivators efficiency vanname shrimp",['AC'],Jurnal Ilmu-Ilmu Agribisnis,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,2021-05,,,en,"Penelitian ini bertujuan untuk menentukan tingkat pendapatan budidaya udang vanname dan menganalisis tingkat efisiensi teknis dan faktor -faktor yang mempengaruhi efisiensi teknis pertanian udang vanname di Bratasena Adiwarna Village Dente Teladas Teladas ToLang Bawang Regency Sampel dalam penelitian ini adalah 70 penanam Teladas Tulang Bawang, sampel dalam penelitian ini adalah 70 penanam Teladas Tulan Bawang, sampel dalam penelitian ini adalah 70 penanam TeladaDipilih menggunakan metode metode pengambilan sampel acak sederhana dikumpulkan pada Februari Maret 2018 Analisis efisiensi teknis diuji menggunakan fungsi produksi perbatasan sementara faktor -faktor yang mempengaruhi efisiensi teknis diuji menggunakan fungsi eksponensial hasil menunjukkan bahwa pendapatan rata -rata budidaya udang adalah IDR22.533.081.50 per 0,49Ha dari kolam vanname udang pertanian secara teknis efisien dengan tingkat 84,59 faktor yang mempengaruhi efisiensi teknis adalah pengalaman penanaman dan kultivasi dengan kata kunci tingkat kepercayaan 90% Kata -kata Pengkelakat Efisiensi Vanname Shrimp"
3005,['FP1'],analisis efisiensi teknis usaha tambak udang vanname petambak mandiri eks plasma pt centralpertiwi bahari di kabupaten tulang bawang,"this study aims to determine the level of income of vanname shrimp cultivatiors and analyze the level of technical efficiency and factors that affect the technical efficiency of vanname shrimp farming in the bratasena adiwarna village dente teladas subdistrict tulang bawang regency the samples in this study were 70 cultivators chosen using simple random sampling method data were collected in february march 2018 technical efficiency analysis was tested using the frontier production function while factors affecting technical efficiency were tested using the exponential function the results showed that the average income of shrimp cultivation is idr22,533,081.50 per 0.49 ha of ponds vanname shrimp farming is technically efficient with a level of 84.59 factors affecting technical efficiency are age and cultivation experience with a 90% confidence level","['AC', 'H1', 'S1']",JIIA (Jurnal Ilmu-Ilmu Agribisnis),Universitas Lampung,2021-05,,,en,"Penelitian ini bertujuan untuk menentukan tingkat pendapatan budidaya udang vanname dan menganalisis tingkat efisiensi teknis dan faktor -faktor yang mempengaruhi efisiensi teknis pertanian udang vanname di Bratasena Adiwarna Village Dente Teladas Teladas ToLang Bawang Regency Sampel dalam penelitian ini adalah 70 penanam Teladas Tulang Bawang, sampel dalam penelitian ini adalah 70 penanam Teladas Tulan Bawang, sampel dalam penelitian ini adalah 70 penanam TeladaDipilih menggunakan metode metode pengambilan sampel acak sederhana dikumpulkan pada Februari Maret 2018 Analisis efisiensi teknis diuji menggunakan fungsi produksi perbatasan sementara faktor -faktor yang mempengaruhi efisiensi teknis diuji menggunakan fungsi eksponensial hasil menunjukkan bahwa pendapatan rata -rata budidaya udang adalah IDR22.533.081.50 per 0,49Ha dari kolam vanname udang pertanian secara teknis efisien dengan tingkat 84,59 faktor yang mempengaruhi efisiensi teknis adalah pengalaman bertambahnya usia dan budidaya dengan tingkat kepercayaan 90%"
3006,['FT8'],student service corner,student service corner is an application designed as a student service system by utilizing a laravel framework in the informatics engineering study program university of lampung the choice of laravel as an application development framework at this time is because this application will continue to be developed with several programmers and will be integrated with other systems into a larger informatics study program data were collected by conducting interviews and literature studies data modeling in this system uses an entitty relationship diagram erd the test result of this system is that the level of student satisfaction with services in the information engineering study program increases because it is always available because it is online the admin of the study program can manage and request services for follow up the results of this test show that the student service corner application can meet the system requirements as a communication between the administration and students in a value service system and correspondence requests,"['T1', 'ZA', 'ZA4050', 'ZA4450']",IKOMTI: Jurnal Ilmu Komputer dan Teknologi,Fakultas Sains dan Teknologi Universitas Harapan Bangsa,2021-05-28,,"['student service corner', 'laravel', 'student administration services']",en,Student Service Corner adalah aplikasi yang dirancang sebagai sistem layanan mahasiswa dengan memanfaatkan kerangka kerja Laravel dalam program Studi Teknik Informatika Universitas Lampung Pilihan Laravel sebagai Kerangka Pengembangan Aplikasi pada saat ini adalah karena aplikasi ini akan terus dikembangkan dengan beberapa pemrogramdan akan diintegrasikan dengan sistem lain ke dalam data program studi informatika yang lebih besar dikumpulkan dengan melakukan wawancara dan studi literatur pemodelan data dalam sistem ini menggunakan diagram hubungan yang melekat pada hasil uji sistem ini adalah bahwa tingkat kepuasan siswa dengan layanan dalamProgram Studi Rekayasa Informasi meningkat karena selalu tersedia karena online Admin dari program studi dapat mengelola dan meminta layanan untuk menindaklanjuti hasil tes ini menunjukkan bahwa aplikasi sudut layanan siswa dapat memenuhi persyaratan sistem sebagai komunikasi antaraadministrasi dan siswa dalam sistem layanan nilai dan permintaan korespondensi
3007,['FP5'],status dan perubahan indikator vitalitas hutan konservasi taman hutan raya wan abdul rachman,forests can provide many benefits both from an ecological economic and social perspective these benefits can be achieved through sustainable forest management forest health is one of the criteria for sustainable forest management forest health can be assessed through monitoring forest health one of the ecological indicators that can be used to monitor forest health is an indicator of vitality this study aims to determine the value of status and changes in vitality indicators by using tree damage parameters and crown conditions status values and changes in vitality indicators are needed in order to make different forest management decisions this research was conducted in tahura wan abdul rachman tahura war plant and animal collection block using forest health monitoring fhm this research was conducted twice the first measurement was carried out in may 2019 and the second measurement was carried out in december 2020 the results showed that the value of changes in the vitality indicator tends to increase the first measurement of the status of the vitality indicator 50% is in the medium category 25% is in the good category and 25% is in the bad category the status of the vitality indicator in the second measurement is 50% in the good category and 50% in the bad category this change can be caused by an increase in tree damage in each cluster plot the management decision for the tahura war plant and animal collection block is that it is necessary to change the management pattern,['SD'],Perennial,Fakultas Kehutanan UNHAS,2021-05-04,,,en,Hutan dapat memberikan banyak manfaat baik dari perspektif ekonomi dan sosial ekologis manfaat ini dapat dicapai melalui manajemen hutan yang berkelanjutan Kesehatan hutan adalah salah satu kriteria untuk pengelolaan hutan berkelanjutan Kesehatan hutan dapat dinilai melalui pemantauan kesehatan hutan salah satu indikator ekologis yang dapat diaturDigunakan untuk memantau kesehatan hutan adalah indikator vitalitas yang diteliti ini bertujuan untuk menentukan nilai status dan perubahan indikator vitalitas dengan menggunakan parameter kerusakan pohon dan kondisi status kondisi mahkota dan perubahan indikator vitalitas diperlukan untuk membuat keputusan manajemen hutan yang berbeda iniPenelitian dilakukan di Tahura Wan Abdul Rachman Tahura War Plant and Animal Collection Block menggunakan Forest Health Monitoring FHM Penelitian ini dilakukan dua kali pengukuran pertama dilakukan pada Mei 2019 dan pengukuran kedua dilakukan pada Desember 2020 hasilnya menunjukkan bahwa nilainyaPerubahan dalam indikator vitalitas cenderung meningkatkan pengukuran pertama dari status indikator vitalitas 50% dalam kategori medium 25% berada dalam kategori yang baik dan 25% berada dalam kategori buruk status indikator vitalitas di yang keduaPengukuran adalah 50% dalam kategori yang baik dan 50% dalam kategori buruk perubahan ini dapat disebabkan oleh peningkatan kerusakan pohon di setiap cluster plot keputusan manajemen untuk blok Tahura War Plant and Animal Collection adalah bahwa perlu mengubahpola manajemen
3008,['FH1'],perlindungan bagi hak kekayaan intelektual komunal,hasil check similarity,['K1'],Jurnal Hukum De'rechtsstaat,FAKULTAS HUKUM UNIVERSITAS DJUANDA BOGOR,2021,,,en,HASIL Periksa kesamaan
3009,['FH1'],pengaturan sektor jasa pendidikan indonesia dalam kerangka liberalisasi wto,hasil check similarity,['K1'],PROGRESIF:Jurnal Hukum,Fakultas Hukum Universitas Bangka Belitung,2021,,,en,HASIL Periksa kesamaan
